"Library Name" "Address" "City" "ZIP Code" "State" "Latitude" "Longitude"
"267" "Duquoin Public Library" "Duquoin" "28 South Washington Street" 62832 "IL" -89.2360176 38.0103768
"268" "Prairie Creek Public Library District" "Dwight" "501 Carriage House Lane" 60420 "IL" -88.428183 41.08933
"269" "Earl Township Public Library" "Earlville" "205 Winthrop Street" NA "IL" -71.232543 41.852951
"270" "East Alton Public Library District" "East Alton" "250 Washington Avenue" 62024 "IL" -90.1031752 38.8780571
"271" "East Dubuque District Library" "East Dubuque" "350 Wall Street" 61025 "IL" -90.6424893 42.4913376
"272" "Dundee Township Public Library District" "East Dundee" "555 Barrington Avenue" 60118 "IL" -88.2638748 42.1042251
"273" "East Moline Public Library" "East Moline" "740 Sixteenth Avenue" 61244 "IL" -90.4434524 41.5147738
"274" "Fondulac Public Library District" "East Peoria" "140 East Washington Street" 61611 "IL" -89.5781926 40.6651252
"275" "Spring Bay Branch" "East Peoria" "411 Illinois Street" NA "IL" -105.2307623 39.7603275
"276" "East St. Louis Public Library" "East St Louis" "5300 State Street" 62203 "IL" -90.098952 38.605849
"277" "Edwardsville Public Library" "Edwardsville" "112 South Kansas Street" 62025 "IL" -89.9538694 38.8111351
"278" "Helen Matthes Library" "Effingham" "100 East Market Avenue" 62401 "IL" -88.5416979 39.1233836
"279" "El Paso Public Library" "El Paso" "149 West First Street" 61738 "IL" -89.0186301 40.7393578
"280" "Town And Country Public Library District" "Elburn" "320 East North Street" 60119 "IL" -88.4686008 41.8925037
"281" "Eldorado Memorial Public Library District" "Eldorado" "1001 Grant Street" 62930 "IL" -88.4353912 37.8152345
"282" "Gail Borden Public Library District" "Elgin" "270 North Grove Avenue" 60120 "IL" -88.288011 42.0424482
"283" "Elizabeth Township Library" "Elizabeth" "210 East Myrtle Street" 61028 "IL" -90.2222411 42.3174808
"284" "Elk Grove Village Public Library" "Elk Grove Village" "1001 Wellington Avenue" 60007 "IL" -88.0079524 42.0013877
"285" "Elkhart Public Library District" "Elkhart" "121 East Bohan Street" 62634 "IL" -89.4813505 40.0212926
"286" "Rick Warren Memorial Public Library District" "Elkville" "114 South Fourth Street" 62932 "IL" -89.2355963 37.9075829
"287" "Elmhurst Public Library" "Elmhurst" "125 South Prospect Avenue" 60126 "IL" -87.944164 41.8985387
"288" "Morrison Mary Wiley Library" "Elmwood" "206 West Main Street" 61529 "IL" -89.968464 40.777755
"289" "Elmwood Park Public Library" "Elmwood Park" "1 Conti Parkway" 60707 "IL" -87.8172683 41.9261171
"290" "Enfield Reading Center" "Enfield" "111 E. Main St." NA "IL" -82.9963365 39.9564305
"291" "Erie Public Library District" "Erie" "802 8th Avenue" 61250 "IL" -90.0788079 41.6559052
"292" "Eureka Public Library District" "Eureka" "202 South Main Street" 61530 "IL" -89.273173 40.7200533
"293" "Evanston Public Library" "Evanston" "1703 Orrington Avenue" 60201 "IL" -87.6800306 42.0483943
"294" "North Branch" "Evanston" "2026 Central Street" NA "IL" -87.7020387 42.0641151
"295" "South Branch" "Evanston" "949 Chicago Avenue" NA "IL" -87.6792769 42.035543
"296" "Central Public Library District" "Evansville" "701 Oak Street A" 62242 "IL" -89.9341309 38.0913177
"297" "Evansville Public Library" "Evansville" "602 Public Street" 62242 "IL" -89.9367024 38.0907554
"298" "Evergreen Park Public Library" "Evergreen Park" "9400 South Troy Avenue" 60805 "IL" -87.701001 41.7222369
"299" "Fairfield Public Library" "Fairfield" "300 South East Second Street" 62837 "IL" -88.3588443 38.3775181
"300" "Valley District Library" "Fairview" "515 Carter Street" 61432 "IL" -90.1642649 40.6333465
"301" "Fairview Heights Public Library" "Fairview Heights" "10017 Bunkum Road" 62208 "IL" -90.0106192 38.5981467
"302" "Farmer City Public Library" "Farmer City" "109 East Green Street" 61842 "IL" -88.6425203 40.2433692
"303" "Farmersville-Waggoner Public Library District" "Farmersville" "210 South Cleveland Street" 62533 "IL" -89.6515624 39.4425298
"304" "Farmington Area Library District" "Farmington" "266 East Fort Street" 61531 "IL" -90.0024364 40.6981453
"305" "Susie Wesley Memorial Library" "Flat Rock" "105 South Main St." NA "IL" -73.214984 44.4758308
"306" "Flora Public Library" "Flora" "216 North Main Street" 62839 "IL" -88.4863967 38.6698288
"307" "Flossmoor Public Library" "Flossmoor" "1000 Sterling Avenue" 60422 "IL" -87.6788215 41.544166
"308" "Ford Heights Public Library District" "Ford Heights" "800 East 14th Street" NA "IL" -73.9733092 40.7274275
"309" "Forest Park Public Library" "Forest Park" "7555 Jackson Boulevard" 60130 "IL" -87.8143675 41.876072
"310" "Forrest Public Library District" "Forrest" "301 West James Street" 61741 "IL" -88.4134079 40.753258
"311" "Forreston Public Library" "Forreston" "204 First Avenue" 61030 "IL" -89.5791485 42.1258223
"312" "Forsyth Public Library" "Forsyth" "268 South Elwood Street" 62535 "IL" -88.9504778 39.9332126
"313" "Fox Lake Public Library District" "Fox Lake" "255 East Grand Avenue" 60020 "IL" -88.1609536 42.3936466
"314" "Fox River Grove Memorial Library" "Fox River Grove" "407 Lincoln Avenue" 60021 "IL" -87.7638252 42.1361961
"315" "Frankfort Public Library District" "Frankfort" "21119 South Pfeiffer Road" 60423 "IL" -87.82798 41.5058703
"316" "Franklin Grove Public Library" "Franklin Grove" "112 South Elm Street" 61031 "IL" -89.2994802 41.8398999
"317" "Winifred Knox Memorial Library" "Franklin Grove" "112 S. Elm St." NA "IL" -94.3774034 42.0148695
"318" "Franklin Park Public Library District" "Franklin Park" "10311 Grand Avenue" 60131 "IL" -87.882749 41.9296705
"319" "Freeburg Area Library District" "Freeburg" "407 South Belleville Street" 62243 "IL" -89.911158 38.420085
"320" "Freeport Public Library" "Freeport" "100 East Douglas Street" 61032 "IL" -89.6206453 42.3004638
"321" "Schmaling Memorial Public Library District" "Fulton" "501 Tenth Avenue" 61252 "IL" -90.1645623 41.867169
"322" "Galatia Public Library District" "Galatia" "217 South Main Cross Street" 62935 "IL" -88.6119872 37.839616
"323" "Galena Public Library District" "Galena" "601 South Bench Street" 61036 "IL" -90.4318745 42.4120697
"324" "Galesburg Public Library" "Galesburg" "40 East Simmons Street" 61401 "IL" -90.3704054 40.9461009
"325" "Galva Public Library District" "Galva" "120 Northwest Third Avenue" 61434 "IL" -90.0458617 41.1677086
"326" "Geneseo Public Library District" "Geneseo" "218 South State Street" 61254 "IL" -90.1553222 41.4510913
"327" "Geneva Public Library District" "Geneva" "127 James Street" 60134 "IL" -88.3062212 41.886923
"328" "Genoa Public Library District" "Genoa" "232 West Main Street" 60135 "IL" -88.6943622 42.0972083
"329" "Georgetown Public Library" "Georgetown" "102 West West Street" 61846 "IL" -87.6357033 39.9753844
"330" "Germantown Public Library District" "Germantown" "403 Munster Street" 62245 "IL" -89.5385605 38.5537304
"331" "Moyer District Library" "Gibson City" "307 North Sangamon Avenue" 60936 "IL" -88.375361 40.4675968
"332" "Gillespie Public Library" "Gillespie" "201 West Chestnut Street" 62033 "IL" -89.8177006 39.1257581
"333" "Gilman-Danforth District Library" "Gilman" "715 North Maple Street" 60938 "IL" -87.9875947 40.7749771
"334" "Gilson Branch" "Gilson" "1261 Harding Street" NA "IL" -86.1873079 39.7499541
"335" "Girard Township Library" "Girard" "201 West Madison Street" 62640 "IL" -89.7792633 39.4454315
"336" "Glen Carbon Centennial Library" "Glen Carbon" "198 South Main Street" 62034 "IL" -89.9839208 38.7487112
"337" "Glen Ellyn Public Library" "Glen Ellyn" "400 Duane Street" 60137 "IL" -88.0706945 41.8756933
"338" "Glencoe Public Library" "Glencoe" "320 Park Avenue" 60022 "IL" -87.7577095 42.1337961
"339" "Glenside Public Library District" "Glendale Heights" "25 East Fullerton Avenue" 60139 "IL" -88.0897341 41.9167328
"340" "Glenview Public Library" "Glenview" "1930 Glenview Road" 60025 "IL" -87.806572 42.073192
"341" "Glenwood-Lynwood Public Library District" "Glenwood" "320 East Glenwood Lansing Road" 60425 "IL" -87.603989 41.542093
"342" "Golconda Public Library" "Golconda" "126 West Main Street" 62938 "IL" -88.4880794 37.3676804
"343" "Golden Branch" "Golden" "309 Quincy" NA "IL" -111.9553236 41.269739
"344" "Grand Tower Public Library" "Grand Tower" "111 Walnut Street" 62942 "IL" -89.5020539 37.6270474
"345" "Granite City Branch" "Granite City" "2145 Johnson Road" NA "IL" -84.0350306 37.1478725
"346" "Six Mile Regional Library District" "Granite City" "2001 Delmar Avenue" 62040 "IL" -90.1498158 38.7024916
"347" "Grant Park Public Library" "Grant Park" "107 West Taylor Street" 60940 "IL" -87.6454409 41.2411016
"348" "Granville Branch Library" "Granville" "212 S. Mccoy Street" NA "IL" -80.5018532 35.6878089
"349" "Grayslake Area Public Library District" "Grayslake" "100 Library Lane" 60030 "IL" -88.0362674 42.3466651
"350" "Grayville Carnegie Public Library" "Grayville" "110 West Mill Street" 62844 "IL" -87.9967553 38.2587598
"351" "Greenfield Public Library" "Greenfield" "515 Chestnut Street" 62044 "IL" -90.210954 39.3435302
"352" "Greenup Township Public Library" "Greenup" "101 North Franklin Street" 62428 "IL" -88.166776 39.2465916
"353" "Greenville Public Library" "Greenville" "414 West Main Street" 62246 "IL" -89.4147295 38.8919917
"354" "Gridley Public Library District" "Gridley" "320 Center Street" 61744 "IL" -88.8811553 40.7387873
"355" "Griggsville Public Library" "Griggsville" "119 South Corey Street" 62340 "IL" -90.7265565 39.7081481
"356" "Warren-Newport Public Library District" "Gurnee" "224 North Oplaine Road" 60031 "IL" -87.9153047 42.3632069
"357" "Hamilton Public Library" "Hamilton" "861 Broadway" 62341 "IL" -91.3471822 40.3931234
"358" "Hammond Branch" "Hammond" "1st Don Ryan Street" NA "IL" NA NA
"359" "Ella Johnson Memorial Public Library District" "Hampshire" "109 South State Street" 60140 "IL" -88.5297245 42.0988723
"360" "Hanover Township Library" "Hanover" "204 Jefferson Street" 61041 "IL" -90.2838798 42.2567021
"361" "Hanover Park Branch Library" "Hanover Park" "1570 Irving Park Road" NA "IL" -88.143937 42.0052772
"362" "Poplar Creek Hanover Park" "Hanover Park" "4300 Audrey Lane" NA "IL" -88.1622865 41.9513973
"363" "Harrisburg Public Library District" "Harrisburg" "2 West Walnut Street" NA "IL" -94.1341903 36.333763
"364" "Hartford Public Library District" "Hartford" "143 West Hawthorne Street" 62048 "IL" -90.0975782 38.8335844
"365" "Harvard Diggins Library" "Harvard" "900 East Mckinley Street" 60033 "IL" -88.6036164 42.4257202
"366" "Harvey Public Library District" "Harvey" "15441 Turlington Avenue" 60426 "IL" -87.6474189 41.6085209
"367" "Eisenhower Public Library District" "Harwood Heights" "4613 North Oketo Avenue" 60706 "IL" -87.8116205 41.9639866
"368" "Havana Public Library District" "Havana" "201 West Adams Street" 62644 "IL" -90.0622902 40.2989437
"369" "Grande Prairie Public Library District" "Hazel Crest" "3479 West 183rd Street" 60429 "IL" -87.7008828 41.5565227
"370" "Hecker Public Library" "Hecker" "151 West Monroe Street" 62248 "IL" -89.993231 38.305439
"371" "Hennepin Headquarters" "Hennepin" "214 N. Fourth Street" NA "IL" -82.9963889 39.96742
"372" "Putnam County Public Library District" "Hennepin" "214 North Fourth Street" 61327 "IL" -89.3425735 41.2539738
"373" "Henry Public Library" "Henry" "702 Front Street" 61537 "IL" -89.356656 41.10867
"374" "Herrick Township Public Library" "Herrick" "303 North Broadway Street" 62431 "IL" -88.9847289 39.2150663
"375" "Herrin City Library" "Herrin" "120 North 13th Street" 62948 "IL" -89.0249184 37.8040016
"376" "Heyworth Public Library District" "Heyworth" "119 East Main Street" 61745 "IL" -88.97666 40.3139
"377" "Louis Latzer Memorial Public Library" "Highland" "1001 Ninth Street" 62249 "IL" -89.6786802 38.7417596
"378" "Highland Park Public Library" "Highland Park" "494 Laurel Avenue" 60035 "IL" -87.7967708 42.1844931
"379" "Highwood Public Library" "Highwood" "102 Highwood Avenue" 60040 "IL" -87.8108397 42.202203
"380" "Hillsboro Public Library" "Hillsboro" "214 School Street" 62049 "IL" -89.4926302 39.1559579
"381" "Moore Memorial Library District" "Hillsdale" "509 Main Street" 61257 "IL" -90.1770669 41.613324
"382" "Hillside Public Library" "Hillside" "405 North Hillside Avenue" 60162 "IL" -87.9080362 41.8770042
"383" "Hinckley Public Library District" "Hinckley" "100 North Maple Street" 60520 "IL" -88.6393236 41.769605
"384" "Hinsdale Public Library" "Hinsdale" "20 East Maple Street" 60521 "IL" -87.9283676 41.8043857
"385" "Hodgkins Public Library District" "Hodgkins" "6500 Wenz Avenue" 60525 "IL" -87.8560552 41.7715371
"386" "Hoffman Area Branch Library" "Hoffman" "100 N. Broadway" NA "IL" -108.5924416 37.3496131
"387" "Hoffman Estates Branch Library" "Hoffman Estates" "1550 Hassell Road" NA "IL" -88.1183384 42.0631087
"388" "Homer Community Library" "Homer" "500 East Second Street" 61849 "IL" -87.952197 40.038624
"389" "Homer Township Public Library District" "Homer Glen" "14320 West 151st Street" 60491 "IL" -87.9674492 41.6142857
"390" "Hometown Public Library" "Hometown" "4331 Southwest Highway" 60456 "IL" -87.7299567 41.7285433
"391" "Homewood Public Library District" "Homewood" "17917 Dixie Highway" 60430 "IL" -87.6645186 41.5640125
"392" "Hoopeston Public Library District" "Hoopeston" "110 North Fourth Street" 60942 "IL" -87.6652997 40.4681854
"393" "Pembroke Public Library District" "Hopkins Park" "13795 East Central Street" 60944 "IL" -87.6035535 41.0672175
"394" "Hudson Area Public Library District" "Hudson" "104 Pearl Street" 61748 "IL" -88.9892798 40.6041505
"395" "Kinderhook Township Public Library District" "Hull" "665 Southwest Lee Evans Drive" 62343 "IL" -91.2061502 39.7065146
"396" "Huntley Area Public Library District" "Huntley" "11000 Ruth Road" 60142 "IL" -88.4117046 42.1696853
"397" "Hutsonville Public Library" "Hutsonville" "104 South Main," NA "IL" -73.2151681 44.4758496
"398" "Illiopolis-Niantic Public Library District" "Illiopolis" "401 Sixth And Mary Street" 62539 "IL" -89.2406466 39.8533531
"399" "Irvington Branch Library" "Irvington" "500 Superior" NA "IL" -84.7687199 44.3111333
"400" "Itasca Community Library" "Itasca" "500 West Irving Park Road" 60143 "IL" -88.020002 41.970777
"401" "Jacksonville Public Library" "Jacksonville" "201 West College Avenue" 62650 "IL" -90.2299792 39.7324667
"402" "Jerseyville Public Library" "Jerseyville" "105 North Liberty Street" 62052 "IL" -90.3300978 39.1187958
"403" "Johnsburg Public Library District" "Johnsburg" "3000 North Johnsburg Road" 60051 "IL" -88.2364051 42.3818591
"404" "Johnston City Public Library" "Johnston City" "506 Washington Avenue" 62951 "IL" -88.9266411 37.8160052
"405" "Black Road Branch" "Joliet" "3395 W. Black Road" NA "IL" -85.4489334 38.7673724
"406" "Joliet Public Library" "Joliet" "150 North Ottawa Street" 60432 "IL" -88.0823566 41.5271411
"407" "Jpl West Outlet" "Joliet" "1244 Louis Joliet Mall" NA "IL" -73.6157311 45.4305206
"408" "Jonesboro Public Library" "Jonesboro" "412 South Main Street" 62952 "IL" -89.2681032 37.4467834
"409" "Justice Public Library District" "Justice" "7641 South Oak Grove Avenue" 60458 "IL" -87.8400325 41.7514707
"410" "Kaneville Public Library District" "Kaneville" "2 South 101 Harter Road" 60144 "IL" -88.5219054 41.835621
"411" "Kankakee Public Library" "Kankakee" "201 East Merchant Street" 60901 "IL" -87.8633507 41.1190432
"412" "Limestone Township Library" "Kankakee" "2701 West Tower Road" 60901 "IL" -87.927733 41.140721
"413" "Kansas Community Memorial Library" "Kansas" "107 North Front Street" 61933 "IL" -87.9395511 39.5522553
"414" "Kansas Community Memorial Library" "Kansas" "107 N. Front St." NA "IL" -78.223 40.8963729
"415" "Kewanee Public Library District" "Kewanee" "102 South Tremont Street" 61443 "IL" -89.9259282 41.2431901
"416" "Kinmundy Public Library" "Kinmundy" "111 South Monroe Street" 62854 "IL" -88.850249 38.7732252
"417" "Kirkland Public Library" "Kirkland" "513 West Main Street" 60146 "IL" -88.8502309 42.0928929
"418" "Kirkwood Branch Library" "Kirkwood" "134 South Kirk" NA "IL" -83.562495 43.4924636
"419" "Knoxville Public Library" "Knoxville" "200 East Main Street" 61448 "IL" -90.2827336 40.9079645
"420" "Lasalle Public Library" "La Salle" "305 Marquette Street" 61301 "IL" -89.096045 41.33047
"421" "Lacon Public Library District" "Lacon" "205 Sixth Street" 61540 "IL" -89.4120705 41.0258246
"422" "Ladd Public Library District" "Ladd" "125 North Main Street" 61329 "IL" -89.2191095 41.3818712
"423" "Ladd Public Library District" "Ladd" "125 N. Main St." NA "IL" -73.2139521 44.4758756
"424" "Ira C. Reed Public Library" "Lafayette" "302 Commercial Street" 61449 "IL" -89.9727262 41.109524
"425" "Lagrange Public Library" "Lagrange" "10 West Cossitt Avenue" 60525 "IL" -87.8700424 41.8121886
"426" "Lagrange Park Public Library District" "Lagrange Park" "555 North La Grange Road" 60526 "IL" -87.8712429 41.8249521
"427" "Laharpe Carnegie Public Library District" "Laharpe" "209 East Main Street" 61450 "IL" -90.9679543 40.5834852
"428" "Lake Bluff Public Library" "Lake Bluff" "123 East Scranton Avenue" 60044 "IL" -87.8430104 42.2794177
"429" "Lake Forest Library" "Lake Forest" "360 East Deerpath Road" 60045 "IL" -87.838115 42.252502
"430" "Lake Villa Public Library District" "Lake Villa" "1001 East Grand Avenue" 60046 "IL" -88.0581001 42.4141103
"431" "Ela Area Public Library District" "Lake Zurich" "275 Mohawk Trail" 60047 "IL" -88.0886145 42.1946974
"432" "Lamoille-Clarion Public Library District" "Lamoille" "81 Main Street" 61330 "IL" -89.2796782 41.5336058
"433" "Lanark Public Library" "Lanark" "110 West Carroll Street" 61046 "IL" -89.8331047 42.102941
"434" "Lanark Public Library" "Lanark" "110 W Carroll St" NA "IL" -81.4050237 28.3262214
"435" "Lansing Public Library" "Lansing" "2750 Indiana Avenue" 60438 "IL" -87.5495843 41.5660981
"436" "Lawrence Public Library District" "Lawrenceville" "814 Twelfth Street" 62439 "IL" -87.6829072 38.7279676
"437" "Bertolet Memorial Library District" "Leaf River" "705 Main Street" 61047 "IL" -89.4039197 42.1193523
"438" "Lebanon Public Library" "Lebanon" "314 West Saint Louis Street" 62254 "IL" -89.8110278 38.603791
"439" "Lemont Public Library District" "Lemont" "50 East Wend Street" 60439 "IL" -88.00364 41.6579454
"440" "Lena Community District Library" "Lena" "300 West Mason Street" 61048 "IL" -89.8277794 42.3788194
"441" "Lewistown Carnegie Public Library District" "Lewistown" "321 West Lincoln Avenue" 61542 "IL" -90.1571674 40.3965533
"442" "Lexington Public Library District" "Lexington" "207 South Cedar Street" 61753 "IL" -88.7832635 40.6405705
"443" "Cook Memorial Public Library District" "Libertyville" "413 North Milwaukee Avenue" 60048 "IL" -87.956164 42.287088
"444" "Lincoln Public Library" "Lincoln" "725 Pekin St." NA "IL" -89.361148 40.1468455
"445" "Lincoln Public Library District" "Lincoln" "725 Pekin Street" 62656 "IL" -89.361148 40.1468455
"446" "Vernon Area Public Library District" "Lincolnshire" "300 Olde Half Day Road" 60069 "IL" -87.9366437 42.1986666
"447" "Lincolnwood Public Library District" "Lincolnwood" "4000 West Pratt Avenue" 60712 "IL" -87.7292553 42.004755
"448" "Lisle Library District" "Lisle" "777 Front Street" 60532 "IL" -88.0669568 41.7964256
"449" "Litchfield Carnegie Public Library" "Litchfield" "400 North State Street" 62056 "IL" -89.6553971 39.1772665
"450" "Littleton Branch" "Littleton" "110 Center St" NA "IL" -72.523521 41.774779
"451" "Lockport Branch Library" "Lockport" "121 East Eighth Street" 60441 "IL" -88.0560954 41.5899456
"452" "A. Herr Smith E.E. Smith Library" "Loda" "105 East Adams" 60948 "IL" -88.070237 40.5175243
"453" "Logan Reading Center" "Logan" "6342 Main Street" NA "IL" -78.7163276 42.9661655
"454" "Helen M. Plum Memorial Library" "Lombard" "110 West Maple Street" 60148 "IL" -88.0202818 41.8841788
"455" "Lostant Community Library" "Lostant" "102 West Third Street" 61334 "IL" -89.0595215 41.1417204
"456" "North Suburban Public Library District" "Loves Park" "6340 North Second Street" 61111 "IL" -89.0585791 42.3227489
"457" "Lovington Public Library District" "Lovington" "110 West State Street" 61937 "IL" -88.6329438 39.7157486
"458" "Lyons Public Library" "Lyons" "4209 Joliet Avenue" 60534 "IL" -87.8204254 41.8149439
"459" "Mackinaw District Public Library" "Mackinaw" "117 South Main Street" 61755 "IL" -89.3591851 40.5359543
"460" "Macomb Public Library District" "Macomb" "235 South Lafayette Street" 61455 "IL" -90.6715626 40.456643
"461" "South Macon Public Library District" "Macon" "451 West Glenn Street" 62544 "IL" -89.0051853 39.7071947
"462" "Madison Public Library" "Madison" "1700 Fifth Street" 62060 "IL" -90.1521178 38.6809127
"463" "Magnolia Branch" "Magnolia" "114 N. Chicago Street" NA "IL" -87.5198964 41.6284246
"464" "Mahomet Public Library District" "Mahomet" "512 East Main Street" 61853 "IL" -88.401383 40.194803
"465" "Malta Township Public Library" "Malta" "203 East Adams" 60150 "IL" -88.8633735 41.9298345
"466" "Manhattan Public Library District" "Manhattan" "240 Whitson Street" 60442 "IL" -87.984128 41.421839
"467" "Forman Valley Public Library District" "Manito" "404 1-2 South Harrison Street" 61546 "IL" -89.7802605 40.4209811
"468" "Manito Public Library District" "Manito" "404 1-2 S. Harrison" NA "IL" -87.4082712 39.462375
"469" "Blue Ridge Township Public Library" "Mansfield" "101 West Oliver Street" 61854 "IL" -88.5062798 40.2114601
"470" "Manteno Public Library District" "Manteno" "50 West Division Street" 60950 "IL" -87.8360547 41.2491494
"471" "Maple Park Public Library District" "Maple Park" "302 Willow Street" 60151 "IL" -88.5999978 41.9061756
"472" "Maquon Public Library District" "Maquon" "210 Main Street" 61458 "IL" -90.1649848 40.798994
"473" "Marengo Public Library District" "Marengo" "200 South State Street" 60152 "IL" -88.6086363 42.2491713
"474" "Crab Orchard Public Library District" "Marion" "20012 Crab Orchard Road" 62959 "IL" -88.7892103 37.7308573
"475" "Marion Carnegie Library" "Marion" "206 South Market Street" 62959 "IL" -88.9276414 37.7294981
"476" "Marissa Area Public Library District" "Marissa" "212 North Main Street" 62257 "IL" -89.7541009 38.24691
"477" "Bradford Anderson Oglesby Public Library" "Markham" "16640 South Kedzie Avenue" 60428 "IL" -87.6949353 41.5866984
"478" "Maroa Public Library District" "Maroa" "305 East Garfield Street" 61756 "IL" -88.9532765 40.0339173
"479" "Marquette Heights Public Library" "Marquette Heights" "715 Lincoln Road" 61554 "IL" -89.6027623 40.6156684
"480" "Marseilles Public Library" "Marseilles" "155 East Bluff Street" 61341 "IL" -88.708179 41.3306954
"481" "Marshall Public Library" "Marshall" "612 Archer Avenue" 62441 "IL" -87.6954751 39.3908129
"482" "Martinsville Public Library District" "Martinsville" "120 East Cumberland Street" 62442 "IL" -87.8792237 39.3341285
"483" "Maryville Community Library District" "Maryville" "8 Schiber Court" 62062 "IL" -89.9497989 38.7308704
"484" "Mascoutah Public Library" "Mascoutah" "3 West Church Street" 62258 "IL" -89.7978979 38.4914488
"485" "Mason City Public Library District" "Mason City" "820 West Chestnut Street" 62664 "IL" -89.7134643 40.2023853
"486" "Matherville Branch" "Matherville" "1376 252nd Street" NA "IL" -97.3827885 43.7316938
"487" "Matteson Public Library" "Matteson" "801 South School Avenue" 60443 "IL" -87.7251478 41.5127986
"488" "Mattoon Public Library" "Mattoon" "1600 Charleston Avenue" 61938 "IL" -88.3742274 39.4819077
"489" "Maywood Public Library District" "Maywood" "121 South Fifth Avenue" 60153 "IL" -87.8385126 41.887358
"490" "Mccook Public Library District" "Mccook" "8419 West 50th Street" 60525 "IL" -87.8312511 41.8003322
"491" "Mchenry Nunda Public Library District" "Mchenry" "813 West Il Route 120" 60051 "IL" -88.2137678 42.3346144
"492" "Mchenry Public Library District" "Mchenry" "809 North Front Street" 60050 "IL" -88.2755992 42.3393805
"493" "Mount Hope-Funks Grove Townships Public Library District" "Mclean" "111 South Hamilton Street" 61754 "IL" -89.1711269 40.3151774
"494" "Mccoy Memorial Library" "Mcleansboro" "118 South Washington Street" 62859 "IL" -88.536576 38.0937684
"495" "Mcnabb Branch Library" "Mcnabb" "322. W. Main" NA "IL" -92.9402951 35.2419585
"496" "Melrose Park Public Library" "Melrose Park" "801 North Broadway Street" 60160 "IL" -87.8562227 41.8943532
"497" "Melvin Public Library" "Melvin" "102 South Center Street" 60952 "IL" -88.2495051 40.5686772
"498" "Four Star Public Library District" "Mendon" "132 West South Street" 62351 "IL" -91.284958 40.088527
"499" "Graves-Hume Public Library District" "Mendota" "1401 West Main Street" 61342 "IL" -89.1205293 41.555249
"500" "M-C River Valley Public Library District" "Meredosia" "304 Main Street" 62665 "IL" -90.5609985 39.8309146
"501" "Germantown Hills Branch" "Metamora" "101 Warrior Way" NA "IL" -74.3340327 42.5904641
"502" "Illinois Prairie District Public Library" "Metamora" "208 East Partridge Street" 61548 "IL" -89.3613095 40.79125
"503" "Metropolis Public Library" "Metropolis" "317 Metropolis Street" 62960 "IL" -88.731687 37.149261
"504" "Midlothian Public Library" "Midlothian" "14701 South Kenton Avenue" 60445 "IL" -87.7319451 41.624978
"505" "Coyne Center Branch" "Milan" "11310 16th Street" NA "IL" -90.7657559 42.0473242
"506" "Milford District Library" "Milford" "2 South Grant Avenue" 60953 "IL" -87.6931054 40.628389
"507" "Wysox Township Public Library" "Milledgeville" "18 West Fifth Street" 61051 "IL" -89.7747945 41.9638194
"508" "Millstadt Library" "Millstadt" "115 West Laurel Street" 62260 "IL" -90.093127 38.4589786
"509" "Mineral-Gold Public Library District" "Mineral" "120 East Main Street" 61344 "IL" -89.8371421 41.3823207
"510" "H.A. Peine District Library" "Minier" "202 North Main Street" 61759 "IL" -89.3146991 40.4322102
"511" "Filger Public Library" "Minonk" "261 East Fifth Street" 61760 "IL" -89.0326299 40.9018404
"512" "Minooka Branch" "Minooka" "109 N Wabena St" NA "IL" -88.2619735 41.4563088
"513" "Mokena Community Public Library District" "Mokena" "11327 West 195th Street" 60448 "IL" -87.8916902 41.5344526
"514" "Moline Public Library" "Moline" "3210 41st Street" 61265 "IL" -90.4781787 41.4810701
"515" "Southeast Library" "Moline" "504 - 17th Street" NA "IL" -104.9892793 39.7448324
"516" "Edward Chipman Public Library" "Momence" "126 North Locust Street" 60954 "IL" -87.66082 41.163939
"517" "Warren County Public Library District" "Monmouth" "62 Public Square" 61462 "IL" -90.6485487 40.9114026
"518" "Allerton Public Library" "Monticello" "201 N. State Street" NA "IL" -111.6971979 40.3009918
"519" "Monticello Township Library" "Monticello" "201 North State Street" 61856 "IL" -88.5714942 40.0263659
"520" "Morris Area Public Library District" "Morris" "604 Liberty Street" 60450 "IL" -88.4239172 41.3611745
"521" "Odell Public Library" "Morrison" "307 South Madison Street" 61270 "IL" -89.9661605 41.8056862
"522" "Kitchell Memorial Library" "Morrisonville" "300 South East 5th Street" 62546 "IL" -89.4539316 39.4175086
"523" "Morton Public Library District" "Morton" "315 West Pershing Street" 61550 "IL" -89.4634221 40.6124981
"524" "Morton Grove Public Library" "Morton Grove" "6140 Lincoln Avenue" 60053 "IL" -88.0707589 41.7746385
"525" "Mound City Public Library" "Mound City" "224 High Street" 62963 "IL" -89.1658074 37.0847354
"526" "Mounds Public Library" "Mounds" "418 First Street" 62964 "IL" -89.1978576 37.1143031
"527" "Mount Carmel Public Library" "Mount Carmel" "727 North Mulberry Street" 62863 "IL" -87.761717 38.4141764
"528" "Mount Carroll Township Public Library" "Mount Carroll" "208 North Main Street" 61053 "IL" -89.9788474 42.1000925
"529" "Mount Morris Public Library" "Mount Morris" "105 South Mckendrie Avenue" 61054 "IL" -89.4319143 42.0476851
"530" "Mount Olive Public Library" "Mount Olive" "100 North Plum Street" 62069 "IL" -89.726022 39.075998
"531" "Mount Prospect Public Library" "Mount Prospect" "10 South Emerson Street" 60056 "IL" -87.9360653 42.0656567
