"STATE" "FSCS ID" "LIBRARY ID" "LIBRARY NAME" "LOCALE" "SERVICE AREA POPULATION" "LOCATION" "ADDRESS" "LATITUDE" "LONGITUDE" "UNDUPLICATED POPULATION" "CENTRAL LIBRARIES" "BRANCH LIBRARIES" "BOOKMOBILES" "MLS LIBRARIAN STAFF" "LIBRARIAN STAFF" "OTHER STAFF" "TOTAL STAFF" "LOCAL REVENUE" "STATE REVENUE" "FEDERAL REVENUE" "OTHER REVENUE" "TOTAL REVENUE" "SALARIES" "BENEFITS" "TOTAL STAFF EXPENDITURES" "PRINT EXPENDITURES" "ELECTRONIC EXPENDITURES" "OTHER COLLECTION EXPENDITURES" "TOTAL COLLECTION EXPENDITURES" "OTHER EXPENDITURES" "TOTAL EXPENDITURES" "LOCAL CAPITAL REVENUE" "STATE CAPITAL REVENUE" "FEDERAL CAPITAL REVENUE" "OTHER CAPITAL REVENUE" "TOTAL CAPITAL REVENUE" "CAPITAL EXPENDITURES" "PRINT MATERIALS" "EBOOKS" "AUDIO MATERIALS" "AUDIO DOWNLOADS" "VIDEO MATERIALS" "VIDEO DOWNLOADS" "LOCAL DATABASES" "STATE DATABASES" "TOTAL DATABASES" "PRINT SERIALS" "HOURS" "VISITS" "REFERENCES" "USERS" "TOTAL CIRCULATION" "KIDS CIRCULATION" "ELECTRONIC CIRCULATION" "LOANS TO" "LOANS FROM" "TOTAL PROGRAMS" "KIDS PROGRAMS" "YA PROGRAMS" "PROGRAM AUDIENCE" "KIDS PROGRAM AUDIENCE" "YA PROGRAM AUDIENCE" "COMPUTERS" "COMPUTER USES" "WIFI SESSIONS" "YEAR" "START DATE" "END DATE" "REPORTING STATUS" "BEA REGION" "STRUCTURE CHANGE" "NAME CHANGE" "ADDRESS CHANGE" "INTERLIBRARY RELATIONSHIP" "MAILING ADDRESS" "MAILING CITY" "MAILING ZIP" "PHONE" "COUNTY" "COUNTY POPULATION" "LEGAL BASIS" "ADMINISTRATIVE STRUCTURE" "FSCS DEFINITION" "LSABOUND" "CollectionSpace" "seatsPer" "WorkSpace" "GrossArea" "Size" "Distance" "Weight" "SizeWeight"
" 34.249947 -80.607458 61697 0 3 1 5.64 5.64 9.36999999999999 15.01 789912 77122 5164 10424 882622 437972 91499 529471 118336 16372 8855 143563 152378 825412 0 0 0 29418 29418 29418 107673 12245 2460 1783 3142 0 3 49 52 191 7140 201171 2400 35448 223785 76817 14028 8 15 738 328 7 6284 4702 89 32 80000 -1 2015 2013-07-01 2014-06-30 1 5 0 0 0 "NO" "1304 BROAD STREET" "CAMDEN" 29020 8034251509 "KERSHAW" 63161 "CO" "MO" "Y" "N" 1476498 2.25 6416.0475 1735009.435575 2203461.98318025 98.7925206541099 0.000102459413873057 225.765423288213
"SC" "SC0026" "LEE" "LEE COUNTY PUBLIC LIBRARY SYSTEM" 32 19220 "200 NORTH MAIN STREET
BISHOPVILLE, SC 29010
(34.218938, -80.247429)" "200 NORTH MAIN STREET
BISHOPVILLE, SC 29010
" 34.218938 -80.247429 19220 1 0 1 0 4 0 4 159179 75000 0 15281 249460 140051 46887 186938 22788 0 1394 24182 29816 240936 0 0 0 0 0 0 24952 0 370 0 667 0 6 49 55 93 2600 27448 8063 11717 12666 4147 0 1105 181 43 0 0 106 0 0 15 7038 11220 2015 2013-07-01 2014-06-30 1 5 0 0 0 "NO" "200 NORTH MAIN STREET" "BISHOPVILLE" 29010 8034845921 "LEE" 18343 "CO" "MO" "Y" "N" 339741 4.5 3194.7 401234.769 509568.15663 92.2236538877525 0.000117575098210107 59.9125260605156
"SC" "SC0029" "MARION" "MARION COUNTY LIBRARY SYSTEM" 32 33062 "101 EAST COURT STREET
MARION, SC 29571
(34.172949, -79.391056)" "101 EAST COURT STREET
MARION, SC 29571
" 34.172949 -79.391056 33062 1 2 1 2.82 2.82 12 14.82 649412 75000 1134 34094 759640 344287 180004 524291 43480 141 16006 59627 133992 717910 0 0 0 0 0 0 88960 4957 1482 5295 1080 0 1 49 50 186 5652 78285 11532 20733 62552 25026 1043 516 607 154 131 8 3332 3271 46 30 40732 0 2015 2013-07-01 2014-06-30 1 5 0 0 0 "NO" "101 EAST COURT STREET" "MARION" 29571 8434238300 "MARION" 31933 "CO" "MO" "Y" "N" 1193554 3 5198.58 1402540.5186 1781226.458622 96.7206392775215 0.000106896056342075 190.406083878852
"SC" "SC0033" "ORANGEBURG" "ORANGEBURG COUNTY LIBRARY COMMISSION" 42 92501 "510 LOUIS ST
ORANGEBURG, SC 29115
(33.495709, -80.862346)" "510 LOUIS ST
ORANGEBURG, SC 29115
" 33.495709 -80.862346 92501 1 5 1 6.02 6.95 16.48 23.43 1142321 115626 3572 0 1261519 559112 196107 755219 129050 26128 41126 196304 176345 1127868 0 0 0 0 0 0 174574 1042 3060 4746 7547 0 7 49 56 144 8736 193399 19506 48853 313064 126304 7985 3 927 579 222 32 7033 4995 642 47 49595 0 2015 2013-07-01 2014-06-30 1 5 0 0 0 "NO" "510 LOUIS STREET" "ORANGEBURG" 29115 8035314636 "ORANGEBURG" 90090 "CO" "MO" "Y" "N" 2411340 2.25 9758.3175 2832685.031475 3597509.98997325 61.9730125635308 0.000260372302603037 936.691959726764
"SC" "SC0035" "RICHLAND" "RICHLAND COUNTY PUBLIC LIBRARY" 21 384504 "1431 ASSEMBLY STREET
COLUMBIA, SC 29201
(34.00436, -81.036955)" "1431 ASSEMBLY STREET
COLUMBIA, SC 29201
" 34.00436 -81.036955 384504 1 10 0 76.9899999999999 76.9899999999999 206.58 283.57 22970884 490660 17773 1311165 24790482 11498117 4194364 15692481 1746732 427561 1626253 3800546 4111306 23604333 1114813 0 0 0 1114813 3618482 976101 48037 64646 8074 117138 253 49 49 98 1408 37336 2732606 560693 218010 5198921 1486576 570434 1005 693 4454 2244 276 74186 28714 3095 444 553132 435985 2015 2013-07-01 2014-06-30 1 5 0 0 0 "NO" "1431 ASSEMBLY STREET" "COLUMBIA" 29201 8037999084 "RICHLAND" 401566 "CO" "MO" "Y" "N" 15090789 2.25 68489.52 17736355.8684 22525171.952868 94.9705552954417 0.000110872041754293 2497.41180528101
"SC" "SC0037" "SUMTER" "SUMTER COUNTY PUBLIC LIBRARY SYSTEM" 13 107457 "111 N. HARVIN STREET
SUMTER, SC 29150
(33.922331, -80.339846)" "111 N. HARVIN STREET
SUMTER, SC 29150
" 33.922331 -80.339846 107457 1 2 1 5.7 11.4 13.65 25.05 1060226 134320 24208 72250 1291004 695165 246255 941420 70519 4400 3313 78232 250703 1270355 0 0 0 0 0 0 194750 1459 22969 1320 5807 0 0 49 49 178 7384 238420 11195 9094 184890 58195 6317 1052 1377 385 175 0 8424 7641 0 71 56134 -1 2015 2013-07-01 2014-06-30 1 5 0 0 0 "NO" "111 N. HARVIN STREET" "SUMTER" 29150 8037737273 "SUMTER" 107919 "CO" "MO" "Y" "N" 2911347 2.25 11010.8475 3419158.681575 4342331.52560025 72.8294456965656 0.000188532397737459 818.670174292375
"SC" "SC0039" "WILLIAMSBURG" "WILLIAMSBURG COUNTY LIBRARY SYSTEM" 32 34423 "215 NORTH JACKSON STREET
KINGSTREE, SC 29556
(33.665023, -79.832274)" "215 NORTH JACKSON STREET
KINGSTREE, SC 29556
" 33.665023 -79.832274 34423 1 2 1 0.94 0.94 8.4 9.34 408220 75000 1000 19327 503547 230952 81603 312555 30259 3008 11680 44947 145767 503269 0 0 0 0 0 0 74221 13192 1685 1801 5054 0 0 49 49 31 5821 163162 7124 13611 66935 20317 1407 6247 1234 100 63 2 3555 2596 59 46 26788 0 2015 2013-07-01 2014-06-30 1 5 0 0 0 "NO" "215 NORTH JACKSON STREET" "KINGSTREE" 29556 8433559486 "WILLIAMSBURG" 32695 "CO" "MO" "Y" "N" 1054953 3 4499.07 1239558.9219 1574239.830813 55.0630493850321 0.000329821894692371 519.218763698941
