"STATE" "FSCS ID" "LIBRARY ID" "LIBRARY NAME" "LOCALE" "SERVICE AREA POPULATION" "LOCATION" "ADDRESS" "LATITUDE" "LONGITUDE" "UNDUPLICATED POPULATION" "CENTRAL LIBRARIES" "BRANCH LIBRARIES" "BOOKMOBILES" "MLS LIBRARIAN STAFF" "LIBRARIAN STAFF" "OTHER STAFF" "TOTAL STAFF" "LOCAL REVENUE" "STATE REVENUE" "FEDERAL REVENUE" "OTHER REVENUE" "TOTAL REVENUE" "SALARIES" "BENEFITS" "TOTAL STAFF EXPENDITURES" "PRINT EXPENDITURES" "ELECTRONIC EXPENDITURES" "OTHER COLLECTION EXPENDITURES" "TOTAL COLLECTION EXPENDITURES" "OTHER EXPENDITURES" "TOTAL EXPENDITURES" "LOCAL CAPITAL REVENUE" "STATE CAPITAL REVENUE" "FEDERAL CAPITAL REVENUE" "OTHER CAPITAL REVENUE" "TOTAL CAPITAL REVENUE" "CAPITAL EXPENDITURES" "PRINT MATERIALS" "EBOOKS" "AUDIO MATERIALS" "AUDIO DOWNLOADS" "VIDEO MATERIALS" "VIDEO DOWNLOADS" "LOCAL DATABASES" "STATE DATABASES" "TOTAL DATABASES" "PRINT SERIALS" "HOURS" "VISITS" "REFERENCES" "USERS" "TOTAL CIRCULATION" "KIDS CIRCULATION" "ELECTRONIC CIRCULATION" "LOANS TO" "LOANS FROM" "TOTAL PROGRAMS" "KIDS PROGRAMS" "YA PROGRAMS" "PROGRAM AUDIENCE" "KIDS PROGRAM AUDIENCE" "YA PROGRAM AUDIENCE" "COMPUTERS" "COMPUTER USES" "WIFI SESSIONS" "YEAR" "START DATE" "END DATE" "REPORTING STATUS" "BEA REGION" "STRUCTURE CHANGE" "NAME CHANGE" "ADDRESS CHANGE" "INTERLIBRARY RELATIONSHIP" "MAILING ADDRESS" "MAILING CITY" "MAILING ZIP" "PHONE" "COUNTY" "COUNTY POPULATION" "LEGAL BASIS" "ADMINISTRATIVE STRUCTURE" "FSCS DEFINITION" "LSABOUND" "CollectionSpace" "seatsPer" "WorkSpace" "GrossArea" "Size" "Distance"
" 39.454694 -75.655652 16232 1 0 0 0.88 0.88 3.35 4.23 176910 59880 0 39550 276340 199014 28391 227405 14335 0 0 14335 34600 276340 0 0 0 0 0 0 39374 19770 438 2565 1155 0 0 31 31 109 1999 47158 16434 2608 57095 28717 2784 21964 11506 244 99 21 6474 4550 371 4 1588 478 2015 2013-07-01 2014-06-30 1 2 0 0 0 "NO" "PO BOX 128" "ODESSA" 19730 3023788838 "NEW CASTLE" 552778 "CO" "SO" "Y" "N" 534168 4.5 2825.82 628282.7694 797919.117138 24.105396566996
"DE" "DE0027" "7" "DELAWARE CITY PUBLIC LIBRARY" 41 7353 "250 FIFTH STREET
DELAWARE CITY, DE 19706
(39.571461, -75.592415)" "250 FIFTH STREET
DELAWARE CITY, DE 19706
" 39.571461 -75.592415 7353 1 0 0 1 1 2 3 176185 31688 0 5989 213862 90626 11841 102467 37415 0 12488 49903 54583 206953 0 0 0 0 0 0 19754 19770 883 2565 2431 0 0 31 31 82 2080 25143 4899 1567 27515 6218 428 9035 20418 80 31 1 655 257 6 11 3640 833 2015 2013-07-01 2014-06-30 1 2 0 0 0 "NO" "250 FIFTH STREET" "DELAWARE CITY" 19706 3028344148 "NEW CASTLE" 552778 "CO" "SO" "Y" "N" 301445 7 1994.13 355023.7821 450880.203267 30.9406591732379
"DE" "DE0028" "8" "DELMAR PUBLIC LIBRARY" 23 6237 "101 NORTH BI-STATE BLVD
DELMAR, DE 19940
(38.456999, -75.574218)" "101 NORTH BI-STATE BLVD
DELMAR, DE 19940
" 38.456999 -75.574218 6237 1 0 0 0.88 0.88 4.83 5.71 173043 32300 0 541660 747003 137755 22276 160031 27519 0 5167 32686 54340 247057 0 69022 0 332199 401221 802442 19288 19770 1264 2565 2291 0 3 31 34 48 2432 46067 412 4463 61679 17413 1861 16354 23339 328 80 45 6201 4579 778 12 9033 1580 2015 2013-07-01 2014-06-30 1 2 0 0 0 "NO" "101 NORTH BI-STATE BLVD" "DELMAR" 19940 3028469894 "SUSSEX" 210849 "LD" "SO" "Y" "N" 298123 7 2166.27 351338.4459 446199.826293 46.911753224289
"DE" "DE0029" "9" "DOVER PUBLIC LIBRARY" 13 61194 "35 LOOCKERMAN PLAZA
DOVER, DE 19901
(39.165299, -75.50791)" "35 LOOCKERMAN PLAZA
DOVER, DE 19901
" 39.165299 -75.50791 61194 1 0 0 7 7.5 11.4 18.8999999999999 1324138 280338 0 40 1604516 712702 376774 1089476 158002 32319 68693 259014 236493 1584983 0 160025 0 0 160025 320050 100262 19770 8946 2565 9514 0 3 31 34 191 3432 352962 24825 37590 480332 163928 17219 72017 83854 1305 364 285 22012 11003 4879 81 56037 16397 2015 2013-07-01 2014-06-30 1 2 0 0 0 "NO" "45 S. STATE STREET" "DOVER" 19901 3027367032 "KENT" 171987 "CI" "SO" "Y" "N" 1549514 2.25 6965.59499999998 1821081.12615 2312773.0302105 2.58984057574543
"DE" "DE0030" "DE0030" "SUSSEX COUNTY DEPT. OF LIBRARIES" 41 55375 "22215 DUPONT BLVD.
GEORGETOWN, DE 19947
(38.680838, -75.394773)" "22215 DUPONT BLVD.
GEORGETOWN, DE 19947
" 38.680838 -75.394773 55375 0 3 1 2.63 8.77 20.56 29.33 2129328 330431 0 15423 2475182 1059973 762295 1822268 137605 6000 57764 201369 367122 2390759 0 0 0 0 0 0 108090 19770 7255 2565 16677 0 3 31 34 718 8796 233313 3856 21226 380309 88342 16826 60925 98680 723 506 31 17032 11996 590 82 38229 8613 2015 2013-07-01 2014-06-30 1 2 0 0 0 "NO" "P. O. BOX 589" "GEORGETOWN" 19947 3028557890 "SUSSEX" 210849 "CO" "MA" "Y" "N" 1729310 2.25 8137.3125 2032813.355625 2581672.96164375 31.5781263897614
"DE" "DE0032" "DE0032" "KENT COUNTY PUBLIC LIBRARY" 41 56937 "497 SOUTH RED HAVEN LANE
DOVER, DE 19901
(39.080051, -75.55067)" "497 SOUTH RED HAVEN LANE
DOVER, DE 19901
" 39.080051 -75.55067 56937 1 0 1 2.05 4.68 5 9.68 657438 165477 0 17707 840622 352317 147192 499509 31644 17310 0 48954 282938 831401 0 0 0 0 0 0 42897 19770 2588 2565 5995 0 0 31 31 97 5013 112789 3838 12260 171047 41146 7486 49835 37273 371 148 33 14520 11715 427 19 15153 4422 2015 2013-07-01 2014-06-30 1 2 0 0 0 "NO" "497 SOUTH RED HAVEN LANE" "DOVER" 19901 3026986440 "KENT" 171987 "CO" "MO" "Y" "N" 671356 2.25 5295.2475 791681.959575 1005436.08866025 4.96227134631551
"DE" "DE0046" "DE0046" "DEPARTMENT OF COMMUNITY SERVICES" 21 434965 "77 READS WAY
NEW CASTLE, DE 19720
(39.686953, -75.612016)" "77 READS WAY
NEW CASTLE, DE 19720
" 39.686953 -75.612016 434965 0 9 0 26.61 48.27 97.66 145.93 10456587 1826202 2053 71989 12356831 6102210 2524340 8626550 961852 60000 445982 1467834 2292241 12386625 148240 1745663 0 136133 2030036 4060072 739817 19770 67459 2565 98008 0 2 31 33 1960 23163 1825915 227800 179517 3711329 1377082 130156 303190 205313 4830 2102 354 118592 83569 4665 278 281324 65375 2015 2013-07-01 2014-06-30 1 2 0 0 0 "NO" "77 READS WAY" "NEW CASTLE" 19720 3023955617 "NEW CASTLE" 552778 "CO" "MA" "Y" "N" 11806682 2.25 51249.6375 13873780.015875 17619700.6201613 38.9879969426624
"MD" "MD0006" "MD0006" "CAROLINE COUNTY PUBLIC LIBRARY" 32 32985 "100 MARKET STREET
DENTON, MD 21629
(38.886832, -75.834079)" "100 MARKET STREET
DENTON, MD 21629
" 38.886832 -75.834079 32985 1 2 0 3 15.5 5.2 20.7 1090000 392522 0 171551 1654073 776931 398258 1175189 70044 2027 25814 97885 391998 1665072 10000 0 0 0 10000 10000 68117 75033 2289 31171 6483 40 19 9 28 219 5148 154707 14137 19983 209689 74411 -1 8722 5264 652 404 48 41615 27458 2404 68 31648 28464 2015 2013-07-01 2014-06-30 1 2 0 0 0 "ME" "100 MARKET STREET" "DENTON" 21629 4104791343 "CAROLINE" 32538 "CO" "MO" "Y" "N" 1005464 3 6073.65 1183499.0505 1503043.794135 25.2172944055591
"MD" "MD0021" "MD0021" "TALBOT COUNTY FREE LIBRARY" 32 38025 "100 W. DOVER ST.
EASTON, MD 21601
(38.774483, -76.07828)" "100 W. DOVER ST.
EASTON, MD 21601
" 38.774483 -76.07828 38025 1 1 1 6.13 8.73 10.8 19.53 1004906 244727 0 250509 1500142 848378 324521 1172899 59411 15461 37266 112138 153459 1438496 0 0 0 0 0 0 102766 75033 4985 33808 7883 0 17 9 26 202 4833 150628 32830 28917 233366 84204 -1 10221 4326 653 481 20 15572 10344 150 49 37865 24788 2015 2013-07-01 2014-06-30 1 2 0 0 0 "ME" "100 W. DOVER ST." "EASTON" 21601 4108221626 "TALBOT" 37643 "CO" "MO" "Y" "N" 1508073 3 6351.75 1771876.9575 2250283.736025 40.2974909083089
"MD" "MD0002" "MD0002" "ANNE ARUNDEL COUNTY PUBLIC LIBRARY" 21 544403 "5 HARRY S. TRUMAN PARKWAY
ANNAPOLIS, MD 21401
(38.981476, -76.562891)" "5 HARRY S. TRUMAN PARKWAY
ANNAPOLIS, MD 21401
" 38.981476 -76.562891 544403 0 15 0 56 115.5 166 281.5 17458700 3463004 0 879917 21801621 11214916 5731448 16946364 1609711 766335 584545 2960591 1780687 21687642 3854000 70000 0 0 3924000 3924000 731006 82449 77252 112372 58552 0 52 9 61 2340 43841 2510207 324635 246140 5102854 1792296 -1 15387 39586 2598 2131 107 94978 49603 1613 330 317076 97495 2015 2013-07-01 2014-06-30 1 2 0 0 0 "NO" "5 HARRY S. TRUMAN PARKWAY" "ANNAPOLIS" 21401 4102227371 "ANNE ARUNDEL COUN" 560133 "CO" "MA" "Y" "N" 11313800 2.25 78972.2025 13329543.476925 16928520.2156948 58.7419766319997
"MD" "MD0003" "MD0003" "ENOCH PRATT FREE LIBRARY" 11 619493 "400 CATHEDRAL STREET
BALTIMORE, MD 21201
(39.294555, -76.616842)" "400 CATHEDRAL STREET
BALTIMORE, MD 21201
" 39.294555 -76.616842 619493 1 19 2 106 145 239 384 16139800 8168999 170113 16769659 41248571 17956800 7425600 25382400 2144880 1460080 159160 3764120 8124080 37270600 92135 0 0 0 92135 2382155 2329187 77747 61078 106800 56388 0 57 9 66 2372 38467 1735545 1819572 205102 1274204 375955 -1 41783 28982 6371 3245 777 112524 61263 8524 887 450113 737038 2015 2013-07-01 2014-06-30 1 2 0 0 0 "NO" "400 CATHEDRAL STREET" "BALTIMORE" 21201 4103965395 "BALTIMORE CITY" 622793 "CI" "MO" "Y" "N" 31877240 2.25 99415.7775 37412687.259675 47514112.8197872 61.6165405990302
"MD" "MD0004" "MD0004" "BALTIMORE COUNTY PUBLIC LIBRARY" 21 809941 "320 YORK ROAD
TOWSON, MD 21204
(39.399045, -76.6028)" "320 YORK ROAD
TOWSON, MD 21204
" 39.399045 -76.6028 809941 0 19 4 92 188.8 295.8 484.6 35263610 7525501 195637 2929338 45914086 21485847 8093310 29579157 4050932 1321890 2208236 7581058 5960184 43120399 0 0 0 0 0 125107 1480992 106215 218805 28823 134467 0 16 9 25 4733 69050 4716295 586560 456378 11287133 3743100 -1 16047 22076 5512 4318 583 241473 213530 16948 450 716474 318371 2015 2013-07-01 2014-06-30 1 2 0 0 0 "NO" "320 YORK ROAD" "TOWSON" 21204 4108876100 "BALTIMORE" 826925 "CO" "MA" "Y" "N" 23927211 2.25 127361.0175 28143849.260475 35742688.5608032 62.5756537909661
"MD" "MD0005" "MD0005" "CALVERT LIBRARY" 41 89256 "850 COSTLEY WAY
PRINCE FREDERICK, MD 20678
(38.556298, -76.598901)" "850 COSTLEY WAY
PRINCE FREDERICK, MD 20678
" 38.556298 -76.598901 89256 1 3 0 9.8 46.2 8 54.2 3126282 737014 0 203202 4066498 2461619 1014403 3476022 226302 1014 108879 336195 201300 4013517 43352 0 0 0 43352 43352 209265 81472 23050 51873 25415 0 20 9 29 369 14144 548444 154014 62579 1122412 490850 -1 4105 4904 2130 1481 34 62439 48626 1000 97 140275 15962 2015 2013-07-01 2014-06-30 1 2 0 0 0 "ME" "850 COSTLEY WAY" "PRINCE FREDERICK" 20678 4105350291 "CALVERT" 90613 "CO" "MO" "Y" "N" 3359652 2.25 14154.78 3947353.9326 5013139.494402 71.942812455344
"MD" "MD0007" "MD0007" "CARROLL COUNTY PUBLIC LIBRARY" 23 167288 "1100 GREEN VALLEY ROAD
NEW WINDSOR, MD 21776
(39.544645, -77.107668)" "1100 GREEN VALLEY ROAD
NEW WINDSOR, MD 21776
" 39.544645 -77.107668 167288 0 7 2 23 65 96.49 161.49 9027788 1705135 143346 1060022 11936291 6093309 1257461 7350770 878707 166786 429108 1474601 3348877 12174248 441866 157000 0 0 598866 613676 405866 75065 50472 79525 56139 0 13 9 22 1319 22915 1070882 120350 95387 3987246 1537749 -1 11070 12503 6381 5304 511 143227 127671 9975 139 328222 65944 2015 2013-07-01 2014-06-30 1 2 0 0 0 "ME" "1100 GREEN VALLEY ROAD" "NEW WINDSOR" 21776 4103864500 "CARROLL" 167830 "CO" "MA" "Y" "N" 6685603 2.25 35515.44 7863708.5748 9986909.889996 91.3105747694073
"MD" "MD0008" "MD0008" "CECIL COUNTY PUBLIC LIBRARY" 21 101694 "301 NEWARK AVENUE
ELKTON, MD 21921
(39.619614, -75.835391)" "301 NEWARK AVENUE
ELKTON, MD 21921
