"STATE" "FSCS ID" "LIBRARY ID" "LIBRARY NAME" "LOCALE" "SERVICE AREA POPULATION" "LOCATION" "ADDRESS" "LATITUDE" "LONGITUDE" "UNDUPLICATED POPULATION" "CENTRAL LIBRARIES" "BRANCH LIBRARIES" "BOOKMOBILES" "MLS LIBRARIAN STAFF" "LIBRARIAN STAFF" "OTHER STAFF" "TOTAL STAFF" "LOCAL REVENUE" "STATE REVENUE" "FEDERAL REVENUE" "OTHER REVENUE" "TOTAL REVENUE" "SALARIES" "BENEFITS" "TOTAL STAFF EXPENDITURES" "PRINT EXPENDITURES" "ELECTRONIC EXPENDITURES" "OTHER COLLECTION EXPENDITURES" "TOTAL COLLECTION EXPENDITURES" "OTHER EXPENDITURES" "TOTAL EXPENDITURES" "LOCAL CAPITAL REVENUE" "STATE CAPITAL REVENUE" "FEDERAL CAPITAL REVENUE" "OTHER CAPITAL REVENUE" "TOTAL CAPITAL REVENUE" "CAPITAL EXPENDITURES" "PRINT MATERIALS" "EBOOKS" "AUDIO MATERIALS" "AUDIO DOWNLOADS" "VIDEO MATERIALS" "VIDEO DOWNLOADS" "LOCAL DATABASES" "STATE DATABASES" "TOTAL DATABASES" "PRINT SERIALS" "HOURS" "VISITS" "REFERENCES" "USERS" "TOTAL CIRCULATION" "KIDS CIRCULATION" "ELECTRONIC CIRCULATION" "LOANS TO" "LOANS FROM" "TOTAL PROGRAMS" "KIDS PROGRAMS" "YA PROGRAMS" "PROGRAM AUDIENCE" "KIDS PROGRAM AUDIENCE" "YA PROGRAM AUDIENCE" "COMPUTERS" "COMPUTER USES" "WIFI SESSIONS" "YEAR" "START DATE" "END DATE" "REPORTING STATUS" "BEA REGION" "STRUCTURE CHANGE" "NAME CHANGE" "ADDRESS CHANGE" "INTERLIBRARY RELATIONSHIP" "MAILING ADDRESS" "MAILING CITY" "MAILING ZIP" "PHONE" "COUNTY" "COUNTY POPULATION" "LEGAL BASIS" "ADMINISTRATIVE STRUCTURE" "FSCS DEFINITION" "LSABOUND" "CollectionSpace" "seatsPer" "WorkSpace" "Size" "Distance" "Weight" "SizeWeight"
" 34.353021 -119.06426 30448 1 0 0 0.9 1.7 6.9 8.6 744709 18029 0 69390 832128 353327 68851 422178 8985 0 34 9019 268914 700111 97962 0 0 0 97962 90632 84532 10543 1191 5196 2633 0 4 0 4 77 1872 93672 12078 10170 62866 35313 5097 6752 2520 142 119 23 5977 5509 468 13 8242 -1 2015 2013-07-01 2014-06-30 1 8 0 0 0 "ME" "119 N. EIGHTH ST." "SANTA PAULA" 93060 8055253615 "VENTURA" 846178 "LD" "SO" "Y" "N" 1150214 3 4030.32 1154244.32 77.5699823410433 0.000166192956899243 191.827276524956
"CA" "CA0134" "M730" "SIERRA MADRE PUBLIC LIBRARY" 21 11094 "440 W. SIERRA MADRE BLVD.
SIERRA MADRE, CA 91024
(34.161819, -118.061742)" "440 W. SIERRA MADRE BLVD.
SIERRA MADRE, CA 91024
" 34.161819 -118.061742 11094 1 0 0 2.5 5.2 4.5 9.69999999999999 839836 4000 60176 55116 959128 452810 258916 711726 48132 18414 8890 75436 141717 928879 0 0 0 0 0 0 55688 8845 3269 3226 2647 0 9 0 9 95 2318 78976 5760 11377 79673 36017 3373 44 74 297 193 43 7833 6868 342 8 9522 203400 2015 2013-07-01 2014-06-30 1 8 0 0 0 "ME" "440 W. SIERRA MADRE BLVD." "SIERRA MADRE" 91024 6263557186 "LOS ANGELES" 10116705 "CI" "SO" "Y" "N" 802447 4.5 2952.69 805399.69 53.6126123960694 0.000347909318006816 280.206056870801
"CA" "CA0138" "M734" "SOUTH PASADENA PUBLIC LIBRARY" 21 26011 "1100 OXLEY ST.
SOUTH PASADENA, CA 91030
(34.113718, -118.156223)" "1100 OXLEY ST.
SOUTH PASADENA, CA 91030
" 34.113718 -118.156223 26011 1 0 0 7.4 7.4 11.7 19.1 1533654 0 0 0 1533654 885897 248965 1134862 131140 29689 26715 187544 178594 1501000 230000 0 0 0 230000 13824 122102 4755 3252 3252 9908 0 17 1 18 234 2679 280295 21758 33652 431880 221954 4615 191 74 355 296 11 26927 21217 564 8 20491 15000 2015 2013-07-01 2014-06-30 1 8 0 0 0 "ME" "1100 OXLEY ST." "SOUTH PASADENA" 91030 6264037330 "LOS ANGELES" 10116705 "CI" "SO" "Y" "N" 1761808 3 5205.99 1767013.99 58.0514362781871 0.000296738612325555 524.341279352442
"CA" "CA0146" "M742" "TORRANCE PUBLIC LIBRARY" 12 147706 "3301 TORRANCE BLVD.
TORRANCE, CA 90503
(33.837252, -118.343599)" "3301 TORRANCE BLVD.
TORRANCE, CA 90503
" 33.837252 -118.343599 147706 1 5 0 18 19.5 46 65.5 7066380 0 10000 106996 7183376 3665509 1426032 5091541 456930 154000 123000 733930 1374529 7200000 0 0 0 0 0 0 380199 1918 30926 0 33148 0 14 1 15 682 13980 567462 148504 128615 1355677 660562 4827 653 522 723 517 71 30292 26164 805 80 120783 0 2015 2013-07-01 2014-06-30 2 8 0 0 0 "ME" "3301 TORRANCE BLVD." "TORRANCE" 90503 3106185950 "LOS ANGELES" 10116705 "CI" "MO" "Y" "N" 5788015 2.25 19795.155 5807810.155 79.4884590994609 0.00015826753694149 919.187808255623
"CA" "CA0151" "M747" "UPLAND PUBLIC LIBRARY" 21 75147 "450 N. EUCLID AVE.
UPLAND, CA 91786
(34.099105, -117.650971)" "450 N. EUCLID AVE.
UPLAND, CA 91786
" 34.099105 -117.650971 75147 1 0 1 3 3 14.25 17.25 1584606 19009 32464 14400 1650479 813030 311300 1124330 37306 20333 6352 63991 42498 1230819 0 0 32464 0 32464 18154 117468 5298 6071 2511 2444 0 49 1 50 66 2184 174685 34173 65514 176156 101708 8342 14999 4326 374 298 40 16580 13280 1719 12 18333 25000 2015 2013-07-01 2014-06-30 1 8 0 0 0 "ME" "450 N. EUCLID AVE." "UPLAND" 91786 9099314200 "SAN BERNARDINO" 2112619 "CI" "MO" "Y" "N" 1639177 2.25 7659.9225 1646836.9225 58.682860993538 0.000290387181774916 478.220332767651
"CA" "CA0152" "M748" "VENTURA COUNTY LIBRARY" 21 251606 "5600 EVERGLADES ST. SUITE A
VENTURA, CA 93003
(34.259042, -119.21559)" "5600 EVERGLADES ST. SUITE A
VENTURA, CA 93003
" 34.259042 -119.21559 251606 0 12 0 11 13 51.39 64.39 6200873 32983 82224 508650 6824730 3059388 1477545 4536933 417529 351446 89535 858510 1804791 7200234 0 0 0 0 0 0 425443 12595 11619 19427 19438 24958 52 0 52 378 15524 1036475 25087 281071 639564 276356 491007 963 4309 2919 2215 110 49378 39344 1449 103 92371 112104 2015 2013-07-01 2014-06-30 1 8 0 0 0 "ME" "5600 EVERGLADES ST. SUITE A" "VENTURA" 93003 8056777150 "VENTURA" 846178 "CO" "MA" "Y" "N" 5944049 2.25 26641.905 5970690.905 88.3368970382689 0.0001281491470988 765.138947066313
"CA" "CA0154" "M750" "WHITTIER PUBLIC LIBRARY" 21 86538 "7344 S. WASHINGTON AVE.
WHITTIER, CA 90602
(33.974545, -118.034963)" "7344 S. WASHINGTON AVE.
WHITTIER, CA 90602
" 33.974545 -118.034963 86538 1 1 0 12.5 12.5 26.4 38.9 3235529 0 11036 428186 3674751 1802200 512045 2314245 168351 66689 37028 272068 656209 3242522 0 0 0 0 0 0 296103 893 14519 81 10155 0 26 0 26 335 5091 586532 187917 213011 442114 191160 4818 112 22 881 770 33 35035 32135 524 53 46520 -1 2015 2013-07-01 2014-06-30 1 8 0 0 0 "ME" "7344 S. WASHINGTON AVE." "WHITTIER" 90602 5625679920 "LOS ANGELES" 10116705 "CI" "MO" "Y" "N" 4176841 2.25 11676.315 4188517.315 66.1890225822122 0.000228259080911775 956.067112704954
"CA" "CA0158" "M754" "YORBA LINDA PUBLIC LIBRARY" 21 67069 "18181 IMPERIAL HIGHWAY
YORBA LINDA, CA 92886
(33.891146, -117.816229)" "18181 IMPERIAL HIGHWAY
YORBA LINDA, CA 92886
" 33.891146 -117.816229 67069 1 0 0 7.75 8.75 22.24 30.99 4295800 0 16500 171813 4484113 1611631 698422 2310053 227561 189870 110234 527665 1646395 4484113 5978134 0 0 0 5978134 59241 128133 52854 14940 1247 14691 0 57 0 57 137 3122 334942 89232 66220 917134 438585 68904 0 66 601 398 88 46865 39539 3256 28 53689 15090 2015 2013-07-01 2014-06-30 1 8 0 0 0 "ME" "18181 IMPERIAL HIGHWAY" "YORBA LINDA" 92886 7147772466 "ORANGE" 3145515 "CI" "SO" "Y" "N" 2053973 2.25 9175.6575 2063148.6575 71.5761436608235 0.000195192626514119 402.711405346505
"CA" "CA0161" "M810" "IRWINDALE PUBLIC LIBRARY" 21 1466 "5050 N. IRWINDALE AVE.
IRWINDALE, CA 91706
(34.104239, -117.934105)" "5050 N. IRWINDALE AVE.
IRWINDALE, CA 91706
" 34.104239 -117.934105 1466 1 0 0 1 1 6 7 403209 2500 7500 4500 417709 211654 88003 299657 28727 1268 5885 35880 46292 381829 0 0 0 477000 477000 476972 15751 0 530 0 3272 0 1 0 1 75 2000 20248 5995 3954 22609 8586 0 0 124 83 55 2 1330 1082 10 12 1695 5000 2015 2013-07-01 2014-06-30 1 8 0 0 0 "ME" "5050 N. IRWINDALE AVE." "IRWINDALE" 91706 6264302228 "LOS ANGELES" 10116705 "CI" "SO" "Y" "N" 255704 14.25 1676.715 257380.715 56.7604549870141 0.000310390388046707 79.8885000045888
"CA" "CA0162" "M811" "VERNON PUBLIC LIBRARY" 21 122 "4305 SANTA FE AVE.
VERNON, CA 90058
(34.004836, -118.230227)" "4305 SANTA FE AVE.
VERNON, CA 90058
" 34.004836 -118.230227 122 1 0 0 0.02 0.06 0.06 0.12 4720 1934 189 3708 10551 NA NA NA 759 86 146 991 NA 9905 0 0 0 0 0 1657 1139 9773 46 624 126 25 0 39 39 2 1381 1191 121 99 1398 392 -1 80 89 7 5 1 102 78 7 1 302 -1 2015 2013-07-01 2014-06-30 4 8 0 0 0 "NO" "4305 SANTA FE AVE." "VERNON" 90058 3235838811 "LOS ANGELES" 10116705 "CI" "SO" "Y" "N" 17114 22.5 100.35 17214.35 66.4583912185226 0.000226412474959814 3.89754358832447
"CA" "CA0165" "M815" "A. K. SMILEY PUBLIC LIBRARY" 13 69882 "125 W. VINE ST.
REDLANDS, CA 92373
(34.05465, -117.183943)" "125 W. VINE ST.
REDLANDS, CA 92373
" 34.05465 -117.183943 69882 1 0 0 3 5 16.5 21.5 1760845 0 0 626980 2387825 1058720 550902 1609622 185607 47276 51749 284632 502671 2396925 0 0 0 0 0 0 172615 6588 4982 4437 3164 0 16 1 17 286 3303 267967 38959 58319 250238 131934 12311 0 15 463 292 3 18547 11361 61 24 41706 -1 2015 2013-07-01 2014-06-30 1 8 0 0 0 "NO" "125 W. VINE ST." "REDLANDS" 92373 9097987565 "SAN BERNARDINO" 2112619 "CI" "SO" "Y" "N" 2354691 2.25 7942.035 2362633.035 72.4056211141084 0.00019074599727699 450.662794460637
"CA" "CA0166" "M816" "SIGNAL HILL PUBLIC LIBRARY" 21 11411 "1770 E. HILL ST.
SIGNAL HILL, CA 90755
(33.797103, -118.170069)" "1770 E. HILL ST.
SIGNAL HILL, CA 90755
" 33.797103 -118.170069 11411 1 0 0 0 1 3 4 334217 0 0 12780 346997 226785 71530 298315 34299 7184 6401 47884 23634 369833 0 0 0 0 0 0 26377 0 493 0 1584 0 1 0 1 45 2160 38198 2971 11547 40414 20038 0 34 263 274 189 25 6016 4876 528 6 8121 2514 2015 2013-07-01 2014-06-30 1 8 0 0 0 "ME" "1770 E. HILL ST." "SIGNAL HILL" 90755 5629897323 "LOS ANGELES" 10116705 "CI" "SO" "Y" "N" 370757 4.5 2140.485 372897.485 79.5630301486427 0.000157971001090108 58.9069890094334
"CA" "CA0167" "M817" "BANNING LIBRARY DISTRICT" 21 30481 "21 W. NICOLET ST.
BANNING, CA 92220
(33.928899, -116.877)" "21 W. NICOLET ST.
BANNING, CA 92220
" 33.928899 -116.877 30481 1 0 0 2 2 8 10 645751 0 0 2671 648422 334495 58756 393251 46426 4135 4957 55518 123690 572459 0 0 0 5000 5000 11605 54086 6071 2816 4491 3233 0 3 0 3 88 2498 75955 5096 24786 87653 17633 1823 225 143 395 277 44 5418 3899 190 20 24607 20384 2015 2013-07-01 2014-06-30 1 8 0 0 0 "ME" "21 W. NICOLET ST." "BANNING" 92220 9518493192 "RIVERSIDE" 2329271 "SD" "SO" "Y" "N" 783799 3 4243.29 788042.29 89.9278219565307 0.000123655047912868 97.4454071273165
"CA" "CA0168" "M818" "BEAUMONT LIBRARY DISTRICT" 21 74810 "125 E. EIGHTH ST.
BEAUMONT, CA 92223
(33.932442, -116.981007)" "125 E. EIGHTH ST.
BEAUMONT, CA 92223
" 33.932442 -116.981007 74810 1 0 1 5.5 6.5 6.75 13.25 1103928 13371 0 14890 1132189 595489 197644 793133 87134 5468 13508 106110 175551 1074794 152109 0 0 5784 157893 160384 72995 621 595 4476 7242 0 8 1 9 44 2829 211245 17835 35143 182702 74345 843 5 3 956 834 0 32626 23724 0 7 10520 0 2015 2013-07-01 2014-06-30 1 8 0 0 0 "ME" "125 E. EIGHTH ST." "BEAUMONT" 92223 9518451357 "RIVERSIDE" 2329271 "LD" "MO" "Y" "N" 1051703 2.25 7037.175 1058740.175 86.032869808751 0.000135104924806182 143.041011732659
"CA" "CA0169" "M831" "THOUSAND OAKS LIBRARY" 12 129039 "1401 E. JANSS RD.
THOUSAND OAKS, CA 91362
(34.199518, -118.852619)" "1401 E. JANSS RD.
THOUSAND OAKS, CA 91362
" 34.199518 -118.852619 129039 1 1 0 17.13 17.13 51.88 69.01 7075752 0 0 211663 7287415 3596589 1374327 4970916 318540 309104 73113 700757 1612780 7284453 802024 0 0 0 802024 802024 391493 12104 21936 7217 34507 96 83 1 84 430 5309 665191 149908 125751 1434688 441328 60835 538 265 583 461 60 33555 27211 720 76 421749 38958 2015 2013-07-01 2014-06-30 1 8 0 0 0 "ME" "1401 E. JANSS RD." "THOUSAND OAKS" 91362 8054492660 "VENTURA" 846178 "CI" "MO" "Y" "N" 5832178 2.25 19061.6325 5851239.6325 74.2362509200343 0.000181454581456422 1061.73423851652
"CA" "CA0194" "M877" "RANCHO CUCAMONGA PUBLIC LIBRARY" 21 172299 "7368 ARCHIBALD AVENUE
RANCHO CUCAMONGA, CA 91730
(34.120206, -117.593495)" "7368 ARCHIBALD AVENUE
RANCHO CUCAMONGA, CA 91730
" 34.120206 -117.593495 172299 0 2 1 13 13 46 59 3464630 340090 0 577440 4382160 2229880 778570 3008450 224000 102340 60000 386340 525000 3919790 2e+05 0 0 0 2e+05 2e+05 289854 3000 17765 0 12231 0 38 0 38 185 5675 569038 162775 201115 1069335 590443 53976 0 2 912 758 14 37786 35292 382 52 76320 1e+05 2015 2013-07-01 2014-06-30 1 8 0 0 0 "ME" "7368 ARCHIBALD" "RANCHO CUCAMONGA" 91730 9094772720 "SAN BERNARDINO" 2112619 "CI" "MO" "Y" "N" 4162795 2.25 20480.1825 4183275.1825 58.1343825915037 0.000295892441312932 1237.79950643373
"CA" "CA0198" "M902" "MISSION VIEJO LIBRARY" 21 95334 "100 CIVIC CENTER
MISSION VIEJO, CA 92691
(33.595992, -117.6596)" "100 CIVIC CENTER
MISSION VIEJO, CA 92691
" 33.595992 -117.6596 95334 1 0 0 11.7 14.93 18.7 33.63 2973016 6283 36000 504248 3519547 1705285 984684 2689969 195325 80662 33170 309157 550446 3549572 0 0 0 0 0 0 159931 6588 5646 4437 9909 0 22 0 22 147 3021 874029 123247 171627 887234 436982 73706 178 29 315 261 11 20423 15624 1435 32 34380 77813 2015 2013-07-01 2014-06-30 1 8 0 0 0 "ME" "100 CIVIC CENTER" "MISSION VIEJO" 92691 9498307100 "ORANGE" 3145515 "CI" "SO" "Y" "N" 2284669 2.25 11479.545 2296148.545 92.8142001175612 0.000116083674709848 266.545360783271
"CA" "CA0199" "M911" "RIVERSIDE COUNTY LIBRARY SYSTEM" 21 1213319 "5840 MISSION BLVD
JURUPA VALLEY, CA 92509
(34.000419, -117.414013)" "5840 MISSION BLVD
JURUPA VALLEY, CA 92509
" 34.000419 -117.414013 1213319 0 35 2 35 50 178 228 12491675 7627140 142478 852198 21113491 0 0 0 827678 126009 53760 1007447 19103087 20110534 0 0 0 0 0 637493 1159021 2720 4369 4369 92347 0 22 0 22 1110 71858 4339407 449565 674518 3045195 1428656 47832 290674 182542 5270 2664 794 96052 66384 9707 602 648076 295925 2015 2013-07-01 2014-06-30 1 8 0 0 0 "ME" "5840 MISSION BLVD" "JURUPA VALLEY" 92509 9512744512 "RIVERSIDE" 2329271 "CO" "MA" "Y" "N" 16366101 2.25 116099.0325 16482200.0325 69.4443883783043 0.0002073603348256 3417.75451740172
"CA" "CA0200" "M917" "MORENO VALLEY PUBLIC LIBRARY" 21 199258 "25480 ALESSANDRO BLVD
MORENO VALLEY, CA 92553
(33.91741, -117.217648)" "25480 ALESSANDRO BLVD
MORENO VALLEY, CA 92553
" 33.91741 -117.217648 199258 1 0 0 4 4 19 23 1e+06 0 0 0 1e+06 736628 362443 1099071 104601 52000 27091 183692 86210 1368973 0 0 0 2000 2000 0 147879 470 1521 233 2358 0 9 0 9 24 3178 274109 274109 60777 353196 154661 979 1753 1729 266 201 32 4952 4057 327 25 53781 4368 2015 2013-07-01 2014-06-30 1 8 0 0 0 "ME" "25480 ALESSANDRO BLVD" "MORENO VALLEY" 92553 9514133880 "RIVERSIDE" 2329271 "CI" "SO" "Y" "N" 1974291 2.25 16899.915 1991190.915 79.5338978054121 0.00015808674817136 314.780896740705
"CA" "CA0201" "M918" "CALABASAS CITY LIBRARY" 21 23943 "200 CIVIC CENTER WAY
CALABASAS, CA 91302
(34.153575, -118.64711)" "200 CIVIC CENTER WAY
CALABASAS, CA 91302
" 34.153575 -118.64711 23943 1 0 0 3.3 3.3 7.5 10.8 1853882 7000 0 24646 1885528 638870 233581 872451 54022 63877 12200 130099 213740 1216290 0 0 0 0 0 607774 63372 1622 3454 5356 3911 0 8 0 8 90 2170 173201 33956 38758 169120 83221 2497 127 276 410 218 107 9628 7063 1150 20 44000 -1 2015 2013-07-01 2014-06-30 1 8 0 0 0 "ME" "200 CIVIC CENTER WAY" "CALABASAS" 91302 8182257616 "LOS ANGELES" 10116705 "CI" "SO" "Y" "N" 921651 4.5 4852.305 926503.305 68.5236036573252 0.000212970578754807 197.317945084091
"CA" "CA0207" "M136" "VICTORVILLE CITY LIBRARY" 12 120590 "15011 CIRCLE DRIVE
VICTORVILLE, CA 92395
(34.523515, -117.30425)" "15011 CIRCLE DRIVE
VICTORVILLE, CA 92395
" 34.523515 -117.30425 120590 1 0 0 1 1 8.1 9.1 629937 0 0 30000 659937 325553 59413 384966 75988 6810 13278 96076 131565 612607 0 0 0 0 0 0 67970 0 3669 4500 7395 0 11 1 12 34 3100 191537 22000 57619 178971 95978 -1 23920 10249 246 115 4 8441 6390 57 33 55000 -1 2015 2013-07-01 2014-06-30 1 8 0 0 0 "ME" "15011 CIRCLE DRIVE" "VICTORVILLE" 92395 7602454222 "SAN BERNARDINO" 2112619 "CI" "SO" "Y" "N" 1029369 2.25 9504.825 1038873.825 43.3725628572721 0.000531581465135177 552.246069984085
"CA" "CA0208" "M173" "MOORPARK CITY LIBRARY" 22 35172 "699 MOORPARK AVENUE
MOORPARK, CA 93021
(34.286403, -118.882122)" "699 MOORPARK AVENUE
MOORPARK, CA 93021
" 34.286403 -118.882122 35172 1 0 0 3 3 4.5 7.5 837785 0 0 0 837785 0 0 0 57000 8000 6556 71556 114785 186341 0 0 0 0 0 13000 47739 318 2281 29 4670 0 3 0 3 59 3006 137136 21699 18124 126750 64540 685 0 59 423 235 119 9642 7986 1023 17 16866 0 2015 2013-07-01 2014-06-30 2 8 0 0 0 "ME" "699 MOORPARK AVENUE" "MOORPARK" 93021 8055176370 "VENTURA" 846178 "CI" "SO" "Y" "N" 712502 3 4290.48 716792.48 71.6122954651858 0.000194995599329633 139.771379232574
"CA" "CA0209" "M879" "CAMARILLO PUBLIC LIBRARY" 13 66752 "4101 LAS POSAS RD
CAMARILLO, CA 93010
(34.242401, -119.014969)" "4101 LAS POSAS RD
CAMARILLO, CA 93010
" 34.242401 -119.014969 66752 1 0 0 5.28 5.28 22.7 27.98 1920000 0 0 1786256 3706256 83187 47237 130424 256602 255566 96458 608626 3456355 4195405 0 0 0 0 0 0 249681 15391 14539 2339 22902 16451 57 0 57 189 3289 425751 46437 51217 785223 361898 52343 0 197 1419 617 75 45925 28827 1261 122 56981 -1 2015 2013-07-01 2014-06-30 1 8 0 0 0 "ME" "4101 LAS POSAS RD" "CAMARILLO" 93010 8053885222 "VENTURA" 846178 "CI" "SO" "Y" "N" 3740533 2.25 8702.76 3749235.76 79.4913408842301 0.000158256061862443 593.339286371444
"CA" "CA0210" "M800" "SANTA CLARITA PUBLIC LIBRARY" 21 209130 "23743 VALENCIA BLVD.
SANTA CLARITA, CA 91355
(34.41511, -118.55024)" "23743 VALENCIA BLVD.
SANTA CLARITA, CA 91355
" 34.41511 -118.55024 209130 0 3 0 17.5 17.5 44 61.5 5143664 0 0 258127 5401791 20640 8215 28855 497154 143903 199074 840131 4050577 4919563 5143664 0 0 0 5143664 423961 309560 32821 15102 2262 26779 0 35 2 37 302 9396 908200 149800 95104 1502338 782522 69404 149561 128887 2008 1326 310 55009 40934 4523 169 238017 55653 2015 2013-07-01 2014-06-30 1 8 0 0 0 "ME" "23743 VALENCIA BLVD." "SANTA CLARITA" 91355 6617996127 "LOS ANGELES" 10116705 "CI" "MO" "Y" "N" 4580264 2.25 23341.275 4603605.275 51.4297444787282 0.000378069172563529 1740.48123712835
"CA" "CA0211" "M253" "SIMI VALLEY PUBLIC LIBRARY" NA 126305 "2969 TAPO CANYON RD
SIMI VALLEY, CA 93063
(0.0, 0.0)" "2969 TAPO CANYON RD
SIMI VALLEY, CA 93063
" 34.2890192 -118.7193409 126305 1 0 0 4.5 4.5 9.5 14 1530343 0 5000 939000 2474343 0 0 0 75583 97870 16095 189548 1231743 1421291 42000 0 0 0 42000 34633 128942 300 3810 237 5815 0 14 0 14 75 2588 178388 6316 20527 344358 183496 50 4 4 461 350 50 18515 16547 669 28 37032 1e+05 2015 2013-07-01 2014-06-30 1 8 4 6 0 "NO" "2969 TAPO CANYON RD" "SIMI VALLEY" 93063 8055261735 "VENTURA" 846178 "CI" "SO" "Y" "Y" 1803606 2.25 10625.5875 1814231.5875 64.4397659133017 0.000240819744768625 436.902787852927
