"STATE" "FSCS ID" "LIBRARY ID" "LIBRARY NAME" "LOCALE" "SERVICE AREA POPULATION" "LOCATION" "ADDRESS" "LATITUDE" "LONGITUDE" "UNDUPLICATED POPULATION" "CENTRAL LIBRARIES" "BRANCH LIBRARIES" "BOOKMOBILES" "MLS LIBRARIAN STAFF" "LIBRARIAN STAFF" "OTHER STAFF" "TOTAL STAFF" "LOCAL REVENUE" "STATE REVENUE" "FEDERAL REVENUE" "OTHER REVENUE" "TOTAL REVENUE" "SALARIES" "BENEFITS" "TOTAL STAFF EXPENDITURES" "PRINT EXPENDITURES" "ELECTRONIC EXPENDITURES" "OTHER COLLECTION EXPENDITURES" "TOTAL COLLECTION EXPENDITURES" "OTHER EXPENDITURES" "TOTAL EXPENDITURES" "LOCAL CAPITAL REVENUE" "STATE CAPITAL REVENUE" "FEDERAL CAPITAL REVENUE" "OTHER CAPITAL REVENUE" "TOTAL CAPITAL REVENUE" "CAPITAL EXPENDITURES" "PRINT MATERIALS" "EBOOKS" "AUDIO MATERIALS" "AUDIO DOWNLOADS" "VIDEO MATERIALS" "VIDEO DOWNLOADS" "LOCAL DATABASES" "STATE DATABASES" "TOTAL DATABASES" "PRINT SERIALS" "HOURS" "VISITS" "REFERENCES" "USERS" "TOTAL CIRCULATION" "KIDS CIRCULATION" "ELECTRONIC CIRCULATION" "LOANS TO" "LOANS FROM" "TOTAL PROGRAMS" "KIDS PROGRAMS" "YA PROGRAMS" "PROGRAM AUDIENCE" "KIDS PROGRAM AUDIENCE" "YA PROGRAM AUDIENCE" "COMPUTERS" "COMPUTER USES" "WIFI SESSIONS" "YEAR" "START DATE" "END DATE" "REPORTING STATUS" "BEA REGION" "STRUCTURE CHANGE" "NAME CHANGE" "ADDRESS CHANGE" "INTERLIBRARY RELATIONSHIP" "MAILING ADDRESS" "MAILING CITY" "MAILING ZIP" "PHONE" "COUNTY" "COUNTY POPULATION" "LEGAL BASIS" "ADMINISTRATIVE STRUCTURE" "FSCS DEFINITION" "LSABOUND" "CollectionSpace" "seatsPer" "WorkSpace" "Size" "Distance" "Weight" "SizeWeight"
" 45.756572 -122.87632 12431 1 0 0 1 1 4.5 5.5 251676 1822 0 22322 275820 162404 20421 182825 23407 4115 1800 29322 91870 304017 0 0 0 0 0 6600 44579 30806 1587 21575 1867 1285 3 24 27 101 2632 39460 3258 5318 57857 16255 4893 0 49 101 68 22 3772 3411 241 12 20546 1400 2015 2013-07-01 2014-06-30 1 8 0 0 0 "NO" "PO BOX 400" "SCAPPOOSE" 97056 5035437123 "COLUMBIA" 49459 "LD" "SO" "Y" "N" 626282 4.5 2503.185 628785.185 97.0991361741068 0.000106064309118696 66.6916662310966
"OR" "OR0081" "OR0081" "ST. HELENS PUBLIC LIBRARY" 31 12895 "375 S 18TH ST, STE A
ST. HELENS, OR 97051
(45.854918, -122.814048)" "375 S 18TH ST, STE A
ST. HELENS, OR 97051
" 45.854918 -122.814048 12895 1 0 0 3 3 2.38 5.38 539906 2965 76711 21401 640983 266976 131898 398874 34818 7632 9333 51783 159755 610412 20390 0 0 0 20390 20390 39369 30806 2922 21575 3433 1285 1 24 25 82 2231 59311 2704 3206 115483 47782 5622 0 40 274 189 36 6092 5333 336 15 12432 -1 2015 2013-07-01 2014-06-30 1 8 0 0 0 "NO" "375 S 18TH ST, STE A" "ST. HELENS" 97051 5033974544 "COLUMBIA" 49459 "CI" "SO" "Y" "N" 596153 4.5 2547.825 598700.825 89.8654204990612 0.000123826836665591 74.1352292688295
"OR" "OR0096" "OR0096" "VERNONIA PUBLIC LIBRARY" 42 2065 "701 WEED AVE
VERNONIA, OR 97064
(45.857828, -123.196508)" "701 WEED AVE
VERNONIA, OR 97064
" 45.857828 -123.196508 2065 1 0 0 0 0.7 0.8 1.5 75516 1000 0 6041 82557 NA NA NA 5989 0 1239 7228 NA 78316 0 0 0 0 0 0 22529 0 649 0 2496 0 0 24 24 45 1965 24200 2811 2452 24981 7003 0 0 0 140 108 0 1475 1163 0 7 7737 0 2015 2013-07-01 2014-06-30 2 8 0 0 0 "NO" "701 WEED AVE" "VERNONIA" 97064 5034291818 "COLUMBIA" 49459 "CI" "SO" "Y" "N" 334662 14.25 1107.7875 335769.7875 94.5578767297083 0.000111841910365589 37.5531344770479
"OR" "OR0112" "OR0112" "CLATSKANIE LIBRARY DISTRICT" 42 6135 "11 LILLICH ST
CLATSKANIE, OR 97016
(46.105284, -123.201785)" "11 LILLICH ST
CLATSKANIE, OR 97016
" 46.105284 -123.201785 6135 1 0 0 0 1 1.25 2.25 144965 1055 0 5511 151531 82438 24288 106726 8901 1082 0 9983 32387 149096 0 0 0 0 0 15941 28197 30806 583 21575 660 1285 0 24 24 43 2496 51773 1199 4681 17872 4915 351 0 178 85 78 0 732 683 0 3 2559 -1 2015 2013-07-01 2014-06-30 2 8 0 0 0 "NO" "PO BOX 577" "CLATSKANIE" 97016 5037283732 "COLUMBIA" 49459 "LD" "SO" "Y" "N" 383414 7 1625.85 385039.85 78.8881020422888 0.00016068560966136 61.8703630411685
"OR" "OR0137" "OR0137" "WARRENTON COMMUNITY LIBRARY" 33 5135 "225 S MAIN AVE
WARRENTON, OR 97146
(46.163472, -123.925449)" "225 S MAIN AVE
WARRENTON, OR 97146
" 46.163472 -123.925449 5135 1 0 0 0 0 0.88 0.88 46407 1000 0 1789 49196 NA NA NA 2589 0 300 2889 NA 41216 0 0 0 0 0 0 16923 0 835 0 1600 0 0 24 24 5 1100 35500 350 3680 15920 5072 0 0 59 6 5 1 269 182 87 8 4455 2650 2015 2013-07-01 2014-06-30 2 8 0 0 0 "NO" "PO BOX 250" "WARRENTON" 97146 5038613919 "CLATSOP" 37474 "CI" "SO" "Y" "N" 252079 7 1210.35 253289.35 95.8254714902851 0.000108902555353601 27.5838574588526
"WA" "WA0002" "WA0002" "BURLINGTON PUBLIC LIBRARY" 23 8445 "820 EAST WASHINGTON AVENUE
BURLINGTON, WA 98233
(48.474707, -122.323876)" "820 EAST WASHINGTON AVENUE
BURLINGTON, WA 98233
" 48.474707 -122.323876 8445 1 0 0 3 4 5.25 9.25 673546 0 0 46662 720208 444413 121662 566075 60361 10592 0 70953 83180 720208 0 0 0 0 0 0 43681 30089 2356 18541 4576 0 9 15 24 85 2412 156816 24764 10633 164839 43013 8475 2 182 251 175 33 6320 3893 886 51 21999 0 2015 2014-01-01 2014-12-31 1 8 0 0 0 "NO" "820 EAST WASHINGTON AVENUE" "BURLINGTON" 98233 3607550760 "SKAGIT" 120365 "CI" "SO" "Y" "N" 661369 7 3160.95 664529.95 93.0287235145919 0.000115548916182819 76.7857154935227
"WA" "WA0003" "WA0003" "CASTLE ROCK PUBLIC LIBRARY" 31 2145 "137 COWLITZ ST W.
CASTLE ROCK, WA 98611
(46.275339, -122.909777)" "137 COWLITZ ST W.
CASTLE ROCK, WA 98611
" 46.275339 -122.909777 2145 1 0 0 0 0.7 0.25 0.95 59432 0 0 1500 60932 NA NA NA 192 0 195 387 NA 51234 0 0 0 0 0 0 21450 26419 435 9500 680 0 0 15 15 5 1906 1480 81 1480 8272 3939 41 66 73 5 5 0 95 95 0 7 2333 832 2015 2014-01-01 2014-12-31 2 8 0 0 0 "NO" "PO BOX 1350" "CASTLE ROCK" 98611 3602746961 "COWLITZ" 102133 "CI" "SO" "Y" "N" 293725 14.25 1059.4875 294784.4875 62.7257299192172 0.000254160790439737 74.9226583523728
"WA" "WA0004" "WA0004" "CATHLAMET PUBLIC LIBRARY" 42 500 "115 COLUMBIA ST
CATHLAMET, WA 98612
(46.201229, -123.38426)" "115 COLUMBIA ST
CATHLAMET, WA 98612
" 46.201229 -123.38426 500 1 0 0 0.4 0.4 0 0.4 31690 0 0 6417 38107 NA NA NA 4500 0 1736 6236 NA 32861 0 0 0 0 0 2700 15998 26419 8 9500 1300 0 0 15 15 5 771 4932 192 325 8019 1950 816 0 31 28 28 0 97 97 0 4 1469 350 2015 2014-01-01 2014-12-31 1 8 0 14 0 "NO" "375 2ND ST" "CATHLAMET" 98612 3607953254 "WAHKIAKUM" 4067 "CI" "SO" "Y" "N" 225223 22.5 397.5 225620.5 77.3586787431777 0.00016710210196759 37.7016597969787
"WA" "WA0006" "WA0006" "CLE ELUM (CARPENTER MEMORIAL) LIBRARY" 32 1870 "302 PENNSYLVANIA AVE.
CLE ELUM, WA 98922
(47.195939, -120.93814)" "302 PENNSYLVANIA AVE.
CLE ELUM, WA 98922
" 47.195939 -120.93814 1870 1 0 0 0 0.75 0.25 1 49850 0 0 3200 53050 NA NA NA 5250 500 100 5850 NA 53850 0 0 0 0 0 0 16000 26419 985 9500 1002 0 2 15 17 49 1152 21921 240 2595 27832 12660 465 4 39 81 58 3 804 573 20 8 12000 1000 2015 2014-01-01 2014-12-31 1 8 0 0 0 "NO" "302 PENNSYLVANIA AVE." "CLE ELUM" 98922 5096742313 "KITTITAS" 42522 "CI" "SO" "Y" "N" 234828 14.25 949.425 235777.425 72.9072725756862 0.000188130104355157 44.3568315698403
"WA" "WA0012" "WA0012" "KALAMA PUBLIC LIBRARY" 31 2430 "312 N 1ST
KALAMA, WA 98625
(46.009833, -122.845329)" "312 N 1ST
KALAMA, WA 98625
" 46.009833 -122.845329 2430 1 0 0 0 0.5 1 1.5 35000 0 0 3409 38409 NA NA NA 2992 0 0 2992 NA 37190 0 0 0 0 0 0 14634 26419 437 9500 1314 0 0 15 15 0 1200 5609 252 494 13487 3893 1258 0 379 39 27 0 226 142 0 4 2541 -1 2015 2014-01-01 2014-12-31 2 8 0 0 0 "NO" "PO BOX 576" "KALAMA" 98625 3606734568 "COWLITZ" 102133 "CI" "SO" "Y" "N" 213185 14.25 1263.825 214448.825 79.636458015781 0.000157679824752311 33.8142531443391
"WA" "WA0014" "WA0014" "KITTITAS PUBLIC (GILMOUR MEMORIAL) LIBRARY" 42 1475 "2ND & PIERCE STS
KITTITAS, WA 98934
(46.984278, -120.41906)" "2ND & PIERCE STS
KITTITAS, WA 98934
" 46.984278 -120.41906 1475 1 0 0 0 0.38 0 0.38 10671 0 0 6600 17271 NA NA NA 400 0 0 400 NA 15656 0 0 0 0 0 0 14280 26419 240 9500 1204 0 0 15 15 0 765 2373 0 768 3845 252 383 0 200 15 15 0 373 373 0 4 2203 25 2015 2014-01-01 2014-12-31 2 8 0 14 0 "NO" "PO BOX 719" "KITTITAS" 98934 5099680226 "KITTITAS" 42522 "CI" "SO" "Y" "N" 204592 14.25 687.5625 205279.5625 97.9373225130228 0.000104256597310425 21.4017486836227
"WA" "WA0015" "WA0015" "LA CONNER REGIONAL LIBRARY" 31 4730 "614 MORRIS ST.
LA CONNER, WA 98257
(48.392187, -122.489363)" "614 MORRIS ST.
LA CONNER, WA 98257
" 48.392187 -122.489363 4730 1 0 0 1 1 2.5 3.5 261267 0 0 22836 284103 155768 30435 186203 27920 3654 0 31574 32821 250598 0 0 0 0 0 12398 24500 30089 1050 18368 1367 0 4 15 19 21 2069 33745 391 3299 33618 9425 4577 0 121 161 82 7 2077 1528 28 6 3877 -1 2015 2014-01-01 2014-12-31 2 8 0 0 0 "NO" "PO BOX 370" "LACONNER" 98257 3604663352 "SKAGIT" 120365 "LD" "SO" "Y" "N" 350464 10 1944 352408 87.0163283397175 0.000132068270777619 46.5419151681992
"WA" "WA0021" "WA0021" "ROSLYN PUBLIC LIBRARY" 32 895 "201 S. FIRST ST.
ROSLYN, WA 98941
(47.221847, -120.9923)" "201 S. FIRST ST.
ROSLYN, WA 98941
" 47.221847 -120.9923 895 1 0 0 1 1 0 1 49763 0 0 9340 59103 NA NA NA 7764 215 0 7979 NA 59103 0 0 0 0 0 0 8966 26419 404 9500 1834 0 0 15 15 21 1707 11796 161 1123 10833 3467 2007 0 91 133 67 0 1257 771 0 4 2969 489 2015 2014-01-01 2014-12-31 1 8 0 0 0 "NO" "PO BOX 451" "ROSLYN" 98941 5096493420 "KITTITAS" 42522 "CI" "SO" "Y" "N" 146105 22.5 754.125 146859.125 70.4790805976876 0.000201316578134031 29.565176512758
"WA" "WA0026" "WA0026" "LOPEZ ISLAND LIBRARY DISTRICT" 42 2442 "2225 FISHERMAN BAY RD
LOPEZ ISLAND, WA 98261
(48.521676, -122.909981)" "2225 FISHERMAN BAY RD
LOPEZ ISLAND, WA 98261
" 48.521676 -122.909981 2442 1 0 0 1 1 3 4 410376 0 1724 51006 463106 212101 68384 280485 31440 11503 4793 47736 133368 461589 0 0 0 0 0 38073 29887 26419 1597 9500 8243 0 5 15 20 93 2340 73162 5810 4038 97541 16947 6287 22 800 270 162 1 3760 1801 2 16 10931 -1 2015 2014-01-01 2014-12-31 2 8 0 0 0 "NO" "PO BOX 770" "LOPEZ ISLAND" 98261 3604682265 "SAN JUAN" 16015 "LD" "SO" "Y" "N" 518380 14.25 1643.955 520023.955 97.9743358489062 0.0001041778388171 54.1749717650208
"WA" "WA0028" "WA0028" "OCEAN SHORES PUBLIC LIBRARY" 33 5880 "573 PT. BROWN AVE. N.W.
OCEAN SHORES, WA 98569
(47.001143, -124.160703)" "573 PT. BROWN AVE. N.W.
OCEAN SHORES, WA 98569
" 47.001143 -124.160703 5880 1 0 0 1 1 1.2 2.2 351761 0 0 0 351761 130878 55839 186717 49825 1666 0 51491 34718 272926 0 0 0 0 0 0 15766 26419 602 9500 2275 0 12 15 27 70 2036 52604 3068 4480 77874 8916 -1 0 159 11 8 0 2433 1933 0 17 15957 -1 2015 2014-01-01 2014-12-31 2 8 0 0 0 "NO" "573 PT. BROWN AVE. N.W." "OCEAN SHORES" 98569 3602893919 "GRAYS HARBOR" 70818 "CI" "SO" "Y" "N" 244034 7 1564.8 245598.8 79.4520984830474 0.000158412429829374 38.9059026711784
"WA" "WA0032" "WA0032" "ANACORTES PUBLIC LIBRARY" 31 16190 "1220 10TH ST
ANACORTES, WA 98221
(48.514199, -122.613524)" "1220 10TH ST
ANACORTES, WA 98221
" 48.514199 -122.613524 16190 1 0 0 4 4 9.88 13.88 1202034 0 0 14435 1216469 634823 258694 893517 37135 268 2902 40305 268212 1202034 0 0 0 0 0 0 87174 30089 6228 18368 5485 0 6 15 21 162 2549 142853 11342 14760 244778 88002 22219 4 347 394 249 36 11185 6760 205 26 20414 -1 2015 2014-01-01 2014-12-31 2 8 0 0 0 "NO" "1220 10TH ST" "ANACORTES" 98221 3602931910 "SKAGIT" 120365 "CI" "SO" "Y" "N" 1288807 4.5 4267.65 1293074.65 95.6404328042733 0.000109324357696709 141.364555565147
"WA" "WA0035" "WA0035" "ELLENSBURG PUBLIC LIBRARY" 32 18440 "209 NORTH RUBY STREET
ELLENSBURG, WA 98926
(46.993984, -120.544466)" "209 NORTH RUBY STREET
ELLENSBURG, WA 98926
" 46.993984 -120.544466 18440 1 0 0 2.5 2.5 8.25 10.75 904253 0 11140 73818 989211 491543 226654 718197 48194 13771 13660 75625 195389 989211 0 0 0 0 0 0 54699 30089 5013 18368 6913 0 14 15 29 117 2617 164598 64 11002 206964 80882 27837 1 117 397 312 7 14482 12052 150 29 25535 -1 2015 2014-01-01 2014-12-31 2 8 0 0 0 "NO" "209 NORTH RUBY STREET" "ELLENSBURG" 98926 5099627252 "KITTITAS" 42522 "CI" "SO" "Y" "N" 868951 4.5 4101.9 873052.9 91.9820836286075 0.000118193478277277 103.189158971064
"WA" "WA0038" "WA0038" "JEFFERSON COUNTY RURAL LIBRARY DISTRICT" 32 21345 "620 CEDAR AVENUE
PORT HADLOCK, WA 98339
(48.033583, -122.771577)" "620 CEDAR AVENUE
PORT HADLOCK, WA 98339
" 48.033583 -122.771577 21345 1 0 1 5 6 11.08 17.0799999999999 1844271 0 5476 66891 1916638 803612 305521 1109133 98937 22566 37725 159228 282557 1550918 0 0 0 0 0 56767 57712 26419 8099 9500 7103 0 4 15 19 170 3920 176250 29481 13240 416436 137603 25779 26451 2515 335 241 90 11661 8967 742 23 28496 30213 2015 2014-01-01 2014-12-31 2 8 0 0 0 "NO" "620 CEDAR AVENUE" "PORT HADLOCK" 98339 3603856544 "JEFFERSON" 30228 "LD" "MO" "Y" "N" 951127 4.5 5443.57499999998 956570.575 63.6237628558919 0.000247036598376727 236.30794095527
"WA" "WA0039" "WA0039" "KELSO PUBLIC LIBRARY" 23 11960 "351 THREE RIVERS DRIVE, SUITE 1263
KELSO, WA 98626
(46.141558, -122.901387)" "351 THREE RIVERS DRIVE, SUITE 1263
KELSO, WA 98626
" 46.141558 -122.901387 11960 1 0 0 0 1 3 4 441266 0 3148 24995 469409 177455 86042 263497 24602 520 0 25122 106278 394897 0 0 0 0 0 14517 37826 30089 1756 18368 4291 0 0 0 0 91 2400 82800 4287 11104 90244 33430 4951 85 226 157 77 48 5792 4618 960 8 11405 0 2015 2014-01-01 2014-12-31 1 8 0 0 0 "NO" "351 THREE RIVERS DRIVE, SUITE 1263" "KELSO" 98626 3604238110 "COWLITZ" 102133 "CI" "SO" "Y" "N" 571892 4.5 2214.6 574106.6 71.4484887310771 0.000195890739545616 112.462166452019
"WA" "WA0040" "WA0040" "MOUNT VERNON CITY LIBRARY" 13 33170 "315 SNOQUALMIE ST.
MOUNT VERNON, WA 98273
(48.415729, -122.338008)" "315 SNOQUALMIE ST.
MOUNT VERNON, WA 98273
" 48.415729 -122.338008 33170 1 0 0 4 7 11 18 1166866 0 3488 25150 1195504 755693 222440 978133 71500 26000 30000 127500 88871 1194504 0 0 0 0 0 1000 68028 30089 6463 18368 6414 0 13 15 28 249 2521 180351 22816 11698 361338 156981 14061 97 399 515 401 47 14753 12818 520 12 25233 -1 2015 2014-01-01 2014-12-31 1 8 0 0 0 "NO" "315 SNOQUALMIE ST." "MOUNT VERNON" 98273 3603366249 "SKAGIT" 120365 "CI" "SO" "Y" "N" 1055542 3 5685.3 1061227.3 88.9102007732351 0.000126501832898412 134.247198571833
"WA" "WA0042" "WA0042" "PORT TOWNSEND PUBLIC LIBRARY" 32 9355 "1220 LAWRENCE STREET
PORT TOWNSEND, WA 98368
(48.116465, -122.762932)" "1220 LAWRENCE STREET
PORT TOWNSEND, WA 98368
" 48.116465 -122.762932 9355 1 0 0 2.8 3.55 5.7 9.25 989000 0 0 16880 1005880 455180 159682 614862 53762 10662 16553 80977 440561 1136400 0 0 0 0 0 0 39005 26419 1661 9500 4676 0 10 15 25 139 2860 117870 15437 8718 240290 29372 14304 144 689 271 195 1 7725 5778 0 17 29087 -1 2015 2014-01-01 2014-12-31 1 8 0 0 0 "NO" "1220 LAWRENCE STREET" "PORT TOWNSEND" 98368 3603443054 "JEFFERSON" 30228 "CI" "SO" "Y" "N" 592018 7 3352.05 595370.05 69.1615590536306 0.000209059761530261 124.46792067526
"WA" "WA0044" "WA0044" "PUYALLUP PUBLIC LIBRARY" 21 38670 "324 S MERIDIAN
PUYALLUP, WA 98371
(47.189639, -122.293696)" "324 S MERIDIAN
PUYALLUP, WA 98371
" 47.189639 -122.293696 38670 1 0 0 6 6 11.13 17.13 2173873 0 0 0 2173873 845137 315634 1160771 136329 29800 258976 425105 0 1585876 0 0 0 0 0 0 112950 26419 11481 9500 15736 0 19 15 34 201 2652 311174 69180 59102 338513 157377 49971 619 59 361 213 43 19608 15008 2303 52 63978 -1 2015 2014-01-01 2014-12-31 2 8 0 0 0 "NO" "324 S MERIDIAN" "PUYALLUP" 98371 2538415454 "PIERCE" 831928 "CI" "SO" "Y" "N" 1827124 3 6049.8 1833173.8 9.81126131365316 0.0103884394840646 19043.8150850728
"WA" "WA0045" "WA0045" "SEDRO-WOOLLEY PUBLIC LIBRARY" 23 10610 "802 BALL AVENUE
SEDRO-WOOLLEY, WA 98284
(48.503788, -122.2286)" "802 BALL AVENUE
SEDRO-WOOLLEY, WA 98284
" 48.503788 -122.2286 10610 1 0 0 1 1 3.5 4.5 289785 0 9500 19648 318933 180073 46427 226500 22466 5927 0 28393 48049 302942 0 0 0 0 0 0 62891 26419 1587 9500 2879 0 17 15 32 127 2080 70297 5589 6796 127527 31902 35919 27 6 470 426 2 8809 8273 17 12 7018 4160 2015 2014-01-01 2014-12-31 1 8 0 0 0 "NO" "802 BALL AVENUE" "SEDRO-WOOLLEY" 98284 3608551166 "SKAGIT" 120365 "CI" "SO" "Y" "N" 877832 4.5 2107.35 879939.35 95.4856865499637 0.000109678991861036 96.510860806855
"WA" "WA0051" "WA0051" "EVERETT PUBLIC LIBRARY" 12 104900 "2702 HOYT AVE
EVERETT, WA 98201
(47.981702, -122.209966)" "2702 HOYT AVE
EVERETT, WA 98201
" 47.981702 -122.209966 104900 1 1 1 16 16 39.2999999999999 55.3 3413208 0 3000 210083 3626291 2954192 1026922 3981114 355614 117917 165040 638571 270180 4889865 0 0 0 0 0 0 196895 5912 16834 2378 15731 0 20 15 35 627 7384 596451 61212 39767 958301 418843 38351 1425 1240 910 695 8 23087 19246 142 86 94000 -1 2015 2014-01-01 2014-12-31 2 8 0 0 0 "NO" "2702 HOYT AVE" "EVERETT" 98201 4252577620 "SNOHOMISH" 759583 "CI" "MO" "Y" "N" 2995001 2.25 15375.75 3010376.75 60.0182348109376 0.000277609013874106 835.707720957037
"WA" "WA0052" "WA0052" "LONGVIEW PUBLIC LIBRARY" 13 55600 "1600 LOUISIANA STREET
LONGVIEW, WA 98632
(46.1402, -122.938189)" "1600 LOUISIANA STREET
LONGVIEW, WA 98632
" 46.1402 -122.938189 55600 1 0 0 4 4 17 21 1957450 0 0 1e+05 2057450 1039380 397550 1436930 105520 27250 17300 150070 387720 1974720 0 0 0 0 0 0 146887 26419 7425 9500 9868 0 9 15 24 200 2613 207999 41980 32446 396850 146015 25062 26935 22131 539 514 25 11584 10665 919 12 23557 6000 2015 2014-01-01 2014-12-31 2 8 0 0 0 "NO" "1600 LOUISIANA STREET" "LONGVIEW" 98632 3604425300 "COWLITZ" 102133 "CI" "SO" "Y" "N" 2137480 2.25 6903 2144383 72.0407324891563 0.000192683159990761 413.186492670469
"WA" "WA0053" "WA0053" "NORTH OLYMPIC LIBRARY SYSTEM" 33 72500 "2210 SOUTH PEABODY STREET
PORT ANGELES, WA 98362
(48.105943, -123.438248)" "2210 SOUTH PEABODY STREET
PORT ANGELES, WA 98362
" 48.105943 -123.438248 72500 1 3 0 5 6 47 53 4104789 0 2053 201581 4308423 1868438 662229 2530667 363478 77097 0 440575 512418 3483660 0 0 0 0 0 297026 182606 30089 19167 19351 19951 0 12 15 27 361 10224 498074 37492 43150 972817 404966 -1 1253 1696 783 565 59 27399 22292 2223 83 104072 -1 2015 2014-01-01 2014-12-31 2 8 0 0 0 "NO" "2210 S PEABODY STREET" "PORT ANGELES" 98362 3604178500 "CLALLAM" 72715 "LD" "MO" "Y" "N" 2890840 2.25 12843.75 2903683.75 80.561289301825 0.000154080324317749 447.400533916178
"WA" "WA0059" "WA0059" "KING COUNTY LIBRARY SYSTEM" 21 1400795 "960 NEWPORT WAY NW
ISSAQUAH, WA 98027
(47.541062, -122.051662)" "960 NEWPORT WAY NW
ISSAQUAH, WA 98027
" 47.541062 -122.051662 1400795 0 48 12 185.68 185.68 642.29 827.97 107197759 0 0 3008199 110205958 46644702 16022405 62667107 7380878 5165582 0 12546460 23921600 99135167 0 0 0 0 0 1486147 3164510 38979 342834 11467 309791 1107 51 15 66 10166 152438 9975579 896805 1241242 20894358 7856122 2482834 13625 18254 21081 10211 9021 535452 391070 114778 1550 3946500 348000 2015 2014-01-01 2014-12-31 2 8 0 0 0 "NO" "960 NEWPORT WAY NW" "ISSAQUAH" 98027 4253693200 "KING" 2079967 "LD" "MA" "Y" "N" 49824663 2.25 218749.1625 50043412.1625 34.7267532366459 0.000829223569779766 41497.1768773484
"WA" "WA0060" "WA0060" "KITSAP REGIONAL LIBRARY" 22 255900 "1301 SYLVAN WAY
BREMERTON, WA 98310
(47.595631, -122.624119)" "1301 SYLVAN WAY
BREMERTON, WA 98310
