"STATE" "FSCS.ID" "LIBRARY.ID" "LIBRARY.NAME" "LOCALE" "SERVICE.AREA.POPULATION" "LOCATION" "ADDRESS" "LATITUDE" "LONGITUDE" "UNDUPLICATED.POPULATION" "CENTRAL.LIBRARIES" "BRANCH.LIBRARIES" "BOOKMOBILES" "MLS.LIBRARIAN.STAFF" "LIBRARIAN.STAFF" "OTHER.STAFF" "TOTAL.STAFF" "LOCAL.REVENUE" "STATE.REVENUE" "FEDERAL.REVENUE" "OTHER.REVENUE" "TOTAL.REVENUE" "SALARIES" "BENEFITS" "TOTAL.STAFF.EXPENDITURES" "PRINT.EXPENDITURES" "ELECTRONIC.EXPENDITURES" "OTHER.COLLECTION.EXPENDITURES" "TOTAL.COLLECTION.EXPENDITURES" "OTHER.EXPENDITURES" "TOTAL.EXPENDITURES" "LOCAL.CAPITAL.REVENUE" "STATE.CAPITAL.REVENUE" "FEDERAL.CAPITAL.REVENUE" "OTHER.CAPITAL.REVENUE" "TOTAL.CAPITAL.REVENUE" "CAPITAL.EXPENDITURES" "PRINT.MATERIALS" "EBOOKS" "AUDIO.MATERIALS" "AUDIO.DOWNLOADS" "VIDEO.MATERIALS" "VIDEO.DOWNLOADS" "LOCAL.DATABASES" "STATE.DATABASES" "TOTAL.DATABASES" "PRINT.SERIALS" "HOURS" "VISITS" "REFERENCES" "USERS" "TOTAL.CIRCULATION" "KIDS.CIRCULATION" "ELECTRONIC.CIRCULATION" "LOANS.TO" "LOANS.FROM" "TOTAL.PROGRAMS" "KIDS.PROGRAMS" "YA.PROGRAMS" "PROGRAM.AUDIENCE" "KIDS.PROGRAM.AUDIENCE" "YA.PROGRAM.AUDIENCE" "COMPUTERS" "COMPUTER.USES" "WIFI.SESSIONS" "YEAR" "START.DATE" "END.DATE" "REPORTING.STATUS" "BEA.REGION" "STRUCTURE.CHANGE" "NAME.CHANGE" "ADDRESS.CHANGE" "INTERLIBRARY.RELATIONSHIP" "MAILING.ADDRESS" "MAILING.CITY" "MAILING.ZIP" "PHONE" "COUNTY" "COUNTY.POPULATION" "LEGAL.BASIS" "ADMINISTRATIVE.STRUCTURE" "FSCS.DEFINITION" "LSABOUND" "CollectionSpace" "seatsPer" "WorkSpace" "Size" "Distance" "Weight" "SizeWeight" "DriveDistance" "DriveWeight" "DriveSizeWeight"
" 38.136067 -105.468499 3897 1 0 0 0 3.2 0 3.2 207041 3000 1714 26817 238572 125743 17084 142827 8035 2511 1064 11610 85536 239973 0 0 0 0 0 11628 8920 3460 511 5 1584 0 4 0 4 26 1720 36839 2936 4903 33745 4396 638 624 1078 136 46 24 2501 943 404 9 4730 -1 2015 "2014-01-01" "2014-12-31" 1 7 0 0 0 "ME" "PO BOX 689" "WESTCLIFFE" 81252 7197839138 "CUSTER" 4361 "LD" "SO" "Y" "N" 143938 10 1662.9 145600.9 63.3157313120939 0.000249446115403347 36.3195789042312 83.033417425777 0.000145042131930805 21.1182649470439
"CO" "CO0027" "FSCS0027" "DACONO PUBLIC LIBRARY" 31 4411 "512 CHERRY STREET
DACONO, CO 80514
(40.085316, -104.937268)" "512 CHERRY STREET
DACONO, CO 80514
" 40.085316 -104.937268 4360 1 0 0 0.6 0.6 0.1 0.7 52065 3000 0 0 55065 NA NA NA 9726 0 483 10209 NA 45701 0 0 0 0 0 0 13957 0 47 0 421 0 0 0 0 11 1301 3240 58 3176 3379 496 0 0 141 103 85 12 1834 1712 92 9 1726 532 2015 "2014-01-01" "2014-12-31" 1 7 0 0 0 "ME" "PO BOX 186" "DACONO" 80514 3038332317 "WELD" 277670 "CI" "SO" "Y" "N" 188073 10 1428.3 189501.3 88.0545363615985 0.000128972325475984 24.440423341722 101.379447475363 9.7297159152489e-05 18.4379381457036
"CO" "CO0034" "FSCS0034" "DENVER PUBLIC LIBRARY" 11 648937 "10 W 14TH AVENUE PARKWAY
DENVER, CO 80204
(39.737901, -104.988633)" "10 W 14TH AVENUE PARKWAY
DENVER, CO 80204
" 39.737901 -104.988633 641404 1 24 2 162.08 162.08 511.22 673.3 39499733 132540 21325 2078288 41731886 23143760 7881403 31025163 2184489 1224117 1868281 5276887 4316426 40618476 3078195 0 0 0 3078195 11614505 1340106 56745 126905 28453 217622 1228 83 0 83 5155 62475 4407701 477984 437143 9067577 2222148 721709 39173 42968 20906 14144 862 404792 303085 11241 961 955487 3443277 2015 "2014-01-01" "2014-12-31" 1 7 0 0 0 "ME" "10 W 14TH AVENUE PARKWAY" "DENVER" 80204 7208651111 "DENVER" 663862 "CI" "MO" "Y" "N" 22010489 2.25 144798.2475 22155287.2475 64.9728758650175 0.000236884050050489 5248.23417321975 75.4893310301117 0.000175480493247921 3887.82073424067
"CO" "CO0037" "FSCS0037" "DOUGLAS COUNTY LIBRARIES" 21 306033 "100 SOUTH WILCOX
CASTLE ROCK, CO 80104
(39.3681, -104.860651)" "100 SOUTH WILCOX
CASTLE ROCK, CO 80104
" 39.3681 -104.860651 302480 0 7 0 73 94 139.58 233.58 20365938 62804 125443 1348196 21902381 10328424 2507034 12835458 1559235 855465 1045043 3459743 3710015 20005216 0 0 0 0 0 1468611 504934 57848 68353 9216 98258 204 52 0 52 1275 21528 1940955 241709 208668 7826863 3058399 537949 8122 7409 5216 4615 124 164209 153235 1997 123 146147 274747 2015 "2014-01-01" "2014-12-31" 1 7 0 0 0 "ME" "100 SOUTH WILCOX" "CASTLE ROCK" 80104 3037917323 "DOUGLAS" 314638 "LD" "MO" "Y" "N" 8752195 2.25 55694.2275 8807889.2275 38.505840671312 0.000674445375296484 5940.44015561109 45.0979904805697 0.000491683482332938 4330.69364737997
"CO" "CO0040" "FSCS0040" "ELBERT COUNTY LIBRARY DISTRICT" 42 23679 "651 W BEVERLY STREET
ELIZABETH, CO 80107
(39.358144, -104.609859)" "651 W BEVERLY STREET
ELIZABETH, CO 80107
" 39.358144 -104.609859 23404 0 4 0 1.69 10.39 0.83 11.22 763227 5439 6881 19847 795394 393267 109130 502397 42284 6228 23054 71566 170544 744507 12000 0 0 0 12000 56351 47800 13014 3096 3374 7448 460.679540999999 2 0 2 71 7508 83014 16220 10548 132015 40817 6160 877 2325 564 254 19 6264 4534 101 46 11491 -1 2015 "2014-01-01" "2014-12-31" 2 7 0 0 0 "ME" "651 W BEVERLY STREET" "ELIZABETH" 80107 3036463792 "ELBERT" 24195 "LD" "MO" "Y" "N" 761465 4.5 4879.665 766344.665 37.1477185435195 0.000724662365371094 555.341137628419 44.7220599748965 0.000499984338391026 383.160330309518
"CO" "CO0041" "FSCS0041" "ENGLEWOOD PUBLIC LIBRARY" 21 31676 "1000 ENGLEWOOD PARKWAY
ENGLEWOOD, CO 80110
(39.654849, -104.998663)" "1000 ENGLEWOOD PARKWAY
ENGLEWOOD, CO 80110
" 39.654849 -104.998663 31308 1 0 0 5.2 5.2 11.25 16.45 1262036 7637 0 0 1269673 716807 146445 863252 102079 34465 43500 180044 218740 1262036 0 0 0 0 0 0 86207 10755 4563 11174 4854 568 38 0 38 168 3120 266235 31610 58340 200401 58732 12898 7 262 600 537 5 15667 14457 78 26 88547 -1 2015 "2014-01-01" "2014-12-31" 1 7 0 0 0 "ME" "1000 ENGLEWOOD PARKWAY" "ENGLEWOOD" 80110 3037622560 "ARAPAHOE" 618821 "CI" "SO" "Y" "N" 1246466 3 5318.34 1251784.34 59.5537069941082 0.000281956687866055 352.948966428996 70.0137944747536 0.000204001222167727 255.365535250422
"CO" "CO0045" "FSCS0045" "JOHN C. FREMONT LIBRARY DISTRICT (FLORENCE)" 32 7221 "130 CHURCH AVE
FLORENCE, CO 81226
(38.393198, -105.122165)" "130 CHURCH AVE
FLORENCE, CO 81226
" 38.393198 -105.122165 7137 1 0 0 0 5 0.25 5.25 255770 3000 3072 12114 273956 131638 36297 167935 9459 3423 9972 22854 66083 256872 0 0 0 0 0 1331 15431 3460 1091 0 2523 0 4 0 4 63 2346 71773 1872 5638 53446 5633 40 683 836 228 85 73 3184 1892 496 14 8574 6240 2015 "2014-01-01" "2014-12-31" 1 7 0 0 0 "ME" "130 CHURCH AVE." "FLORENCE" 81226 7197844649 "FREMONT" 46502 "LD" "SO" "Y" "N" 249034 7 2303.91 251337.91 37.6375840606933 0.000705921684941267 177.424880916817 46.351920663129 0.000465440886384927 116.982939612535
"CO" "CO0048" "FSCS0048" "FOWLER PUBLIC LIBRARY" 43 1163 "411 6TH STREET
FOWLER, CO 81039
(38.128347, -104.022884)" "411 6TH STREET
FOWLER, CO 81039
" 38.128347 -104.022884 1149 1 0 0 0.8 0.8 0.4 1.2 48000 3000 250 3590 54840 NA NA NA 4181 0 0 4181 NA 37449 0 0 0 0 0 3450 14762 400 298 0 364 0 0 0 0 0 1872 10014 500 997 14903 5685 -1 0 0 1 1 0 84 84 0 21 3864 180 2015 "2014-01-01" "2014-12-31" 2 7 0 0 0 "ME" "317 MAIN" "FOWLER" 81039 7192634472 "OTERO" 18488 "CI" "SO" "Y" "N" 201457 14.25 677.1825 202134.1825 60.5765235828306 0.000272515562122066 55.0847103680719 79.8886500055924 0.000156685870720696 31.6715703874286
"CO" "CO0050" "FSCS0050" "GILPIN COUNTY LIBRARY DISTRICT" 42 5589 "15131 HIGHWAY 119
BLACK HAWK, CO 80422
(39.833866, -105.517189)" "15131 HIGHWAY 119
BLACK HAWK, CO 80422
" 39.833866 -105.517189 5524 1 0 0 1 1 3.5 4.5 313900 3000 0 0 316900 194682 12070 206752 16000 0 3000 19000 90454 316206 226000 0 0 0 226000 0 33750 2100 1500 3707 2500 0 0 0 0 22 2444 21350 2250 5798 30504 9083 1806 163 801 127 67 0 4750 2000 0 9 14491 15000 2015 "2014-01-01" "2014-12-31" 1 7 0 0 0 "ME" "15131 HIGHWAY 119" "BLACK HAWK" 80422 3035825777 "GILPIN" 5851 "LD" "SO" "Y" "N" 491441 7 1848.69 493289.69 82.3250407548892 0.000147548939112408 72.7843704345885 112.392036487007 7.91642167161585e-05 39.0508919230066
"CO" "CO0057" "FSCS0057" "SPANISH PEAKS LIBRARY DISTRICT" 33 5248 "415 WALSEN AVE
WALSENBURG, CO 81089
(37.630847, -104.785911)" "415 WALSEN AVE
WALSENBURG, CO 81089
" 37.630847 -104.785911 5187 1 0 0 1 1.63 3.7 5.33 166791 15710 250 31730 214481 121853 10611 132464 10321 6414 1948 18683 66219 217366 168403 0 0 0 168403 0 24748 1126 1644 5371 2386 0 30 0 30 129 3016 45180 1243 6570 27852 4789 210 148 409 354 327 12 4447 4221 79 14 11225 -1 2015 "2014-01-01" "2014-12-31" 2 7 0 0 0 "ME" "415 WALSEN AVE" "WALSENBURG" 81089 7197382774 "HUERFANO" 6462 "LD" "SO" "Y" "N" 376421 7 1901.58 378322.58 82.7818827180637 0.000145924898944275 55.2066842548376 94.190786285061 0.000112715373733769 42.6427709966239
"CO" "CO0058" "FSCS0058" "HUGO PUBLIC LIBRARY" 43 720 "522 SECOND AVENUE
HUGO, CO 80821
(39.137014, -103.472072)" "522 SECOND AVENUE
HUGO, CO 80821
" 39.137014 -103.472072 712 1 0 0 0 0.5 0.5 1 16573 3000 0 1250 20823 NA NA NA 2065 0 0 2065 NA 20823 0 0 0 0 0 0 7792 0 0 0 70 0 0 0 0 1 1040 7300 450 646 7232 2871 0 0 898 5 5 0 55 55 0 3 760 450 2015 "2014-01-01" "2014-12-31" 1 7 0 0 0 "ME" "PO BOX 429" "HUGO" 80821 7197432325 "LINCOLN" 5510 "CI" "SO" "Y" "N" 102354 22.5 636 102990 69.4307955029241 0.000207441535079145 21.3644036978011 82.824014813526 0.000145776474407513 15.0135190992298
"CO" "CO0060" "FSCS0060" "JEFFERSON COUNTY PUBLIC LIBRARY" 21 552213 "10200 W 20TH AVE
LAKEWOOD, CO 80215
(39.747433, -105.113061)" "10200 W 20TH AVE
LAKEWOOD, CO 80215
" 39.747433 -105.113061 545803 0 10 1 29 29 157.5 186.5 23475717 118473 14700 1207101 24815991 10134419 2970206 13104625 1536938 909158 891187 3337283 4858017 21299925 0 0 0 0 0 698546 727728 45265 87386 12827 121209 0 87 0 87 2715 24666 2452635 382928 353666 7402527 2483715 465769 78568 109049 7107 5350 468 194695 167937 15272 332 439577 108630 2015 "2014-01-01" "2014-12-31" 1 7 0 0 0 "ME" "10200 W 20TH AVE" "LAKEWOOD" 80215 3032355275 "JEFFERSON" 558503 "CO" "MA" "Y" "N" 12222434 2.25 65249.3775 12287683.3775 67.4954298589731 0.000219508460979851 2697.25046720272 79.9955261162961 0.000156267477574317 1920.16528663378
"CO" "CO0063" "FSCS0063" "LA JUNTA/WOODRUFF MEMORIAL LIBRARY" 33 6966 "522 COLORADO AVE
LA JUNTA, CO 81050
(37.983717, -103.543094)" "522 COLORADO AVE
LA JUNTA, CO 81050
" 37.983717 -103.543094 6885 1 0 0 1 1 8.1 9.1 355029 3000 250 19100 377379 188859 51988 240847 25925 21428 0 47353 72984 361184 6154 0 0 0 6154 6154 34157 8586 2606 8938 3657 610 8 0 8 79 2796 115913 2476 4977 101431 37062 4633 1411 2069 206 179 15 7708 7170 487 20 54508 0 2015 "2014-01-01" "2014-12-31" 1 7 0 0 0 "ME" "522 COLORADO AVE" "LA JUNTA" 81050 7193844612 "OTERO" 18488 "CI" "SO" "Y" "N" 527387 7 2827.86 530214.86 85.56726280287 0.000136579249115269 72.4163474485576 108.423328818025 8.50657090308929e-05 45.1031030046156
"CO" "CO0064" "FSCS0064" "LA VETA REGIONAL LIBRARY DISTRICT" 43 1271 "310 SOUTH MAIN STREET
LA VETA, CO 81055
(37.507849, -105.00904)" "310 SOUTH MAIN STREET
LA VETA, CO 81055
" 37.507849 -105.00904 1256 1 0 0 0.15 3.11 0.33 3.44 139818 3000 250 49153 192221 111191 12671 123862 10646 2645 6313 19604 47338 190804 0 0 0 0 0 738 10125 3015 652 5598 2236 0 30 0 30 52 2595 51667 728 3111 38416 4462 875 955 1670 225 118 1 3121 1728 8 24 7799 7625 2015 "2014-01-01" "2014-12-31" 1 7 0 0 0 "ME" "PO BOX 28" "LA VETA" 81055 7197423572 "HUERFANO" 6462 "LD" "SO" "Y" "N" 170925 14.25 1059.3525 171984.3525 92.6973434527569 0.000116376535343154 20.0149430771857 111.691749412803 8.0160019362389e-05 13.7862690264279
"CO" "CO0065" "FSCS0065" "LAFAYETTE PUBLIC LIBRARY" 23 26685 "775 W BASELINE RD
LAFAYETTE, CO 80026
(40.000258, -105.099546)" "775 W BASELINE RD
LAFAYETTE, CO 80026
" 40.000258 -105.099546 26375 1 0 0 5.5 6.25 12 18.25 1091603 6408 250 84403 1182664 729715 119588 849303 102756 14420 24792 141968 100332 1091603 0 0 0 0 0 0 61965 13828 7146 6137 5072 164 29 0 29 159 2921 226286 50076 28210 348849 159942 14644 954 1501 1094 864 148 19540 16966 1664 27 55297 7095 2015 "2014-01-01" "2014-12-31" 1 7 0 0 0 "ME" "775 W BASELINE RD" "LAFAYETTE" 80026 3036655200 "BOULDER" 313333 "CI" "SO" "Y" "N" 967661 3 5139.15 972800.15 84.0151982473894 0.000141672085480708 137.818626006445 99.3345097990481 0.000101344385598902 98.5878335122694
"CO" "CO0067" "FSCS0067" "LAKE COUNTY PUBLIC LIBRARY" 33 7308 "1115 HARRISON AVE
LEADVILLE, CO 80461
(39.252799, -106.293417)" "1115 HARRISON AVE
LEADVILLE, CO 80461
" 39.252799 -106.293417 7223 1 0 0 1 1 6.4 7.4 421003 3000 250 7000 431253 246087 73346 319433 20074 16165 4322 40561 62645 422639 0 0 0 0 0 0 28531 11972 1285 6333 1877 617 29 0 29 66 2344 52816 6656 4620 42140 19323 1705 6 809 329 300 7 6534 6280 41 15 6934 15258 2015 "2014-01-01" "2014-12-31" 1 7 0 0 0 "ME" "1115 HARRISON AVE" "LEADVILLE" 80461 7194860569 "LAKE" 7357 "CO" "SO" "Y" "N" 413542 7 2644.68 416186.68 90.5851524415513 0.000121866955306548 50.7194035307408 137.047485304535 5.32424286920114e-05 22.158789632465
"CO" "CO0069" "FSCS0069" "LAS ANIMAS-BENT COUNTY LIBRARY DISTRICT" 33 4917 "306 5TH STREET
LAS ANIMAS, CO 81054
(38.06771, -103.220133)" "306 5TH STREET
LAS ANIMAS, CO 81054
" 38.06771 -103.220133 4860 1 0 0 0 2 0.87 2.87 81547 3000 2920 20208 107675 43854 2828 46682 7361 1099 2474 10934 29007 86623 0 0 0 0 0 0 14526 467 1821 0 1267 0 2 0 2 37 1984 12520 1760 1851 17828 1412 211 40 348 12 8 0 392 315 0 15 4257 196 2015 "2014-01-01" "2014-12-31" 1 7 0 0 0 "ME" "P.O. BOX 563" "LAS ANIMAS" 81054 7194560111 "BENT" 5630 "LD" "SO" "Y" "N" 230138 10 1905.6 232043.6 95.7739618379611 0.000109019727936418 25.2973301413869 127.62809598966 6.13913833266244e-05 14.2454775960899
"CO" "CO0070" "FSCS0070" "LIMON MEMORIAL LIBRARY" 43 1857 "205 E AVE
LIMON, CO 80828
(39.261893, -103.687907)" "205 E AVE
LIMON, CO 80828
" 39.261893 -103.687907 1835 1 0 0 0 1 0.25 1.25 90392 3000 0 0 93392 NA NA NA 10777 0 1674 12451 NA 61879 0 0 0 0 0 0 22608 3490 1231 5598 2571 0 0 0 0 11 2408 34466 962 1363 39800 26215 918 1201 1399 69 66 0 398 380 0 19 11723 733 2015 "2014-01-01" "2014-12-31" 1 7 0 0 0 "ME" "PO BOX 236" "LIMON" 80828 7197752163 "LINCOLN" 5510 "CI" "SO" "Y" "N" 344328 14.25 981.3675 345309.3675 62.1669253697611 0.00025875051483092 89.3489766165642 67.298395615594 0.000220795683272788 76.2428177376568
"CO" "CO0071" "FSCS0071" "LINCOLN COUNTY BOOKMOBILE" 43 5420 "205 E AVENUE
LIMON, CO 80828
(39.261893, -103.687907)" "205 E AVENUE
LIMON, CO 80828
" 39.261893 -103.687907 5357 0 0 1 0 0.42 0.31 0.73 40767 3000 0 0 43767 NA NA NA 7941 300 1000 9241 NA 39008 0 0 0 0 0 0 9223 3675 327 5598 106 0 0 0 0 0 550 3421 117 389 7786 2568 487 490 522 9 3 0 150 120 0 0 0 0 2015 "2014-01-01" "2014-12-31" 1 7 0 0 0 "ME" "PO BOX 704" "LIMON" 80828 7197432810 "LINCOLN" 5510 "CO" "SO" "Y" "N" 125528 7 1247.7 126775.7 62.1669253697611 0.00025875051483092 32.8032776430502 67.298395615594 0.000220795683272788 27.991527303886
"CO" "CO0072" "FSCS0072" "LITTLETON/BEMIS PUBLIC LIBRARY" 21 43796 "6014 S. DATURA ST.
LITTLETON, CO 80120
(39.608043, -105.004414)" "6014 S. DATURA ST.
LITTLETON, CO 80120
" 39.608043 -105.004414 43288 1 0 0 4.68 9.38 18.3299999999999 27.71 2290880 9939 0 31500 2332319 1400330 364050 1764380 168532 41074 59394 269000 257500 2290880 0 0 0 0 0 0 161045 11972 14092 3788 16886 617 41 0 41 224 3440 321255 105276 31127 524228 199206 13177 1260 1087 856 403 72 35144 15466 4388 37 60377 -1 2015 "2014-01-01" "2014-12-31" 1 7 0 0 0 "ME" "6014 S. DATURA ST." "LITTLETON" 80120 3037953961 "ARAPAHOE" 618821 "CI" "SO" "Y" "N" 2500876 3 8098.14 2508974.14 56.5318902660019 0.000312905347654369 785.071425532521 68.7064262368424 0.000211838689641789 531.497794162734
"CO" "CO0073" "FSCS0073" "LONGMONT PUBLIC LIBRARY" 23 90227 "409 4TH AVE
LONGMONT, CO 80501
(40.16572, -105.100021)" "409 4TH AVE
LONGMONT, CO 80501
