"STATE" "FSCS.ID" "LIBRARY.ID" "LIBRARY.NAME" "LOCALE" "SERVICE.AREA.POPULATION" "LOCATION" "ADDRESS" "LATITUDE" "LONGITUDE" "UNDUPLICATED.POPULATION" "CENTRAL.LIBRARIES" "BRANCH.LIBRARIES" "BOOKMOBILES" "MLS.LIBRARIAN.STAFF" "LIBRARIAN.STAFF" "OTHER.STAFF" "TOTAL.STAFF" "LOCAL.REVENUE" "STATE.REVENUE" "FEDERAL.REVENUE" "OTHER.REVENUE" "TOTAL.REVENUE" "SALARIES" "BENEFITS" "TOTAL.STAFF.EXPENDITURES" "PRINT.EXPENDITURES" "ELECTRONIC.EXPENDITURES" "OTHER.COLLECTION.EXPENDITURES" "TOTAL.COLLECTION.EXPENDITURES" "OTHER.EXPENDITURES" "TOTAL.EXPENDITURES" "LOCAL.CAPITAL.REVENUE" "STATE.CAPITAL.REVENUE" "FEDERAL.CAPITAL.REVENUE" "OTHER.CAPITAL.REVENUE" "TOTAL.CAPITAL.REVENUE" "CAPITAL.EXPENDITURES" "PRINT.MATERIALS" "EBOOKS" "AUDIO.MATERIALS" "AUDIO.DOWNLOADS" "VIDEO.MATERIALS" "VIDEO.DOWNLOADS" "LOCAL.DATABASES" "STATE.DATABASES" "TOTAL.DATABASES" "PRINT.SERIALS" "HOURS" "VISITS" "REFERENCES" "USERS" "TOTAL.CIRCULATION" "KIDS.CIRCULATION" "ELECTRONIC.CIRCULATION" "LOANS.TO" "LOANS.FROM" "TOTAL.PROGRAMS" "KIDS.PROGRAMS" "YA.PROGRAMS" "PROGRAM.AUDIENCE" "KIDS.PROGRAM.AUDIENCE" "YA.PROGRAM.AUDIENCE" "COMPUTERS" "COMPUTER.USES" "WIFI.SESSIONS" "YEAR" "START.DATE" "END.DATE" "REPORTING.STATUS" "BEA.REGION" "STRUCTURE.CHANGE" "NAME.CHANGE" "ADDRESS.CHANGE" "INTERLIBRARY.RELATIONSHIP" "MAILING.ADDRESS" "MAILING.CITY" "MAILING.ZIP" "PHONE" "COUNTY" "COUNTY.POPULATION" "LEGAL.BASIS" "ADMINISTRATIVE.STRUCTURE" "FSCS.DEFINITION" "LSABOUND" "CollectionSpace" "seatsPer" "WorkSpace" "Size" "Distance" "Weight" "SizeWeight" "DriveDistance" "DriveWeight" "DriveSizeWeight"
(35.153804, -107.854156)" "525 W. HIGH ST
GRANTS, NM 87020
" 35.153804 -107.854156 9048 1 0 0 1 1 4 5 268615 18388 0 0 287003 137123 55965 193088 16598 9540 3215 29353 64113 286554 0 0 0 0 0 0 30577 0 853 5079 852 0 11 45 56 40 2626 37486 840 5480 11787 6210 58 53 457 50 50 0 561 561 0 15 18477 0 2015 "2013-07-01" "2014-06-30" 1 6 0 0 0 "NO" "525 W. HIGH ST" "GRANTS" 87020 5052874793 "CIBOLA" 27349 "CI" "SO" "Y" "N" 420861 7 2678.22 423539.22 76.6372026768431 0.000170263168662399 72.113129650001 91.3275007145786 0.000119893835637593 50.7797416287542
"NM" "NM0021" "NM0021-002" "LAGUNA PUBLIC LIBRARY" 43 4881 "29 RODEO DRIVE
LAGUNA, NM 87026
(35.042541, -107.371814)" "29 RODEO DRIVE
LAGUNA, NM 87026
" 35.042541 -107.371814 4810 1 0 0 1 1 3.6 4.6 151236 55656 7000 1500 215392 107205 21697 128902 14984 4484 4330 23798 39200 191900 0 0 0 0 0 0 9653 75 192 0 845 0 4 45 49 33 2763 7426 267 4192 5629 726 49 0 26 207 130 25 4545 2564 349 12 5775 1040 2015 "2013-07-01" "2014-06-30" 1 6 0 0 0 "NO" "P.O. BOX 194" "LAGUNA" 87026 5055526280 "CIBOLA" 27349 "NL" "SO" "Y" "N" 139939 10 2154.3 142093.3 48.7879673499116 0.000420121155203731 59.6964013427103 58.4680676550636 0.000292524683648118 41.5657976310172
"NM" "NM0023" "NM0023-002" "CARNEGIE PUBLIC LIBRARY" 33 13753 "500 NATIONAL AVENUE
LAS VEGAS, NM 87701
(35.59747, -105.215209)" "500 NATIONAL AVENUE
LAS VEGAS, NM 87701
" 35.59747 -105.215209 13553 1 0 0 0 4 1 5 203023 24270 0 0 227293 114149 47176 161325 21867 4132 2538 28537 10813 200675 0 0 0 0 0 0 44840 0 1381 0 1381 0 6 45 51 57 2276 20427 179 11347 19732 4179 0 91 216 232 99 99 3916 1867 1867 7 6281 545 2015 "2013-07-01" "2014-06-30" 1 6 0 0 0 "NO" "500 NATIONAL AVENUE" "LAS VEGAS" 87701 5054263302 "SAN MIGUEL" 28239 "CI" "SO" "Y" "N" 619882 4.5 2606.655 622488.655 83.5961045615678 0.000143096140029561 89.0757237426931 132.668050256627 5.68155619787107e-05 35.3670427591967
"NM" "NM0025" "NM0025-002" "LOS ALAMOS COUNTY LIBRARY SYSTEM" 32 17950 "2400 CENTRAL AVENUE
LOS ALAMOS, NM 87544
(35.881954, -106.303835)" "2400 CENTRAL AVENUE
LOS ALAMOS, NM 87544
" 35.881954 -106.303835 17689 1 1 0 7 8 18 26 2196303 29152 0 43000 2268455 1287893 377344 1665237 182975 51866 44630 279471 215650 2160358 0 0 0 0 0 0 147388 6174 9707 4194 11820 0 29 45 74 404 6450 314612 26170 16718 396766 151865 14870 1913 1852 551 403 44 21191 17788 954 21 26898 -1 2015 "2013-07-01" "2014-06-30" 1 6 0 0 0 "NO" "2400 CENTRAL AVENUE" "LOS ALAMOS" 87544 5056628240 "LOS ALAMOS" 17682 "CO" "MO" "Y" "N" 2202092 4.5 6323.25 2208415.25 61.2453685530244 0.00026659591785462 588.754490577891 106.746243801807 8.77596325281143e-05 193.809710809484
"NM" "NM0026" "NM0026-002" "LOS LUNAS PUBLIC LIBRARY" 23 27703 "460 MAIN ST. NE
LOS LUNAS, NM 87031
(34.807083, -106.734454)" "460 MAIN ST. NE
LOS LUNAS, NM 87031
" 34.807083 -106.734454 27300 1 1 0 0 8 1 9 576921 25984 3823 19869 626597 270690 144562 415252 38408 5495 5716 49619 161726 626597 0 0 0 0 0 0 56626 2643 1897 588 2464 0 4 45 49 42 4264 107181 18200 28705 72675 24940 1884 0 258 237 125 69 5921 2784 2102 32 46794 10010 2015 "2013-07-01" "2014-06-30" 1 6 0 0 0 "NO" "P.O. BOX 1209" "LOS LUNAS" 87031 5058393850 "VALENCIA" 75817 "CI" "MO" "Y" "N" 794817 3 3843.27 798660.27 19.0487555330107 0.00275592112345879 2201.0447085603 32.1454757851045 0.000967743546198661 772.89832189778
"NM" "NM0030" "NM0030-002" "RIO RANCHO PUBLIC LIBRARY" 21 87521 "755 LOMA COLORADO BLVD., NE
RIO RANCHO, NM 87124
(35.268612, -106.661779)" "755 LOMA COLORADO BLVD., NE
RIO RANCHO, NM 87124
" 35.268612 -106.661779 86248 1 1 0 12.6 16.6 18 34.6 2622220 91823 10980 0 2725023 1307732 482106 1789838 268664 114600 72680 455944 376438 2622220 0 0 0 0 0 0 160436 3187 11084 1840 12907 0 8 45 53 217 4697 340059 40118 68967 686638 295827 33891 266 336 590 296 159 18160 10518 3374 50 74767 8730 2015 "2013-07-01" "2014-06-30" 1 6 0 0 15 "NO" "755 LOMA COLORADO BLVD., NE" "RIO RANCHO" 87124 5058915013 "SANDOVAL" 137608 "CI" "MO" "Y" "N" 2402622 2.25 11097.6675 2413719.6675 19.6344147977974 0.00259396478924077 6261.10382859293 30.5131296059254 0.00107405492916064 2592.46750649035
"NM" "NM0044" "NM0044-002" "BOSQUE FARMS PUBLIC LIBRARY" 23 5046 "1455 W. BOSQUE LOOP
BOSQUE FARMS, NM 87068
(34.853794, -106.706032)" "1455 W. BOSQUE LOOP
BOSQUE FARMS, NM 87068
" 34.853794 -106.706032 4973 1 0 0 0 1 2 3 79185 12050 0 0 91235 42142 7602 49744 13560 0 7553 21113 13523 84380 0 0 0 0 0 0 21250 0 439 0 849 0 0 45 45 6 1872 31732 5105 8203 34241 28436 0 0 48 21 13 6 554 373 58 6 7421 52 2015 "2013-07-01" "2014-06-30" 1 6 0 0 0 "NO" "1455 W. BOSQUE LOOP" "BOSQUE FARMS" 87068 5058692227 "VALENCIA" 75817 "CI" "SO" "Y" "N" 293342 7 1509.66 294851.66 15.5892690831479 0.0041147977457577 1213.25494590092 26.4928479998012 0.001424763249833 420.093809320256
"NM" "NM0033" "NM0033-002" "SANTA FE PUBLIC LIBRARY" 13 67947 "145 WASHINGTON AVENUE
SANTA FE, NM 87501
(35.688797, -105.937183)" "145 WASHINGTON AVENUE
SANTA FE, NM 87501
" 35.688797 -105.937183 66959 1 2 0 17.5 19.5 28.5 48 3452218 74379 0 95570 3622167 1442110 928688 2370798 380281 56900 58925 496106 195169 3062073 0 0 0 0 0 47338 307024 734 13164 4850 15851 0 7 45 52 522 8475 701974 203778 64522 677356 184619 17595 1653 2891 627 571 35 18795 17963 598 45 111465 -1 2015 "2013-07-01" "2014-06-30" 1 6 0 0 0 "NO" "145 WASHINGTON AVENUE" "SANTA FE" 87501 5059556780 "SANTA FE" 148164 "CI" "MO" "Y" "N" 4377318 2.25 11786.4225 4389104.4225 56.8805297525215 0.000309081303384795 1356.59011559827 74.5920687983894 0.000179727566981951 788.843059085648
"NM" "NM0036" "NM0036-002" "SOCORRO PUBLIC LIBRARY" 33 16844 "401 PARK STREET
SOCORRO, NM 87801
(34.054967, -106.893973)" "401 PARK STREET
SOCORRO, NM 87801
" 34.054967 -106.893973 16599 1 0 0 0 2 6.25 8.25 433108 24754 0 0 457862 220657 115787 336444 30810 8009 7644 46463 60164 443071 0 0 0 0 0 0 58090 228 9371 5035 1610 0 0 45 45 90 2548 69009 1209 8563 86826 22421 755 51 88 196 153 40 5302 4818 376 18 19765 0 2015 "2013-07-01" "2014-06-30" 1 6 0 0 0 "NO" "401 PARK STREET" "SOCORRO" 87801 5758351114 "SOCORRO" 17310 "CI" "SO" "Y" "N" 899903 4.5 3511.44 903414.44 69.755638443894 0.000205513977218506 185.664294641029 85.1759106217456 0.000137837195865783 124.524113114257
"NM" "NM0045" "NM0045-004" "PUEBLO DE COCHITI LIBRARY" 42 528 "255 COCHITI ST.
COCHITI PUEBLO, NM 87072
(35.612421, -106.350665)" "255 COCHITI ST.
COCHITI PUEBLO, NM 87072
" 35.612421 -106.350665 520 1 0 0 1 1 1 2 52976 64705 0 0 117681 NA NA NA 12000 128 13849 25977 NA 63052 25000 22000 91879 0 138879 138879 14284 31 325 0 4121 0 0 45 45 12 2765 8154 600 1289 9878 8789 12 21 12 65 22 28 952 455 310 25 2532 -1 2015 "2013-07-01" "2014-06-30" 1 6 0 0 0 "NO" "P.O. BOX 70" "COCHITI PUEBLO" 87072 5054653118 "SANDOVAL" 137608 "NL" "SO" "Y" "N" 244771 22.5 656.4 245427.4 42.4542394740245 0.00055482736026735 136.169836479279 59.4728273702263 0.00028272409907932 69.38824055438
"NM" "NM0047" "NM0047-002" "CORRALES COMMUNITY LIBRARY" 21 8329 "84 WEST LA ENTRADA ROAD
CORRALES, NM 87048
(35.223041, -106.617788)" "84 WEST LA ENTRADA ROAD
CORRALES, NM 87048
" 35.223041 -106.617788 8208 1 0 0 0 3.5 0 3.5 230780 53872 0 19400 304052 123339 55451 178790 21288 22044 6637 49969 33503 262262 0 42285 0 0 42285 42285 36472 1073 2510 175 3904 0 14 45 59 61 2087 45707 6580 5737 64743 30400 3460 0 38 124 80 19 4991 4267 353 8 7273 612 2015 "2013-07-01" "2014-06-30" 1 6 0 0 0 "NO" "P. O. BOX 1868" "CORRALES" 87048 5058970733 "SANDOVAL" 137608 "CI" "SO" "Y" "N" 558671 7 2274.09 560945.09 15.7399064229967 0.00403641403771231 2264.2066356618 25.7440938521381 0.00150884552784113 846.379490410941
"NM" "NM0048" "NM0048-002" "CUBA PUBLIC LIBRARY" 43 731 "13 EAST CORDOVA AVE.
CUBA, NM 87013
(36.013911, -106.962749)" "13 EAST CORDOVA AVE.
CUBA, NM 87013
" 36.013911 -106.962749 720 1 0 0 0 1 1 2 94440 11031 0 0 105471 NA NA NA 6230 36 0 6266 NA 100706 0 0 0 0 0 0 22772 5 836 0 308 0 0 45 45 11 2070 15896 420 2599 1098 807 2 0 25 18 16 2 171 148 23 13 6227 891 2015 "2013-07-01" "2014-06-30" 1 6 0 0 0 "NO" "P.O. BOX 426" "CUBA" 87013 5752893100 "SANDOVAL" 137608 "CI" "SO" "Y" "N" 311636 22.5 793.425 312429.425 73.7657220138412 0.000183776850624683 57.4172957689805 92.3111337566953 0.000117352360601099 36.6643305449941
"NM" "NM0051" "NM0051-002" "EL RITO PUBLIC LIBRARY" 43 808 "182 PLACITAS ROAD
EL RITO, NM 87530
(36.325512, -106.284082)" "182 PLACITAS ROAD
EL RITO, NM 87530
" 36.325512 -106.284082 796 1 0 0 0 0.88 0.75 1.63 7500 7782 0 51441 66723 NA NA NA 2734 0 881 3615 NA 69616 0 0 0 0 0 0 15586 0 704 0 2123 0 0 45 45 15 1528 6185 32 814 3007 605 0 0 35 95 15 15 2462 435 435 8 1393 104 2015 "2013-07-01" "2014-06-30" 1 6 0 0 0 "NO" "P.O. BOX 5" "EL RITO" 87530 5755814608 "RIO ARRIBA" 39777 "NP" "SO" "Y" "N" 239924 22.5 789.9 240713.9 91.6949945568139 0.000118934743932975 28.6292460576078 134.772018342923 5.50554776952695e-05 13.2526187523913
"NM" "NM0052" "NM0052-003" "ESTANCIA PUBLIC LIBRARY" 43 1655 "600 SOUTH TENTH STREET
ESTANCIA, NM 87016
(34.757418, -106.063023)" "600 SOUTH TENTH STREET
ESTANCIA, NM 87016
" 34.757418 -106.063023 1631 1 0 0 0 1.75 0 1.75 94960 10467 0 0 105427 NA NA NA 4369 1500 0 5869 NA 95543 0 0 0 0 0 0 15996 3240 216 0 0 0 0 45 45 17 2228 26493 2834 1001 21384 1672 14420 0 6 82 62 4 422 372 32 14 22398 360 2015 "2013-07-01" "2014-06-30" 1 6 0 0 0 "NO" "P.O. BOX 166" "ESTANCIA" 87016 5053849655 "TORRANCE" 15611 "CI" "SO" "Y" "N" 211607 14.25 970.0125 212577.0125 30.9693691389934 0.00104264216173129 221.641755847379 56.4821603887308 0.000313456587007817 66.6336648145681
"NM" "NM0054" "NM0054-002" "JEMEZ SPRINGS PUBLIC LIBRARY" 43 250 "030 JEMEZ PLAZA, HWY. 4
JEMEZ SPRINGS, NM 87025
(35.82293, -106.664134)" "030 JEMEZ PLAZA, HWY. 4
JEMEZ SPRINGS, NM 87025
" 35.82293 -106.664134 246 1 0 0 0 1.5 0 1.5 87426 10000 0 0 97426 NA NA NA 15985 3879 1923 21787 NA 87970 0 0 0 0 0 0 12758 382 223 117 735 0 2 45 47 27 1926 18147 1742 1396 13526 1319 738 0 65 123 54 10 1275 628 100 9 10854 1860 2015 "2013-07-01" "2014-06-30" 1 6 0 0 0 "NO" "P. O. BOX 479" "JEMEZ SPRINGS" 87025 5758299155 "SANDOVAL" 137608 "CI" "SO" "Y" "N" 179064 22.5 393.75 179457.75 56.6953321142839 0.000311103854996107 55.8299978339276 73.95578311606 0.000182833477516675 32.810884499818
"NM" "NM0057" "NM0057-002" "MORIARTY COMMUNITY LIBRARY" 42 1910 "202 SOUTH BROADWAY
MORIARTY, NM 87035
(35.002114, -106.050045)" "202 SOUTH BROADWAY
MORIARTY, NM 87035
" 35.002114 -106.050045 1882 1 0 0 0 3.5 0.5 4 131887 6853 0 9000 147740 94758 19518 114276 9458 250 1724 11432 10111 135819 0 0 0 7500 7500 7500 19597 0 731 0 2214 0 0 45 45 25 2684 39024 5716 6527 17531 2063 0 0 15 185 94 3 2517 2059 34 17 13420 18788 2015 "2013-07-01" "2014-06-30" 1 6 0 0 0 "NO" "P.O. BOX 3588" "MORIARTY" 87035 5058322513 "TORRANCE" 15611 "CI" "SO" "Y" "N" 294136 14.25 1416.525 295552.525 26.142798391487 0.00146317358649464 432.444648001795 39.3099034386767 0.000647136723871077 191.262892760325
"NM" "NM0060" "NM0060-002" "PUEBLO OF POJOAQUE PUBLIC LIBRARY" 42 3316 "101 B LIGHTNING LOOP
POJOAQUE, NM 87506
(35.784476, -106.037834)" "101 B LIGHTNING LOOP
POJOAQUE, NM 87506
" 35.784476 -106.037834 3268 1 0 0 1 1 2.35 3.35 141895 30043 7000 100 179038 95554 16947 112501 10737 0 4560 15297 51250 179048 0 0 0 0 0 0 15415 166 289 0 2872 0 1 45 46 13 2676 18069 753 4073 26506 3038 195 0 0 10 4 0 475 112 0 13 7641 -1 2015 "2013-07-01" "2014-06-30" 1 6 0 0 0 "NO" "37 CAMINO DEL RINCON STE. 2" "SANTA FE" 87506 5054557511 "SANTA FE" 148164 "NL" "SO" "Y" "N" 242242 10 1497.3 243739.3 59.6797782987022 0.00028076670013462 68.4338789541222 80.9145363938012 0.00015273792972884 37.2282360755566
"NM" "NM0070" "NM0070-002" "ZIA ENRICHMENT LIBRARY" 42 737 "162B ZIA BLVD.
ZIA PUEBLO, NM 87053
(35.504466, -106.722181)" "162B ZIA BLVD.
ZIA PUEBLO, NM 87053
" 35.504466 -106.722181 726 1 0 0 0 1 0 1 39054 67295 7000 0 113349 NA NA NA 55211 0 0 55211 NA 99344 0 7540 0 0 7540 7540 15439 0 0 0 500 0 0 45 45 16 2784 5469 35 521 1572 1361 0 9 6 5 5 0 125 125 0 10 3837 0 2015 "2013-07-01" "2014-06-30" 1 6 0 0 0 "NO" "162B ZIA BLVD." "ZIA PUEBLO" 87053 5058673304 "SANDOVAL" 137608 "NL" "SO" "Y" "N" 207865 22.5 647.475 208512.475 36.0336328516438 0.000770165218696145 160.589055909249 47.0764412740627 0.000451224580481015 94.0859540569332
"NM" "NM0077" "NM0077-002" "EMBUDO VALLEY LIBRARY & COMMUNITY CENTER" 42 1428 "217A HWY 75 DIXON
DIXON, NM 87527
(36.164134, -105.865101)" "217A HWY 75 DIXON
DIXON, NM 87527
" 36.164134 -105.865101 1407 1 0 0 0 1 0.76 1.76 7500 13345 0 85222 106067 NA NA NA 4507 0 3644 8151 NA 108529 0 0 114178 46769 160947 164840 12278 3 415 0 2717 0 0 45 45 35 2031 17507 400 1394 10580 2442 134 0 103 132 127 0 2985 1715 0 8 5293 730 2015 "2013-07-01" "2014-06-30" 1 6 0 0 15 "NO" "P.O. BOX 310" "DIXON" 87527 5055799181 "RIO ARRIBA" 39777 "NP" "SO" "Y" "N" 201145 14.25 874.47 202019.47 87.5413152396016 0.000130488988746546 26.3613163474133 124.08005766339 6.49525232042858e-05 13.1216743128925
"NM" "NM0078" "NM0078-002" "EDGEWOOD COMMUNITY LIBRARY" 41 3735 "95, HWY 344 NORTH
EDGEWOOD, NM 87015
(35.076708, -106.191516)" "95, HWY 344 NORTH
EDGEWOOD, NM 87015
" 35.076708 -106.191516 3681 1 0 0 0 2 0 2 186626 6853 0 0 193479 NA NA NA 6559 0 0 6559 NA 186626 0 0 0 0 0 0 12702 0 432 0 1449 0 1 45 46 7 2236 21786 3124 2933 20893 9005 0 0 21 144 79 11 2572 2140 211 12 7686 0 2015 "2013-07-01" "2014-06-30" 1 6 0 0 15 "NO" "P.O. BOX 3610" "EDGEWOOD" 87015 5052810138 "SANTA FE" 148164 "CI" "SO" "Y" "N" 190210 10 1420.5 191630.5 18.6396575122039 0.00287822103876483 551.554936769023 30.4453999776306 0.00107883898565274 206.738454240128
"NM" "NM0082" "NM0082-002" "SANTA ANA PUEBLO COMMUNITY LIBRARY" 21 747 "2 DOVE ROAD
SANTA ANA, NM 87004
(35.340024, -106.522478)" "2 DOVE ROAD
SANTA ANA, NM 87004
" 35.340024 -106.522478 736 1 0 0 0 1 0 1 56909 46781 0 0 103690 NA NA NA 24680 113 5217 30010 NA 96200 0 7490 0 0 7490 7490 7497 80 156 0 881 0 0 45 45 58 1968 6100 388 310 818 78 0 0 1 79 21 3 1260 167 50 12 1058 500 2015 "2013-07-01" "2014-06-30" 1 6 0 0 0 "NO" "2 DOVE ROAD" "SANTA ANA PUEBLO" 87004 5057716736 "SANDOVAL" 137608 "NL" "SO" "Y" "N" 112236 22.5 654.225 112890.225 22.6413035706405 0.0019507299175136 220.218339302342 31.1605999975145 0.0010298841565999 116.263854162498
"NM" "NM0083" "NM0083-002" "PUEBLO DE SAN ILDEFONSO LIBRARY" 41 524 "1B TUNYO PO
SAN ILDEFONSO, NM 87506
(35.89399, -106.120989)" "1B TUNYO PO
SAN ILDEFONSO, NM 87506
" 35.89399 -106.120989 516 1 0 0 0 0.6 0 0.6 11340 67462 0 0 78802 NA NA NA 3622 0 1200 4822 NA 54378 0 25856 0 0 25856 55199 3300 12 50 0 110 0 0 45 45 10 1860 785 68 360 4000 3115 75 0 0 43 20 15 1837 1300 155 10 2699 -1 2015 "2013-07-01" "2014-06-30" 1 6 0 0 0 "NO" "02 TUNYO PO" "SANTA FE" 87506 5054552635 "SANTA FE" 148164 "NL" "SO" "Y" "N" 45560 22.5 443.7 46003.7 64.7978524333076 0.000238165458347103 10.9564922961626 96.2058980700163 0.000108042992366664 4.9703774079383
"NM" "NM0087" "NM0087-002" "MAGDALENA PUBLIC LIBRARY" 43 938 "108 N. MAIN STREET
MAGDALENA, NM 87825
(34.11821, -107.243993)" "108 N. MAIN STREET
MAGDALENA, NM 87825
" 34.11821 -107.243993 924 1 0 0 0 1 0 1 31707 10401 0 0 42108 NA NA NA 2397 1492 1151 5040 NA 42107 0 0 0 0 0 0 28378 6253 431 595 4006 0 0 45 45 2 1974 7543 710 790 9898 1029 264 0 166 62 9 5 777 87 78 5 5797 0 2015 "2013-07-01" "2014-06-30" 1 6 0 0 0 "NO" "P. O. BOX 145" "MAGDALENA" 87825 5758542361 "SOCORRO" 17310 "CI" "SO" "Y" "N" 426846 22.5 783.15 427629.15 74.6434511406673 0.000179480213872393 76.7509713000696 111.4289087452 8.05386313867471e-05 34.440666482078
"NM" "NM0089" "NM0089-002" "JEMEZ PUEBLO COMMUNITY LIBRARY" 42 3772 "020 MISSION RD
JEMEZ PUEBLO, NM 87024
(35.612464, -106.7246)" "020 MISSION RD
JEMEZ PUEBLO, NM 87024
" 35.612464 -106.7246 3717 1 0 0 0 2 1 3 35655 67457 20524 0 123636 34542 4421 38963 12452 0 5010 17462 9146 65571 5000 55167 0 0 60167 60167 13307 0 176 75 943 0 0 45 45 57 1890 9587 2589 2213 10345 1262 0 0 15 209 114 90 711 361 295 17 12655 450 2015 "2013-07-01" "2014-06-30" 1 6 0 0 0 "NO" "P.O. BOX 650" "JEMEZ PUEBLO" 87024 5758349171 "SANDOVAL" 137608 "NL" "SO" "Y" "N" 189044 10 1581.6 190625.6 43.1905356180462 0.000536071625227858 102.188975202035 57.2010886450346 0.000305626783881532 58.2602890534874
