"STATE" "FSCS.ID" "LIBRARY.ID" "LIBRARY.NAME" "LOCALE" "SERVICE.AREA.POPULATION" "LOCATION" "ADDRESS" "LATITUDE" "LONGITUDE" "UNDUPLICATED.POPULATION" "CENTRAL.LIBRARIES" "BRANCH.LIBRARIES" "BOOKMOBILES" "MLS.LIBRARIAN.STAFF" "LIBRARIAN.STAFF" "OTHER.STAFF" "TOTAL.STAFF" "LOCAL.REVENUE" "STATE.REVENUE" "FEDERAL.REVENUE" "OTHER.REVENUE" "TOTAL.REVENUE" "SALARIES" "BENEFITS" "TOTAL.STAFF.EXPENDITURES" "PRINT.EXPENDITURES" "ELECTRONIC.EXPENDITURES" "OTHER.COLLECTION.EXPENDITURES" "TOTAL.COLLECTION.EXPENDITURES" "OTHER.EXPENDITURES" "TOTAL.EXPENDITURES" "LOCAL.CAPITAL.REVENUE" "STATE.CAPITAL.REVENUE" "FEDERAL.CAPITAL.REVENUE" "OTHER.CAPITAL.REVENUE" "TOTAL.CAPITAL.REVENUE" "CAPITAL.EXPENDITURES" "PRINT.MATERIALS" "EBOOKS" "AUDIO.MATERIALS" "AUDIO.DOWNLOADS" "VIDEO.MATERIALS" "VIDEO.DOWNLOADS" "LOCAL.DATABASES" "STATE.DATABASES" "TOTAL.DATABASES" "PRINT.SERIALS" "HOURS" "VISITS" "REFERENCES" "USERS" "TOTAL.CIRCULATION" "KIDS.CIRCULATION" "ELECTRONIC.CIRCULATION" "LOANS.TO" "LOANS.FROM" "TOTAL.PROGRAMS" "KIDS.PROGRAMS" "YA.PROGRAMS" "PROGRAM.AUDIENCE" "KIDS.PROGRAM.AUDIENCE" "YA.PROGRAM.AUDIENCE" "COMPUTERS" "COMPUTER.USES" "WIFI.SESSIONS" "YEAR" "START.DATE" "END.DATE" "REPORTING.STATUS" "BEA.REGION" "STRUCTURE.CHANGE" "NAME.CHANGE" "ADDRESS.CHANGE" "INTERLIBRARY.RELATIONSHIP" "MAILING.ADDRESS" "MAILING.CITY" "MAILING.ZIP" "PHONE" "COUNTY" "COUNTY.POPULATION" "LEGAL.BASIS" "ADMINISTRATIVE.STRUCTURE" "FSCS.DEFINITION" "LSABOUND" "CollectionSpace" "seatsPer" "WorkSpace" "Size" "Distance" "Weight" "SizeWeight" "DriveDistance" "DriveWeight" "DriveSizeWeight"
" 28.789553 -81.753016 304282 0 15 0 25.5 32.5 76.23 108.73 7129749 211535 0 192108 7533392 3600510 1277411 4877921 401035 70787 108578 580400 1084592 6542913 2277 0 0 0 2277 135014 495963 8936 32419 567 52639 54 636 59 695 910 33267 1797954 306554 78486 1857583 540481 136371 0 0 4509 2388 639 122338 83754 9846 446 477301 192568 2015 "2013-10-01" "2014-09-30" 1 5 0 0 0 "ME" "P. O. BOX 7800" "TAVARES" 32778 3522536180 "LAKE" 315690 "CC" "MA" "Y" "N" 7585173 2.25 37216.68 7622389.68 79.3448230669913 0.000158841071461493 1210.74854386823 107.739197434973 8.61494537006625e-05 656.664706825568
"FL" "FL0047" "FSCS5050" "MARTIN COUNTY LIBRARY SYSTEM" 21 148585 "2351 SE MONTEREY ROAD
STUART, FL 34996
(27.194389, -80.22412)" "2351 SE MONTEREY ROAD
STUART, FL 34996
" 27.194389 -80.22412 145968 1 6 0 12 16 29.5 45.5 3694810 82547 0 576092 4353449 1989434 566230 2555664 248044 105358 73279 426681 801414 3783759 72000 0 0 18000 90000 90000 258940 55864 28119 1509 33609 0 11 59 70 1765 13477 841697 69110 92226 998658 243260 46824 2323 2934 4613 1500 429 61483 35151 2770 230 126276 -1 2015 "2013-10-01" "2014-09-30" 1 5 0 0 0 "NO" "2351 SE MONTEREY ROAD" "STUART" 34996 7722211408 "MARTIN" 153392 "CO" "MO" "Y" "N" 4201979 2.25 16854.4875 4218833.4875 76.0080047364936 0.000173093729625232 730.2536230192 94.8742962953757 0.000111097136356103 468.70031922448
"FL" "FL0053" "FSCS5059" "MAITLAND PUBLIC LIBRARY" 21 16411 "501 SOUTH MAITLAND AVENUE
MAITLAND, FL 32751
(28.623642, -81.365553)" "501 SOUTH MAITLAND AVENUE
MAITLAND, FL 32751
" 28.623642 -81.365553 16122 1 0 0 5.5 6.5 9 15.5 565882 18159 0 37088 621129 361064 68916 429980 48907 28733 0 77640 94862 602482 0 0 0 0 0 0 64232 0 0 0 0 0 6 59 65 51 3013 232016 25451 8604 129089 57168 -1 0 0 527 146 68 20868 10612 1631 11 19991 -1 2015 "2013-10-01" "2014-09-30" 1 5 0 0 0 "ME" "501 SOUTH MAITLAND AVENUE" "MAITLAND" 32751 4076477700 "ORANGE" 1253001 "CI" "SO" "Y" "N" 836174 4.5 4540.485 840714.485 53.22086330393 0.000353049962692346 296.814217564165 75.6552375507972 0.000174711704799977 146.882660924385
"FL" "FL0054" "FSCS5061" "WINTER PARK PUBLIC LIBRARY" 21 29073 "460 E. NEW ENGLAND AVENUE
WINTER PARK, FL 32789
(28.595989, -81.346325)" "460 E. NEW ENGLAND AVENUE
WINTER PARK, FL 32789
" 28.595989 -81.346325 28561 1 0 0 10 10 21 31 1914560 75551 0 856979 2847090 1151567 280571 1432138 135870 68987 24080 228937 840934 2502009 0 0 0 0 0 0 101489 54426 14407 540 13859 0 10 59 69 223 3504 257241 28110 11262 488531 220611 15263 787 637 1455 925 59 22466 17081 976 23 20890 35868 2015 "2013-10-01" "2014-09-30" 1 5 0 0 0 "ME" "460 E. NEW ENGLAND AVENUE" "WINTER PARK" 32789 4076233300 "ORANGE" 1253001 "CI" "SO" "Y" "N" 1690749 3 7266.57 1698015.57 51.2687383838539 0.000380447503857165 646.005785117101 70.0622615482123 0.000203719075342563 345.918161837674
"FL" "FL0092" "FSCS5095" "ST. LUCIE COUNTY LIBRARY SYSTEM" 12 282821 "101 MELODY LANE
FORT PIERCE, FL 34950
(27.448419, -80.321761)" "101 MELODY LANE
FORT PIERCE, FL 34950
" 27.448419 -80.321761 277840 1 5 0 8.5 8.5 37.5 46 3477086 91460 0 100152 3668698 1532135 553172 2085307 383024 134097 73349 590470 539144 3214921 2174401 0 0 0 2174401 0 238360 4478 8037 469 19485 0 9 59 68 341 12222 565188 189673 171714 707198 234573 55964 919 1294 1278 607 12 28197 16058 307 124 95518 -1 2015 "2013-10-01" "2014-09-30" 1 5 0 0 0 "ME" "101 MELODY LANE" "FORT PIERCE" 34950 7724621615 "ST. LUCIE" 291028 "CO" "MO" "Y" "N" 3466479 2.25 25990.4175 3492469.4175 57.4427921405908 0.000303060207826267 1058.42850749443 70.8762598332236 0.000199066608208387 695.234041213246
"FL" "FL0094" "FSCS5092" "ALTAMONTE SPRINGS CITY LIBRARY" 21 42719 "281 NORTH MAITLAND AVENUE
ALTAMONTE SPRINGS, FL 32701
(28.629157, -81.365712)" "281 NORTH MAITLAND AVENUE
ALTAMONTE SPRINGS, FL 32701
" 28.629157 -81.365712 41967 1 0 0 2.5 4.5 3 7.5 397137 10817 0 0 407954 231269 84302 315571 41590 17155 3527 62272 19294 397137 0 0 0 0 0 0 33047 1841 434 76 2382 0 3 59 62 19 2496 50908 8723 20295 68570 18233 4253 0 0 652 287 1 3264 2237 6 16 20340 -1 2015 "2013-10-01" "2014-09-30" 1 5 0 0 0 "NO" "281 NORTH MAITLAND AVENUE" "ALTAMONTE SPRINGS" 32701 4075718830 "SEMINOLE" 1253001 "CI" "SO" "Y" "N" 467186 3 4969.71 472155.71 53.4196846922523 0.000350426837613897 165.456032316644 75.2737146904942 0.000176487236484797 83.3294564484174
"FL" "FL0095" "FSCS5093" "SEMINOLE COUNTY PUBLIC LIBRARY SYSTEM" 21 437086 "215 N. OXFORD ROAD
CASSELBERRY, FL 32707
(28.660438, -81.336681)" "215 N. OXFORD ROAD
CASSELBERRY, FL 32707
" 28.660438 -81.336681 429389 1 4 0 25 28 42 70 5526387 184821 0 114473 5825681 2628927 837460 3466387 669402 160860 40420 870682 1186035 5523104 0 0 0 0 0 0 555024 36335 22326 1313 4920 885 11 59 70 544 14560 1413458 994791 283675 1776033 566308 117541 0 0 2882 2420 56 158190 121898 822 94 1130766 -1 2015 "2013-10-01" "2014-09-30" 2 5 0 0 0 "NO" "215 N. OXFORD ROAD" "CASSELBERRY" 32707 4076651505 "SEMINOLE" 442516 "CO" "MO" "Y" "N" 7580812 2.25 40003.305 7620815.305 53.0532834319455 0.000355283849258777 2707.5525960506 71.3702511588602 0.000196320454055052 1496.12192094729
"FL" "FL0099" "FSCS5100" "VOLUSIA COUNTY PUBLIC LIBRARY" 13 503851 "1290 INDIAN LAKE RD.
DAYTONA BEACH, FL 32124
(29.144195, -81.14557)" "1290 INDIAN LAKE RD.
DAYTONA BEACH, FL 32124
" 29.144195 -81.14557 494978 0 13 0 62 64 116 180 12971602 452458 3005 1102578 14529643 6289159 2444169 8733328 1049293 669556 516584 2235433 5053778 16022539 0 0 0 0 0 59301 666099 46428 65237 1004.029635 117233 15875 23 59 82 1279 35901 2601253 1051267 399749 4116575 1034709 359101 976 75 4731 2233 565 114112 64109 12630 373 382954 288489 2015 "2013-10-01" "2014-09-30" 2 5 0 0 0 "ME" "1290 INDIAN LAKE RD." "DAYTONA BEACH" 32124 3862481745 "VOLUSIA" 507531 "CO" "MA" "Y" "N" 11064809 2.25 61009.9425 11125818.9425 70.5873299180565 0.000200699592821954 2232.94733157053 86.9598717486672 0.000132239810697311 1471.27619080876
"FL" "FL0109" "FSCS5062" "OSCEOLA LIBRARY SYSTEM" 21 295553 "211 E. DAKIN AVENUE
KISSIMMEE, FL 34741
(28.292309, -81.404182)" "211 E. DAKIN AVENUE
KISSIMMEE, FL 34741
" 28.292309 -81.404182 290348 1 5 0 13.25 14.25 46.5 60.75 4383195 188732 0 395635 4967562 2340887 787701 3128588 481595 135185 69447 686227 2706682 6521497 0 0 0 0 0 0 203818 5374 9334 849 19183 0 10 59 69 218 19968 1166639 430233 126535 1165553 452592 62786 483 1971 2169 1350 225 60155 44871 6438 218 295869 -1 2015 "2013-10-01" "2014-09-30" 1 5 0 0 0 "ME" "211 E. DAKIN AVENUE" "KISSIMMEE" 34741 4077428888 "OSCEOLA" 310211 "CO" "MO" "Y" "N" 3032999 2.25 29062.3275 3062061.3275 48.6742208863543 0.000422087006190384 1292.45629849583 64.1231809313135 0.000243203535370803 744.704140370216
"FL" "FL0123" "FSCS4000" "EUSTIS MEMORIAL LIBRARY" 22 19098 "120 NORTH CENTER STREET
EUSTIS, FL 32726
(28.854093, -81.6815)" "120 NORTH CENTER STREET
EUSTIS, FL 32726
" 28.854093 -81.6815 18762 1 0 0 5 5 6.5 11.5 778702 0 0 14925 793627 491725 176556 668281 78375 8000 10052 96427 29971 794679 164830 0 0 0 164830 164830 116733 2354 1836 0 3897 0 2 59 61 139 2600 97442 14742 13511 84941 6634 923 9 559 255 200 15 6207 4500 316 55 69000 62 2015 "2013-10-01" "2014-09-30" 1 5 0 0 0 "NO" "120 NORTH CENTER STREET" "EUSTIS" 32726 3523575302 "LAKE" 315690 "CI" "SO" "Y" "N" 1596340 4.5 4303.23 1600643.23 77.8862054142439 0.000164846187959459 263.859934748616 105.096499186002 9.05364581467589e-05 144.916568800788
"FL" "FL0146" "FL0146" "SUMTER COUNTY LIBRARY SYSTEM" 41 111125 "7375 POWELL ROAD, SUITE 150
WILDWOOD, FL 34785
(28.863718, -82.020518)" "7375 POWELL ROAD, SUITE 150
WILDWOOD, FL 34785
" 28.863718 -82.020518 109168 0 6 1 3 3 34.5 37.5 2100702 552738 0 52498 2705938 57084 55788 112872 342099 120402 91011 553512 1867507 2533891 0 0 0 0 0 1506353 135662 4258 21860 756 12831 0 18 59 77 158 14160 424394 16097 80207 402706 64375 87027 644 1233 601 255 4 6917 4360 30 71 64542 18057 2015 "2013-10-01" "2014-09-30" 1 5 0 0 0 "NO" "7375 POWELL ROAD, SUITE 150" "WILDWOOD" 34785 3526894560 "SUMTER" 114350 "CO" "MO" "Y" "N" 2219838 2.25 13125.9375 2232963.9375 96.101854748095 0.000108277061457279 241.778773492575 117.407135844508 7.25455893043334e-05 161.991684741262
"FL" "FL0150" "FL0150" "HEARTLAND LIBRARY COOPERATIVE" 32 214636 "319 W. CENTER AVE.
SEBRING, FL 33870
(27.494898, -81.443815)" "319 W. CENTER AVE.
SEBRING, FL 33870
" 27.494898 -81.443815 210856 0 7 0 6.2 7.2 32.06 39.26 1268521 927521 0 66936 2262978 1090657 390508 1481165 215056 23115 35543 273714 497115 2251994 0 0 0 0 0 0 471729 17147 19461 9614 50193 36 26 59 85 356 14312 532201 19686 38843 621910 157659 37013 1218 1306 1293 821 10 17449 9751 171 114 86824 13609 2015 "2013-10-01" "2014-09-30" 1 5 0 0 0 "HQ" "319 W. CENTER AVE." "SEBRING" 33870 8634026719 "HIGHLANDS" 98236 "MJ" "MO" "Y" "N" 7047737 2.25 20376.93 7068113.93 72.5809276813463 0.000189825682698562 1341.70955215347 134.377446655151 5.53792705093536e-05 391.426993320401
"FL" "FL0262" "FL0262" "BRUTON MEMORIAL LIBRARY" NA 35956 "302 MCLENDON STREET
PLANT CITY, FL 33563
(0.0, 0.0)" "302 MCLENDON STREET
PLANT CITY, FL 33563
" 28.0184363 -82.1260158 35323 1 0 0 4 4 8 12 866488 25044 0 76378 967910 442697 133126 575823 56992 0 33770 90762 117005 783590 0 0 0 0 0 0 88430 0 2708 0 10480 0 0 59 59 140 3726 243595 12100 42576 359544 143368 -1 653 716 389 206 29 8232 5744 269 46 97922 -1 2015 "2013-10-01" "2014-09-30" 2 5 4 0 0 "NO" "302 MCLENDON STREET" "PLANT CITY" 33563 8137579215 "HILLSBOROUGH" 1316298 "CI" "SO" "Y" "N" 1324924 3 5036.04 1329960.04 93.885829526776 0.000113448799433315 150.882369832284 119.540308449426 6.99795677791774e-05 93.0700287627775
"FL" "FL8001" "FL8001" "POLK COUNTY LIBRARY COOPERATIVE" 22 623174 "2150 S. BROADWAY AVE.
BARTOW, FL 33830
(27.873513, -81.843178)" "2150 S. BROADWAY AVE.
BARTOW, FL 33830
" 27.873513 -81.843178 612200 0 17 1 29 55.4 88.23 143.63 9843725 270314 0 230599 10344638 4200401 1559547 5759948 781433 255629 208103 1245165 2951501 9956614 119563 0 0 0 119563 34767 636375 11917 35306 632 57283 548 17 59 76 712 44493 1974123 448280 361641 2337880 833885 195870 3753 2969 3554 2032 243 105786 72751 2880 298 358663 161416 2015 "2013-10-01" "2014-09-30" 1 5 0 0 0 "HQ" "2150 S. BROADWAY AVE." "BARTOW" 33830 8635197958 "POLK" 634638 "MJ" "MO" "Y" "N" 9499198 2.25 63608.745 9562806.745 79.5639707414607 0.00015796726609525 1510.61043770486 123.185280922614 6.58995370273296e-05 630.184537177324
