"STATE" "FSCS.ID" "LIBRARY.ID" "LIBRARY.NAME" "LOCALE" "SERVICE.AREA.POPULATION" "LOCATION" "ADDRESS" "LATITUDE" "LONGITUDE" "UNDUPLICATED.POPULATION" "CENTRAL.LIBRARIES" "BRANCH.LIBRARIES" "BOOKMOBILES" "MLS.LIBRARIAN.STAFF" "LIBRARIAN.STAFF" "OTHER.STAFF" "TOTAL.STAFF" "LOCAL.REVENUE" "STATE.REVENUE" "FEDERAL.REVENUE" "OTHER.REVENUE" "TOTAL.REVENUE" "SALARIES" "BENEFITS" "TOTAL.STAFF.EXPENDITURES" "PRINT.EXPENDITURES" "ELECTRONIC.EXPENDITURES" "OTHER.COLLECTION.EXPENDITURES" "TOTAL.COLLECTION.EXPENDITURES" "OTHER.EXPENDITURES" "TOTAL.EXPENDITURES" "LOCAL.CAPITAL.REVENUE" "STATE.CAPITAL.REVENUE" "FEDERAL.CAPITAL.REVENUE" "OTHER.CAPITAL.REVENUE" "TOTAL.CAPITAL.REVENUE" "CAPITAL.EXPENDITURES" "PRINT.MATERIALS" "EBOOKS" "AUDIO.MATERIALS" "AUDIO.DOWNLOADS" "VIDEO.MATERIALS" "VIDEO.DOWNLOADS" "LOCAL.DATABASES" "STATE.DATABASES" "TOTAL.DATABASES" "PRINT.SERIALS" "HOURS" "VISITS" "REFERENCES" "USERS" "TOTAL.CIRCULATION" "KIDS.CIRCULATION" "ELECTRONIC.CIRCULATION" "LOANS.TO" "LOANS.FROM" "TOTAL.PROGRAMS" "KIDS.PROGRAMS" "YA.PROGRAMS" "PROGRAM.AUDIENCE" "KIDS.PROGRAM.AUDIENCE" "YA.PROGRAM.AUDIENCE" "COMPUTERS" "COMPUTER.USES" "WIFI.SESSIONS" "YEAR" "START.DATE" "END.DATE" "REPORTING.STATUS" "BEA.REGION" "STRUCTURE.CHANGE" "NAME.CHANGE" "ADDRESS.CHANGE" "INTERLIBRARY.RELATIONSHIP" "MAILING.ADDRESS" "MAILING.CITY" "MAILING.ZIP" "PHONE" "COUNTY" "COUNTY.POPULATION" "LEGAL.BASIS" "ADMINISTRATIVE.STRUCTURE" "FSCS.DEFINITION" "LSABOUND" "CollectionSpace" "seatsPer" "WorkSpace" "Size" "Distance" "Weight" "SizeWeight" "DriveDistance" "DriveWeight" "DriveSizeWeight"
" 38.774582 -95.187454 4540 1 0 0 0.53 2.73 0.4 3.13 132506 19854 0 11065 163425 90961 8034 98995 19304 821 3767 23892 36606 159493 12000 0 0 26000 38000 174893 21186 0 1160 0 2006 0 2 52 54 63 2704 28367 1248 3930 36389 13627 0 3614 4248 111 59 9 2139 1696 78 9 4152 1140 2015 "2014-01-01" "2014-12-31" 1 4 0 0 0 "ME" "PO BOX 565" "BALDWIN CITY" 66006 7855943411 "DOUGLAS" 116585 "CI" "SO" "Y" "N" 317800 10 1831.5 319631.5 87.8201197904434 0.000129661771149788 41.4439864052635 102.525258801745 9.51345463368244e-05 30.4079977474587
"KS" "KS0104" "KS0313" "WELLSVILLE CITY LIBRARY" 42 1834 "115 W. 6TH ST.
WELLSVILLE, KS 66092
(38.718477, -95.082163)" "115 W. 6TH ST.
WELLSVILLE, KS 66092
" 38.718477 -95.082163 1834 1 0 0 0 1.9 0.03 1.93 77457 15447 0 8894 101798 NA NA NA 6806 500 5417 12723 NA 98024 0 0 0 9523 9523 0 18329 0 219 0 2211 0 0 52 52 25 2080 11250 12480 1243 37698 17916 0 4708 5403 131 54 0 1950 1260 0 9 4871 -1 2015 "2014-01-01" "2014-12-31" 1 4 0 0 0 "ME" "P.O. BOX 517" "WELLSVILLE" 66092 7858832870 "FRANKLIN" 25611 "CI" "SO" "Y" "N" 270597 14.25 1073.535 271670.535 82.1191624023288 0.000148289697064398 40.2859413364729 98.3229149837822 0.0001034404756201 28.1017293523671
"KS" "KS0109" "KS0191" "LINWOOD COMMUNITY LIBRARY DISTRICT #1" 42 4127 "19649 LINWOOD RD
LINWOOD, KS 66052
(39.004061, -95.037974)" "19649 LINWOOD RD
LINWOOD, KS 66052
" 39.004061 -95.037974 4127 1 0 0 0 1.25 1.9 3.15 219896 1973 0 1441 223310 74448 7618 82066 11559 1900 9085 22544 51595 156205 0 0 0 25000 25000 9986 13291 245 614 0 1811 0 0 52 52 25 2730 15546 1941 1021 27338 13693 1329 3325 3210 678 191 2 6918 2745 21 10 5072 -1 2015 "2014-01-01" "2014-12-31" 2 4 0 0 0 "ME" "P.O. BOX 80" "LINWOOD" 66052 9133013686 "LEAVENWORTH" 78797 "LD" "SO" "Y" "N" 205083 10 1710.6 206793.6 81.8147414932783 0.000149395279454806 30.8939876614654 92.1116731082307 0.000117861145652186 24.3729306095399
"KS" "KS0113" "KS0294" "TONGANOXIE PUBLIC LIBRARY" 31 5165 "303 BURY ST.
TONGANOXIE, KS 66086
(39.110182, -95.087649)" "303 BURY ST.
TONGANOXIE, KS 66086
" 39.110182 -95.087649 5165 1 0 0 1 1 5 6 328578 23726 0 17492 369796 171092 34107 205199 34750 649 6936 42335 79572 327106 47661 0 0 0 47661 0 31788 105 1229 0 3112 0 1 52 53 26 3236 70494 8090 6812 70635 30213 572 8193 9861 108 74 11 2771 2167 35 20 14658 -1 2015 "2014-01-01" "2014-12-31" 1 4 0 0 0 "ME" "303 BURY ST." "TONGANOXIE" 66086 9138453281 "LEAVENWORTH" 78797 "CI" "SO" "Y" "N" 470915 7 1984.65 472899.65 86.3114772017918 0.000134234114098746 63.4792655753572 102.317098934967 9.55220346273261e-05 45.1723367425504
"KS" "KS0119" "KS0018" "BASEHOR COMMUNITY LIBRARY, DIST #2, LV. CO." 31 9741 "1400 158TH STREET
BASEHOR, KS 66007
(39.11819, -94.945742)" "1400 158TH STREET
BASEHOR, KS 66007
" 39.11819 -94.945742 9741 1 0 0 3 7.28 4.35 11.63 642749 3725 0 32615 679089 338638 89788 428426 62566 2362 39588 104516 156344 689286 0 0 0 0 0 12794 47749 308 2286 114 8160 0 1 52 53 114 3328 88069 6487 7414 200368 93748 3565 17460 13909 804 331 110 24840 14522 6116 34 18173 -1 2015 "2014-01-01" "2014-12-31" 1 4 0 0 0 "ME" "1400 158TH STREET" "BASEHOR" 66007 9137242828 "LEAVENWORTH" 78797 "LD" "SO" "Y" "N" 759547 7 3790.11 763337.11 79.25648744124 0.000159195342644331 121.519712779583 94.4486559707706 0.000112100728687673 85.5706462653425
"KS" "KS0121" "KS0087" "EUDORA PUBLIC LIBRARY" 31 7536 "14 E 9TH ST.
EUDORA, KS 66025
(38.943572, -95.098298)" "14 E 9TH ST.
EUDORA, KS 66025
" 38.943572 -95.098298 7536 1 0 0 1 5.55 0.05 5.6 247992 19692 27786 7215 302685 127390 9745 137135 22074 3130 7003 32207 70000 239342 0 0 0 0 0 0 11905 90 241 0 1396 0 2 52 54 9 2704 28000 1200 3578 48014 28721 70 6169 4925 91 79 9 1730 1511 99 8 4500 -1 2015 "2014-01-01" "2014-12-31" 1 4 0 0 0 "ME" "PO BOX 370" "EUDORA" 66025 7855422496 "DOUGLAS" 116585 "CI" "SO" "Y" "N" 176523 7 2422.56 178945.56 84.1746561468431 0.000141135835340882 25.2556310911418 92.4652341953845 0.000116961533039251 20.9297470281673
"KS" "KS0122" "KS0248" "PAOLA FREE LIBRARY" 32 5630 "101 EAST PEORIA
PAOLA, KS 66071
(38.572481, -94.876289)" "101 EAST PEORIA
PAOLA, KS 66071
" 38.572481 -94.876289 5630 1 0 0 2 5.68 0.13 5.81 309324 23837 0 18591 351752 151095 45000 196095 13392 5329 8137 26858 53909 276862 150000 0 0 0 150000 1626196 26172 0 1358 3395 1763 0 3 52 55 73 3120 28838 3000 7116 45219 17083 0 607 874 195 155 29 2896 2516 110 18 9840 -1 2015 "2014-01-01" "2014-12-31" 2 4 0 0 0 "ME" "101 EAST PEORIA" "PAOLA" 66071 9132593655 "MIAMI" 32822 "CI" "SO" "Y" "N" 382568 7 2053.8 384621.8 71.8981055314957 0.000193448383804322 74.4044655859094 101.446555730921 9.71684749814479e-05 37.3731137506194
"KS" "KS0123" "KS0239" "OSAWATOMIE PUBLIC LIBRARY" 32 4385 "527 BROWN AVENUE
OSAWATOMIE, KS 66064
(38.497961, -94.950005)" "527 BROWN AVENUE
OSAWATOMIE, KS 66064
" 38.497961 -94.950005 4385 1 0 0 0 1 3.2 4.2 121775 18100 1899 2500 144274 88168 0 88168 16500 200 3000 19700 40406 148274 0 0 0 0 0 0 23859 0 517 0 2538 0 4 52 56 0 2496 20000 1200 4000 44711 11440 0 12957 13282 235 218 0 4412 4214 0 11 8565 -1 2015 "2014-01-01" "2014-12-31" 1 4 0 0 0 "ME" "527 BROWN AVENUE" "OSAWATOMIE" 66064 9137552136 "MIAMI" 32822 "CI" "SO" "Y" "N" 350377 10 1945.5 352322.5 76.7810303957039 0.000169625885552174 59.7630160624558 107.648477015422 8.62947192548236e-05 30.4035712246576
"KS" "KS0124" "KS0182" "LINN COUNTY LIBRARY DISTRICT #1" 43 2074 "234 W. MAIN
PARKER, KS 66072
(38.32839, -94.990682)" "234 W. MAIN
PARKER, KS 66072
" 38.32839 -94.990682 2074 1 0 0 0 1.8 0 1.8 51971 4920 211 3049 60151 NA NA NA 1476 0 635 2111 NA 52675 2500 0 0 4853 7353 5560 6907 0 224 0 1262 0 0 52 52 21 2080 9725 120 641 6103 2697 0 1172 421 57 54 0 507 455 0 4 1391 -1 2015 "2014-01-01" "2014-12-31" 2 4 0 0 0 "ME" "P.O. BOX 315" "PARKER" 66072 9138984650 "LINN" 9502 "LD" "SO" "Y" "N" 109562 14.25 1156.635 110718.635 82.2006957551941 0.000147995671329305 16.3858787154893 120.86942473312 6.84489971655607e-05 7.57857953328975
"KS" "KS0125" "KS0025" "BONNER SPRINGS CITY LIBRARY" 21 7474 "201 N. NETTLETON AVE.
BONNER SPRINGS, KS 66012
(39.060629, -94.884213)" "201 N. NETTLETON AVE.
BONNER SPRINGS, KS 66012
" 39.060629 -94.884213 7474 1 0 0 2 3 5.7 8.69999999999999 527282 3340 2190 27966 560778 280643 79980 360623 34889 3505 18569 56963 155110 572696 0 0 0 41 41 15873 46981 123 2460 0 3842 0 0 52 52 102 3328 132108 9800 14177 149907 70849 2333 13998 18257 357 317 22 11376 10890 230 26 30745 -1 2015 "2014-01-01" "2014-12-31" 1 4 0 0 0 "ME" "201 N. NETTLETON AVE." "BONNER SPRINGS" 66012 9134412665 "WYANDOTTE" 161636 "CI" "SO" "Y" "N" 695175 7 2874.54 698049.54 74.8632302426868 0.000178427945663425 124.551545393499 88.290852150571 0.000128282845020345 89.5477809563431
"KS" "KS0127" "KS0244" "OTTAWA LIBRARY" 32 12482 "105 S HICKORY ST
OTTAWA, KS 66067
(38.617054, -95.267145)" "105 S HICKORY ST
OTTAWA, KS 66067
" 38.617054 -95.267145 12482 1 0 0 1.6 1.6 12.5 14.1 781851 31518 570 29950 843889 498602 126213 624815 73784 3586 26573 103943 111192 839950 0 0 0 6 6 1210 58681 2 2000 0 5251 0 1 52 53 132 2912 89400 89926 13348 131926 56116 182 20868 17957 697 580 20 11837 10083 347 30 19924 -1 2015 "2014-01-01" "2014-12-31" 1 4 0 0 0 "ME" "105 S HICKORY ST" "OTTAWA" 66067 7852423080 "FRANKLIN" 25611 "CI" "SO" "Y" "N" 860182 4.5 3800.07 863982.07 92.48848625073 0.000116902731035025 101.001863548294 109.868020430736 8.28433019928981e-05 71.5751275414592
"KS" "KS0129" "KS0173" "LEAVENWORTH PUBLIC LIBRARY" 31 35891 "417 SPRUCE STREET
LEAVENWORTH, KS 66048
(39.310806, -94.91295)" "417 SPRUCE STREET
LEAVENWORTH, KS 66048
" 39.310806 -94.91295 35891 1 0 0 5.28 5.28 13.5 18.78 1109875 45039 0 59412 1214326 540299 136367 676666 64561 46672 3566 114799 224858 1016323 0 0 0 0 0 0 69729 112 4875 1225.75431 4674 0 3 52 55 108 3536 164399 17499 18771 216998 103223 3904 23677 26855 760 352 183 17406 13652 2199 35 32357 -1 2015 "2014-01-01" "2014-12-31" 2 4 0 0 0 "ME" "417 SPRUCE STREET" "LEAVENWORTH" 66048 9136825666 "LEAVENWORTH" 78797 "CI" "SO" "Y" "N" 1033593 3 6047.19 1039640.19 83.078805727025 0.00014488369398453 150.626911141978 104.879640100911 9.091124874794e-05 94.5149879214456
"KS" "KS0130" "KS0238" "OLATHE PUBLIC LIBRARY" 21 131885 "201 E PARK STREET
OLATHE, KS 66061
(38.882006, -94.817584)" "201 E PARK STREET
OLATHE, KS 66061
" 38.882006 -94.817584 131885 1 1 0 12.33 12.33 40.33 52.66 4075388 46671 0 298908 4420967 2369619 577694 2947313 231415 267225 147038 645678 752382 4345373 0 0 0 0 0 78125 161050 8284 11697 1696 30203 0 31 52 83 272 6397 588461 76333 63736 1610155 800839 52103 200055 245064 786 558 100 21034 14280 4193 79 97961 -1 2015 "2014-01-01" "2014-12-31" 1 4 0 0 0 "ME" "201 E PARK STREET" "OLATHE" 66061 9139716850 "JOHNSON" 574272 "CI" "MO" "Y" "Y" 2645441 2.25 16801.2375 2662242.2375 68.5817066382617 0.000212609870796041 566.018978142639 78.5135521393863 0.000162222372015937 431.875250648266
"KS" "KS0131" "KS0172" "LAWRENCE PUBLIC LIBRARY" 13 90811 "707 VERMONT STREET
LAWRENCE, KS 66044
(38.970345, -95.237112)" "707 VERMONT STREET
LAWRENCE, KS 66044
" 38.970345 -95.237112 90811 1 0 1 17.5 17.5 42.5 60 3383260 94684 0 188512 3666456 1999364 585040 2584404 314480 57306 165273 537059 543739 3665202 0 0 0 0 0 21813 146131 3790 21914 581 19486 0 8 52 60 192 4264 503892 107526 109325 1317104 440195 33849 5047 4910 1017 485 222 53946 31116 4094 72 98978 -1 2015 "2014-01-01" "2014-12-31" 1 4 0 0 0 "ME" "707 VERMONT STREET" "LAWRENCE" 66044 7858433833 "DOUGLAS" 116585 "CI" "MO" "Y" "N" 2443639 2.25 15129.7425 2458768.7425 91.8479230923693 0.000118539016441442 291.460028392912 102.262418134142 9.56242152309371e-05 235.117831435921
"KS" "KS0133" "KS0161" "KANSAS CITY, KANSAS PUBLIC LIBRARY" 12 152910 "625 MINNESOTA AVENUE
KANSAS CITY, KS 66101
(39.11553, -94.625169)" "625 MINNESOTA AVENUE
KANSAS CITY, KS 66101
" 39.11553 -94.625169 152910 0 5 1 25 25 102.48 127.48 5974036 54448 2744 2774311 8805539 4868430 1070222 5938652 600157 301520 174779 1076456 2364814 9379922 0 0 0 0 0 0 389016 1000 29671 513 36721 0 80 52 132 565 15288 762152 158132 103432 977516 318810 17500 6284 2190 2930 967 402 37252 20440 2990 187 164061 -1 2015 "2014-01-01" "2014-12-31" 1 4 0 0 0 "ME" "625 MINNESOTA AVENUE" "KANSAS CITY" 66101 9135513280 "WYANDOTTE" 161636 "CI" "MO" "Y" "N" 5936064 2.25 29443.425 5965507.425 63.2255997621254 0.00025015782048634 1492.31833553308 76.0964121938186 0.000172691768827674 1030.19402917787
"KS" "KS0134" "KS0156" "JOHNSON COUNTY LIBRARY" 21 435048 "9875 W. 87TH STREET
OVERLAND PARK, KS 66212
(38.971113, -94.69935)" "9875 W. 87TH STREET
OVERLAND PARK, KS 66212
" 38.971113 -94.69935 435048 1 12 0 56.5 57.5 184.38 241.88 22082568 308543 0 1513088 23904199 9995017 3584770 13579787 2042303 1048890 351569 3442762 6531907 23554456 0 0 0 0 0 0 770051 34968 94823 7233 131947 18016.135898 50 52 102 645 34773 2614208 162711 282700 6244164 2589713 198197 257195 201280 4987 1820 226 138760 54963 6431 358 525015 248744 2015 "2014-01-01" "2014-12-31" 2 4 0 0 0 "HQ" "9875 W. 87TH STREET" "OVERLAND PARK" 66212 9138264600 "JOHNSON" 574272 "CO" "MO" "Y" "N" 12983168 2.25 65647.74 13048815.74 63.5933046813877 0.000247273292656019 3226.62363329149 73.352430188773 0.000185853603726803 2425.16942964603
"KS" "KS0231" "KS0261" "PRESCOTT CITY LIBRARY" 43 262 "174 W. 3RD
PRESCOTT, KS 66767
(38.065409, -94.698374)" "174 W. 3RD
PRESCOTT, KS 66767
" 38.065409 -94.698374 262 1 0 0 0 0.75 0 0.75 5833 5040 582 5703 17158 NA NA NA 220 0 335 555 NA 18673 0 0 0 0 0 0 9580 0 44 0 1261 0 0 52 52 0 1560 5701 131 350 8315 1168 0 268 303 5 3 1 161 151 5 4 1778 -1 2015 "2014-01-01" "2014-12-31" 1 4 0 0 0 "ME" "P. O. BOX 112" "PRESCOTT" 66767 9134714593 "LINN" 9502 "CI" "SO" "Y" "N" 141685 22.5 289.35 141974.35 76.8885465304814 0.000169151828770202 24.0152209409607 108.220761305877 8.53844588869731e-05 12.1224030505797
"KS" "KS0245" "KS0184" "LINN COUNTY LIBRARY DIST #3" 43 480 "316 E. MAIN ST
BLUE MOUND, KS 66010
(38.089939, -95.008498)" "316 E. MAIN ST
BLUE MOUND, KS 66010
" 38.089939 -95.008498 480 1 0 0 0 0.75 0 0.75 28880 3407 0 2888 35175 NA NA NA 3100 0 2100 5200 NA 34725 0 0 0 0 0 0 5629 0 0 0 1724 0 0 52 52 5 1710 6900 1030 94 1004 298 0 0 0 7 7 0 60 60 0 3 2676 -1 2015 "2014-01-01" "2014-12-31" 2 4 0 0 0 "ME" "316 E. MAIN ST" "BLUE MOUND" 66010 9137562628 "LINN" 9502 "CI" "SO" "Y" "N" 95789 22.5 436.5 96225.5 90.0752574624955 0.000123250581144396 11.8598487959101 120.594777983521 6.87611284532306e-05 6.61657396597634
"KS" "KS0246" "KS0206" "MOUND CITY/LINN COUNTY DIST. #4" 43 1256 "630 MAIN STREET
MOUND CITY, KS 66056
(38.14259, -94.816249)" "630 MAIN STREET
MOUND CITY, KS 66056
" 38.14259 -94.816249 1256 1 0 0 0.64 2.77 0.05 2.82 135972 5037 120 6374 147503 59019 4515 63534 3934 0 1094 5028 78941 147503 0 0 0 32040 32040 0 20067 0 744 0 2307 0 12 52 64 45 2262 16945 1390 3186 18350 2300 0 24 1328 104 72 2 1052 611 16 11 8135 1045 2015 "2014-01-01" "2014-12-31" 1 4 0 0 0 "ME" "630 MAIN STREET" "MOUND CITY" 66056 9137952788 "LINN" 9502 "CI" "SO" "Y" "N" 301614 14.25 959.94 302573.94 79.2114738889804 0.000159376326121155 48.2231229372027 107.823082754421 8.60154589544942e-05 26.0260363167696
"KS" "KS0253" "KS0189" "LINN COUNTY LIBRARY DISTRICT #5" 43 1805 "752 MAIN STREET
PLEASANTON, KS 66075
(38.178025, -94.711226)" "752 MAIN STREET
PLEASANTON, KS 66075
" 38.178025 -94.711226 1805 1 0 0 0 1 1.49 2.49 111223 3967 4531 8463 128184 49155 17305 66460 7804 0 1430 9234 49124 124818 5049 0 0 0 5049 0 9660 0 177 0 1532 0 0 52 52 35 2236 15933 64 1717 15891 2711 0 2809 2836 65 58 5 836 635 96 7 5906 -1 2015 "2014-01-01" "2014-12-31" 1 4 0 0 0 "ME" "PO BOX 101" "PLEASANTON" 66075 9133528554 "LINN" 9502 "CI" "SO" "Y" "N" 148567 14.25 1145.1375 149712.1375 73.0601313582737 0.000187343704038976 28.0476263788425 99.902444480346 0.000100195396923521 15.0004670410813
"KS" "KS0256" "KS0183" "LIBRARY DISTRICT #2 , LINN COUNTY" 43 1698 "209 N. BROADWAY
LACYGNE, KS 66040
(38.34644, -94.762412)" "209 N. BROADWAY
LACYGNE, KS 66040
" 38.34644 -94.762412 1698 1 0 0 0 2.73 0.13 2.86 339632 2219 2288 5288 349427 82242 13606 95848 24390 1498 8403 34291 207297 337436 0 0 0 0 0 0 35066 0 642 25 1944 4 2 52 54 80 2352 33650 8560 9900 32767 8096 29 603 1137 193 150 8 4091 2955 919 25 17500 -1 2015 "2014-01-01" "2014-12-31" 1 4 0 0 0 "ME" "P.O. BOX 127" "LACYGNE" 66040 9137572151 "LINN" 9502 "LD" "SO" "Y" "N" 491641 14.25 1154.895 492795.895 70.2067287697984 0.000202881536009388 99.979188116721 94.0938521381436 0.000112947728903371 55.6601771531541
"KS" "KS0266" "KS0103" "GARNETT PUBLIC LIBRARY" 33 3307 "125 W. 4TH
GARNETT, KS 66032
(38.280955, -95.24263)" "125 W. 4TH
GARNETT, KS 66032
" 38.280955 -95.24263 3307 1 0 0 0 3.63 0.2 3.83 121579 12623 2573 29643 166418 86470 11670 98140 16068 0 4564 20632 9590 128362 0 0 0 0 0 0 30813 0 662 0 1182 0 0 52 52 34 2652 34320 1150 1533 53339 24075 0 3085 4319 123 87 8 2630 2165 74 7 6921 5879 2015 "2014-01-01" "2014-12-31" 1 4 0 0 0 "ME" "P.O. BOX 385" "GARNETT" 66032 7854483388 "ANDERSON" 7883 "CI" "SO" "Y" "N" 425298 10 1566.6 426864.6 96.1822294634434 0.000108096173536115 46.1424298780242 131.07609330533 5.82040254983068e-05 24.8452380627245
"KS" "KS0273" "KS0095" "FORT SCOTT PUBLIC LIBRARY" 33 7934 "201 S. NATIONAL
FORT SCOTT, KS 66701
(37.83982, -94.707306)" "201 S. NATIONAL
FORT SCOTT, KS 66701
" 37.83982 -94.707306 7934 1 0 0 1 1.88 3.3 5.18 264791 16723 0 5070 286584 155083 32115 187198 41020 1500 1941 44461 31869 263528 22514 0 0 0 22514 0 42288 0 431 0 631 0 0 52 52 55 2600 29500 1020 2588 39268 13185 0 3705 3554 39 39 0 880 880 0 7 7699 -1 2015 "2014-01-01" "2014-12-31" 1 4 0 0 0 "ME" "201 S. NATIONAL" "FORT SCOTT" 66701 6202232882 "BOURBON" 14772 "CI" "SO" "Y" "N" 564580 7 2443.14 567023.14 87.5207135360741 0.000130550428187639 74.0251137192993 123.614028110903 6.54431933154506e-05 37.1078049653538
"KS" "KS8007" "KS8007" "MCLOUTH PUBLIC LIBRARY" 42 858 "215 SOUTH UNION
MCLOUTH, KS 66054
(39.196169, -95.208322)" "215 SOUTH UNION
MCLOUTH, KS 66054
" 39.196169 -95.208322 858 1 0 0 0 0.88 0 0.88 23754 15095 0 2131 40980 NA NA NA 4984 450 0 5434 NA 30429 0 0 0 608 608 0 5050 0 88 0 813 0 0 52 52 27 1820 5358 1500 455 7955 3449 0 1284 990 5 2 0 768 658 0 6 4655 -1 2015 "2014-01-01" "2014-12-31" 1 4 0 0 0 "ME" "P O BOX 69" "MCLOUTH" 66054 9137962225 "JEFFERSON" 18855 "CI" "SO" "Y" "N" 77984 22.5 711.15 78695.15 94.3333259959647 0.000112375000312945 8.84336750587723 113.017137460077 7.82909195011266e-05 6.16111565377908
"KS" "KS8008" "KS8008" "LANSING COMMUNITY LIBRARY" 31 11642 "730 1ST TERRACE
LANSING, KS 66043
(39.238337, -94.898671)" "730 1ST TERRACE
LANSING, KS 66043
" 39.238337 -94.898671 11642 1 0 0 1 2 1 3 178056 4160 1600 7581 191397 114222 31036 145258 18832 0 3172 22004 25913 193175 0 0 0 0 0 0 23300 0 614 0 3455 0 0 52 52 82 2444 22360 7560 3494 43416 19797 0 2544 1552 148 136 7 6875 6704 116 9 3081 -1 2015 "2014-01-01" "2014-12-31" 1 4 0 0 0 "NO" "730 1ST TERRACE" "LANSING" 66043 9137272929 "LEAVENWORTH" 78797 "CI" "SO" "Y" "N" 357268 4.5 2021.67 359289.67 80.1130199028662 0.000155809449804224 55.9807258030413 99.7502081598668 0.000100501461813094 36.1091370493442
"MO" "MO0145" "MO0145" "CLARENCE PUBLIC LIBRARY" 43 813 "100 W MAPLE ST
CLARENCE, MO 63437
(39.742973, -92.261184)" "100 W MAPLE ST
CLARENCE, MO 63437
