"STATE" "FSCS.ID" "LIBRARY.ID" "LIBRARY.NAME" "LOCALE" "SERVICE.AREA.POPULATION" "LOCATION" "ADDRESS" "LATITUDE" "LONGITUDE" "UNDUPLICATED.POPULATION" "CENTRAL.LIBRARIES" "BRANCH.LIBRARIES" "BOOKMOBILES" "MLS.LIBRARIAN.STAFF" "LIBRARIAN.STAFF" "OTHER.STAFF" "TOTAL.STAFF" "LOCAL.REVENUE" "STATE.REVENUE" "FEDERAL.REVENUE" "OTHER.REVENUE" "TOTAL.REVENUE" "SALARIES" "BENEFITS" "TOTAL.STAFF.EXPENDITURES" "PRINT.EXPENDITURES" "ELECTRONIC.EXPENDITURES" "OTHER.COLLECTION.EXPENDITURES" "TOTAL.COLLECTION.EXPENDITURES" "OTHER.EXPENDITURES" "TOTAL.EXPENDITURES" "LOCAL.CAPITAL.REVENUE" "STATE.CAPITAL.REVENUE" "FEDERAL.CAPITAL.REVENUE" "OTHER.CAPITAL.REVENUE" "TOTAL.CAPITAL.REVENUE" "CAPITAL.EXPENDITURES" "PRINT.MATERIALS" "EBOOKS" "AUDIO.MATERIALS" "AUDIO.DOWNLOADS" "VIDEO.MATERIALS" "VIDEO.DOWNLOADS" "LOCAL.DATABASES" "STATE.DATABASES" "TOTAL.DATABASES" "PRINT.SERIALS" "HOURS" "VISITS" "REFERENCES" "USERS" "TOTAL.CIRCULATION" "KIDS.CIRCULATION" "ELECTRONIC.CIRCULATION" "LOANS.TO" "LOANS.FROM" "TOTAL.PROGRAMS" "KIDS.PROGRAMS" "YA.PROGRAMS" "PROGRAM.AUDIENCE" "KIDS.PROGRAM.AUDIENCE" "YA.PROGRAM.AUDIENCE" "COMPUTERS" "COMPUTER.USES" "WIFI.SESSIONS" "YEAR" "START.DATE" "END.DATE" "REPORTING.STATUS" "BEA.REGION" "STRUCTURE.CHANGE" "NAME.CHANGE" "ADDRESS.CHANGE" "INTERLIBRARY.RELATIONSHIP" "MAILING.ADDRESS" "MAILING.CITY" "MAILING.ZIP" "PHONE" "COUNTY" "COUNTY.POPULATION" "LEGAL.BASIS" "ADMINISTRATIVE.STRUCTURE" "FSCS.DEFINITION" "LSABOUND" "CollectionSpace" "seatsPer" "WorkSpace" "Size" "Distance" "Weight" "SizeWeight" "DriveDistance" "DriveWeight" "DriveSizeWeight"
" 35.411094 -80.58198 186457 1 3 0 8 8 26.4 34.4 2043291 178878 62763 413377 2698309 1452485 607180 2059665 263859 30757 45270 339886 298758 2698309 0 0 0 0 0 0 206978 31258 7003 3851 5549 563 10 66 76 395 9672 415387 48614 72634 699884 326979 12300 242 203 1618 1227 108 33427 26021 710 52 79417 5291 2015 "2013-07-01" "2014-06-30" 1 5 0 0 0 "NO" "27 UNION ST N" "CONCORD" 28025 7049202063 "CABARRUS" 192103 "CO" "MO" "Y" "N" 2861365 2.25 17745.8475 2879110.8475 99.6242070173127 0.000100755843904366 290.087243134078 113.103508270471 7.81713923818033e-05 225.064103770629
"NC" "NC0045" "C-MECKLENBURG" "CHARLOTTE MECKLENBURG LIBRARY" 11 991867 "310 N TRYON ST
CHARLOTTE, NC 28202
(35.229, -80.840496)" "310 N TRYON ST
CHARLOTTE, NC 28202
" 35.229 -80.840496 991867 1 19 0 105 106 279.25 385.25 27118373 551724 130645 6270585 34071327 16313044 6691715 23004759 2025441 950757 463189 3439387 7130953 33575099 852935 0 0 0 852935 852935 960911 44020 62137 10160 33515 841 25 66 91 2177 51608 3243318 1049235 611781 5960288 2735936 351468 4266 6548 21484 15514 3010 317386 254044 33328 919 809309 332697 2015 "2013-07-01" "2014-06-30" 1 5 0 0 0 "NO" "310 N TRYON ST" "CHARLOTTE" 28202 7044160612 "MECKLENBURG" 1012539 "OT" "MO" "Y" "N" 13804975 2.25 124738.5225 13929713.5225 89.3576200040761 0.000125238199097268 1744.53223549876 124.084407272547 6.49479696403975e-05 904.706610958764
"NC" "NC0053" "C-ROBESON" "ROBESON COUNTY PUBLIC LIBRARY" 32 134010 "101 N CHESTNUT ST
LUMBERTON, NC 28358
(34.617196, -79.007799)" "101 N CHESTNUT ST
LUMBERTON, NC 28358
" 34.617196 -79.007799 134010 1 6 1 3 3 12.83 15.83 766200 205625 0 103558 1075383 471800 180964 652764 74469 1857 9166 85492 276361 1014617 10000 0 0 0 10000 0 150918 28651 377 1618 7140 563 2 66 68 58 12896 174314 38161 45507 150209 56235 362 14 294 400 352 26 11843 10855 272 55 57470 5616 2015 "2013-07-01" "2014-06-30" 1 5 0 0 0 "NO" "PO BOX 988" "LUMBERTON" 28359 9107384859 "ROBESON" 134760 "CC" "MO" "Y" "N" 2062884 2.25 11420.175 2074304.175 94.6317666294835 0.000111667322877281 231.631994055417 104.65532454298 9.13013801107994e-05 189.386833947093
"NC" "NC0058" "C-SCOTLAND" "SCOTLAND COUNTY MEMORIAL LIBRARY" 32 36223 "312 W CHURCH ST
LAURINBURG, NC 28352
(34.775241, -79.465908)" "312 W CHURCH ST
LAURINBURG, NC 28352
" 34.775241 -79.465908 36223 1 0 1 1 1 5.25 6.25 311539 97548 0 14846 423933 190029 77038 267067 44006 1314 8077 53397 103469 423933 0 0 0 0 0 0 42976 28651 1531 1619 1742 563 1 66 67 50 2711 105831 9164 6876 61623 21462 24 0 49 169 119 22 5076 3048 174 13 18432 6663 2015 "2013-07-01" "2014-06-30" 1 5 0 0 0 "NO" "312 WEST CHURCH STREET" "LAURINBURG" 28352 9102760577 "SCOTLAND" 35576 "CO" "MO" "Y" "N" 602472 3 4197.57 606669.57 79.712877873047 0.000157377637853932 95.4762238844607 108.203362869251 8.5411919688404e-05 51.8168125902386
"NC" "NC0059" "C-STANLY" "STANLY COUNTY PUBLIC LIBRARY" 42 60612 "133 E MAIN ST
ALBEMARLE, NC 28001
(35.350314, -80.197215)" "133 E MAIN ST
ALBEMARLE, NC 28001
" 35.350314 -80.197215 60612 1 4 0 3.75 3.75 12.72 16.47 1192368 109707 0 0 1302075 631902 222318 854220 98000 0 11000 109000 229148 1192368 3500 0 0 0 3500 3500 100909 43348 3011 2088 5783 710 1 66 67 250 8064 152245 22880 20928 194770 68594 8429 59 21 371 300 10 7807 5745 1005 36 25701 -1 2015 "2013-07-01" "2014-06-30" 1 5 0 0 0 "NO" "133 E MAIN ST" "ALBEMARLE" 28001 7049863766 "STANLY" 60600 "CO" "MO" "Y" "N" 1431009 2.25 6561.81 1437570.81 96.4629467299841 0.000107467946624005 154.492783077308 112.890998794537 7.8465973835183e-05 112.800393563683
"NC" "NC0061" "C-UNION" "UNION COUNTY PUBLIC LIBRARY" 21 211539 "316 E WINDSOR ST
MONROE, NC 28112
(34.981428, -80.545991)" "316 E WINDSOR ST
MONROE, NC 28112
" 34.981428 -80.545991 211539 1 3 0 5 9 36.1 45.1 4288187 181264 0 172606 4642057 2002729 1026894 3029623 276700 64050 80142 420892 851295 4301810 0 0 0 0 0 0 200631 32162 10856 1991 10526 563 9 66 75 276 10805 548566 76241 76322 925105 418734 52563 0 0 1574 887 134 26883 19513 647 109 94159 -1 2015 "2013-07-01" "2014-06-30" 2 5 0 0 0 "NO" "316 E WINDSOR ST" "MONROE" 28112 7042838184 "UNION" 218568 "CO" "MO" "Y" "N" 2894662 2.25 21043.8825 2915705.8825 69.8335051740503 0.00020505592260447 597.882759779319 80.2130065741236 0.000155421254441422 453.162665840384
"NC" "NC0105" "C-GASTON" "GASTON COUNTY PUBLIC LIBRARY" 22 208510 "1555 EAST GARRISON BOULEVARD
GASTONIA, NC 28054
(35.252829, -81.157729)" "1555 EAST GARRISON BOULEVARD
GASTONIA, NC 28054
" 35.252829 -81.157729 208510 1 9 0 12 20 31.95 51.95 3739877 213896 0 771 3954544 1785853 709564 2495417 266558 59862 58558 384978 642224 3522619 0 0 0 0 0 0 470241 52251 13838 13334 20637 2147 10 66 76 299 13780 481871 191932 112205 863271 300378 62016 303 1386 1783 1239 129 53146 43458 3172 69 59103 11164 2015 "2013-07-01" "2014-06-30" 1 5 0 0 0 "NO" "1555 EAST GARRISON BOULEVARD" "GASTONIA" 28054 7048682164 "GASTON" 211127 "MJ" "MO" "Y" "N" 6568300 2.25 21866.925 6590166.925 96.7628840544297 0.000106802739274445 703.847879865845 136.048939316739 5.40268540468683e-05 356.045986601474
"SC" "SC0002" "ABBE" "ABBE REGIONAL LIBRARY SYSTEM" 42 225692 "314 CHESTERFIELD STREET SW
AIKEN, SC 29801
(33.573389, -81.713585)" "314 CHESTERFIELD STREET SW
AIKEN, SC 29801
" 33.573389 -81.713585 225692 0 14 1 12 15 39.5 54.5 2626278 425124 4000 256674 3312076 1606598 521544 2128142 150908 29215 53445 233568 544054 2905764 67933 0 0 0 67933 67933 261980 1624 13001 931 26919 161 3 49 52 187 24026 716013 32236 61028 579418 190258 26166 502 853 950 724 81 19227 15890 1286 169 171621 134917 2015 "2013-07-01" "2014-06-30" 1 5 0 0 0 "HQ" "314 CHESTERFIELD STREET SW" "AIKEN" 29801 8036427575 "AIKEN" 164753 "MJ" "MO" "Y" "N" 3934736 2.25 23409.21 3958145.21 76.724252775047 0.000169877032155578 672.397961115616 90.9242298084929 0.000120959710314106 478.776097982766
"SC" "SC0003" "AHJ" "ALLENDALE HAMPTON JASPER REGIONAL LIBRARY" 32 56286 "297 MAIN STREET NORTH
ALLENDALE, SC 29810
(33.009419, -81.307225)" "297 MAIN STREET NORTH
ALLENDALE, SC 29810
" 33.009419 -81.307225 56286 1 4 1 1 1 18.5 19.5 376700 225000 3000 0 604700 321778 130012 451790 37750 5000 11050 53800 0 505590 0 0 0 0 0 3750 91376 173 2945 0 3034 0 0 49 49 451 10222 65707 12858 27206 53232 23914 23 0 0 57 12 2 3369 2614 7 83 43015 -1 2015 "2013-07-01" "2014-06-30" 1 5 0 0 0 "NO" "P.O. BOX 280" "ALLENDALE" 29810 8035843513 "ALLENDALE" 9695 "MJ" "MO" "Y" "N" 1275213 2.25 6724.305 1281937.305 82.3866510651531 0.000147328341800533 188.865697437894 94.2436029676762 0.000112589071602896 144.332131023068
"SC" "SC0006" "BERKELEY" "BERKELEY COUNTY LIBRARY SYSTEM" 21 177843 "100 LIBRARY ST.
MONCKS CORNER, SC 29461
(33.194792, -80.009137)" "100 LIBRARY ST.
MONCKS CORNER, SC 29461
" 33.194792 -80.009137 177843 1 5 1 12 12 45 57 2930436 237698 3000 0 3171134 1567179 615714 2182893 264452 28663 32615 325730 359822 2868445 0 0 0 0 0 7481 230195 13285 9629 1961 18660 0 4 49 53 370 17912 475929 93295 104135 741692 376083 35296 33 188 570 283 83 13610 10046 700 128 82401 19360 2015 "2013-07-01" "2014-06-30" 1 5 0 0 0 "NO" "P.O. BOX 1239" "MONCKS CORNER" 29461 8437194243 "BERKELEY" 198205 "CO" "MA" "Y" "N" 3370862 2.25 20554.4025 3391416.4025 60.060423080879 0.000277219148800335 940.165568328545 79.4636310537239 0.000158366452318669 537.086583999268
"SC" "SC0007" "CALHOUN" "CALHOUN COUNTY LIBRARY SYSTEM" 42 15175 "900 F.R. HUFF DRIVE
ST. MATTHEWS, SC 29135
(33.663446, -80.778288)" "900 F.R. HUFF DRIVE
ST. MATTHEWS, SC 29135
" 33.663446 -80.778288 15175 1 0 1 1 2.88 8.18 11.06 493264 75000 16070 13535 597869 280988 120607 401595 29480 17319 5962 52761 88423 542779 0 0 0 0 0 20668 37777 12926 1283 1622 2230 0 1 49 50 101 2825 60533 6501 7482 55784 21578 1679 4244 4189 292 185 52 8340 4746 712 33 15650 0 2015 "2013-07-01" "2014-06-30" 1 5 0 0 0 "NO" "900 F.R. HUFF DRIVE" "ST. MATTHEWS" 29135 8038743389 "CALHOUN" 14878 "CO" "MO" "Y" "N" 539568 4.5 3707.625 543275.625 27.8662097532637 0.00128778747377443 699.623544681976 36.3503050940137 0.000756804802571407 411.153602119983
"SC" "SC0008" "SC0008" "CHAPIN MEMORIAL LIBRARY" 13 27109 "400 14TH AVE. N.
MYRTLE BEACH, SC 29577
(33.697153, -78.87746)" "400 14TH AVE. N.
MYRTLE BEACH, SC 29577
" 33.697153 -78.87746 27109 1 0 0 2 2 9 11 1154460 0 1000 73000 1228460 560734 203874 764608 87888 48861 29449 166198 125270 1056076 0 0 0 0 0 0 123644 1601 4749 6617 8054 26 11 49 60 112 2262 103986 3862 17380 178800 70826 25069 246 146 428 242 17 7184 5147 294 49 36574 10832 2015 "2013-07-01" "2014-06-30" 1 5 0 0 0 "NO" "400 14TH AVE. N." "MYRTLE BEACH" 29577 8439181275 "HORRY" 298832 "CI" "SO" "Y" "N" 1777472 3 4089.81 1781561.81 93.4412802907675 0.000114530838259437 204.0437675103 106.987957796364 8.73635361972719e-05 155.643539675612
"SC" "SC0009" "CHARLESTON" "CHARLESTON COUNTY PUBLIC LIBRARY SYSTEM" 12 350209 "68 CALHOUN STREET
CHARLESTON, SC 29401
(32.788162, -79.930928)" "68 CALHOUN STREET
CHARLESTON, SC 29401
" 32.788162 -79.930928 350209 1 15 1 64.75 66.75 154.25 221 14536176 437761 15751 671544 15661232 7634912 3047963 10682875 1447027 418660 493351 2359038 2876787 15918700 0 0 0 0 0 42413 925340 10373 37329 3678 150581 0 43 49 92 1205 40494 1834352 615009 262871 3301695 1016151 349823 2987 3392 6414 4002 882 209965 144517 35661 337 617562 241854 2015 "2013-07-01" "2014-06-30" 1 5 0 0 0 "HQ" "68 CALHOUN STREET" "CHARLESTON" 29401 8438056801 "CHARLESTON" 381015 "CO" "MO" "Y" "N" 14503080 2.25 56789.1075 14559869.1075 87.7149952604652 0.000129972751061887 1892.38624300276 108.005144966259 8.5725714133652e-05 1248.15517693294
"SC" "SC0011" "CHESTER" "CHESTER COUNTY LIBRARY" 42 33140 "100 CENTER STREET
CHESTER, SC 29706
(34.705135, -81.214524)" "100 CENTER STREET
CHESTER, SC 29706
" 34.705135 -81.214524 33140 1 2 1 0.94 1.88 8.8 10.68 690475 75000 1216 7417 774108 442284 134963 577247 51882 3000 3505 58387 151790 787424 0 0 0 0 0 0 83559 3702 4530 358 2379 0 2 49 51 92 8060 68800 29153 17592 76833 29263 1409 3928 3841 176 146 21 3695 1546 101 37 41888 4250 2015 "2013-07-01" "2014-06-30" 1 5 0 0 0 "NO" "100 CENTER STREET" "CHESTER" 29706 8033778145 "CHESTER" 32337 "CO" "MO" "Y" "N" 1178945 3 4584.6 1183529.6 66.111609202065 0.000228793953765058 270.784416581977 77.2602433295637 0.000167528174739325 198.274553637963
"SC" "SC0012" "CHESTERFIELD" "CHESTERFIELD COUNTY LIBRARY SYSTEM" 42 46734 "119 W. MAIN STREET
CHESTERFIELD, SC 29709
(34.736026, -80.088672)" "119 W. MAIN STREET
CHESTERFIELD, SC 29709
" 34.736026 -80.088672 46734 1 4 0 0.93 10.39 0 10.39 375151 75000 22904 30000 503055 254815 84703 339518 42706 7332 1525 51563 57984 449065 0 0 0 0 0 0 72804 16212 0 1671 2220 0 0 49 49 127 9196 76516 7364 18388 60243 19955 3800 4093 5259 462 249 21 7171 4762 409 57 39029 -1 2015 "2013-07-01" "2014-06-30" 1 5 0 0 0 "NO" "119 W. MAIN STREET" "CHESTERFIELD" 29709 8436237489 "CHESTERFIELD" 46125 "CO" "MO" "Y" "N" 979528 3 5764.56 985292.56 57.024663744353 0.000307520826967745 302.997982856367 66.6024581505462 0.00022543403442901 222.118476893687
"SC" "SC0013" "CLARENDON" "CLARENDON COUNTY LIBRARY SYSTEM" 32 34971 "215 N. BROOKS ST.
MANNING, SC 29102
(33.699525, -80.210583)" "215 N. BROOKS ST.
MANNING, SC 29102
" 33.699525 -80.210583 34971 1 0 1 1.5 11 0.5 11.5 558500 75000 1866 0 635366 308262 89201 397463 47699 27408 26099 101206 136697 635366 0 0 0 10606 10606 10606 46291 1046 1029 5267 4678 0 4 49 53 52 3203 58793 16260 12926 54101 19688 2681 2 0 112 95 0 6455 5711 0 27 25962 -1 2015 "2013-07-01" "2014-06-30" 1 5 0 0 0 "NO" "215 N. BROOKS ST." "MANNING" 29102 8034358633 "CLARENDON" 34113 "CO" "MO" "Y" "N" 677865 3 4872.39 682737.39 24.1041875774186 0.00172113526584724 1175.0833992415 30.0769259447972 0.00110543473532525 754.721626011305
"SC" "SC0014" "COLLETON" "COLLETON COUNTY MEMORIAL LIBRARY" 32 38892 "600 HAMPTON STREET
WALTERBORO, SC 29488
(32.901621, -80.656694)" "600 HAMPTON STREET
WALTERBORO, SC 29488
" 32.901621 -80.656694 38892 1 1 1 3 8 1 9 724241 75000 1000 27544 827785 378239 135012 513251 72384 10288 19525 102197 207103 822551 0 0 0 0 0 0 123951 13727 925 1739 3822 0 2 49 51 124 5075 123090 5600 14511 120186 39637 2917 16 122 328 224 42 6502 5422 828 25 42982 0 2015 "2013-07-01" "2014-06-30" 1 5 0 0 0 "NO" "600 HAMPTON STREET" "WALTERBORO" 29488 8435495621 "COLLETON" 37771 "CO" "MO" "Y" "N" 1675811 3 4850.28 1680661.28 74.955993342933 0.000177986585690586 299.13516292957 85.9849379248636 0.000135255593950934 227.318839656737
"SC" "SC0015" "DARLINGTON" "DARLINGTON COUNTY LIBRARY SYSTEM" 42 68681 "204 N. MAIN STREET
DARLINGTON, SC 29532
(34.305655, -79.873202)" "204 N. MAIN STREET
DARLINGTON, SC 29532
" 34.305655 -79.873202 68681 1 3 0 4 13.19 13.56 26.75 1173298 85851 14408 41337 1314894 649133 201028 850161 82185 3000 32782 117967 401284 1369412 0 0 0 0 0 0 232111 2036 5198 1324 11177 0 1 49 50 320 11024 263080 23353 41715 289501 98569 3656 2684 1254 1637 1025 42 23940 20577 780 61 87263 17452 2015 "2013-07-01" "2014-06-30" 1 5 0 0 0 "NO" "204 N. MAIN STREET" "DARLINGTON" 29532 8433984940 "DARLINGTON" 67799 "CO" "MO" "Y" "N" 3237223 2.25 8648.4675 3245871.4675 41.1247329738641 0.000591280855838335 1919.22165924463 47.5604906359129 0.000442086596306344 1434.95626911495
"SC" "SC0016" "DILLON" "DILLON COUNTY LIBRARY SYSTEM" 42 32062 "600 EAST MAIN STREET
DILLON, SC 29536
(34.414437, -79.366906)" "600 EAST MAIN STREET
DILLON, SC 29536
" 34.414437 -79.366906 32062 1 2 1 1 7 0 7 393086 75000 1000 0 469086 205563 70210 275773 57649 5000 14538 77187 118359 471319 0 0 0 0 0 14000 143179 1001 1111 30 179 0 2 49 51 199 6500 120143 11931 27205 126451 51893 660 771 345 80 30 8 1079 700 42 50 53611 37920 2015 "2013-07-01" "2014-06-30" 1 5 0 0 0 "NO" "600 EAST MAIN STREET" "DILLON" 29536 8437740330 "DILLON" 31127 "CO" "MO" "Y" "N" 1882934 3 3935.58 1886869.58 70.04750714002 0.000203804904833844 384.553275185775 79.105098984677 0.000159805250190071 301.531665307934
"SC" "SC0017" "DORCHESTER" "DORCHESTER COUNTY LIBRARY SYSTEM" 42 136555 "506 N. PARLER AVENUE
ST. GEORGE, SC 29477
(33.188299, -80.571704)" "506 N. PARLER AVENUE
ST. GEORGE, SC 29477
" 33.188299 -80.571704 136555 1 1 1 9 10 29 39 2655258 170694 815 160102 2986869 1356261 392832 1749093 312166 91739 92739 496644 517612 2763349 0 0 0 0 0 25501 186710 17215 9929 8155 19389 0 20 49 69 249 6690 385257 30068 27688 654170 261177 32416 31326 25497 675 402 46 10189 8172 614 96 91110 43092 2015 "2013-07-01" "2014-06-30" 1 5 0 0 0 "NO" "506 N. PARLER AVENUE" "ST. GEORGE" 29477 8435639189 "DORCHESTER" 148469 "CO" "MO" "Y" "N" 2815921 2.25 15067.4625 2830988.4625 54.6603091059605 0.000334700093262558 947.532102423977 65.8288490934172 0.00023076369033021 653.289344888749
"SC" "SC0018" "FAIRFIELD" "FAIRFIELD COUNTY LIBRARY" 32 23956 "300 W. WASHINGTON STREET
WINNSBORO, SC 29180
(34.379224, -81.090208)" "300 W. WASHINGTON STREET
WINNSBORO, SC 29180
" 34.379224 -81.090208 23956 1 1 1 1.8 3.6 4.4 8 463834 75000 1010 14491 554335 271225 93144 364369 51852 18428 12339 82619 100075 547063 0 0 0 0 0 0 80013 13285 1816 1739 2766 0 8 49 57 151 3836 84300 4940 10342 51049 15468 1774 6455 2040 133 110 6 2145 1555 63 28 28117 -1 2015 "2013-07-01" "2014-06-30" 1 5 0 0 0 "NO" "300 W. WASHINGTON STREET" "WINNSBORO" 29180 8036354971 "FAIRFIELD" 22976 "CO" "MO" "Y" "N" 1102958 4.5 4434.06 1107392.06 45.2664730738567 0.000488030185028797 540.440751941221 63.8690394820237 0.000245142849624837 271.469245240318
"SC" "SC0019" "FLORENCE" "FLORENCE COUNTY LIBRARY SYSTEM" 42 136885 "509 SOUTH DARGAN STREET
FLORENCE, SC 29506
(34.188838, -79.765337)" "509 SOUTH DARGAN STREET
FLORENCE, SC 29506
" 34.188838 -79.765337 136885 1 5 1 21 21 27 48 3605622 171106 1743 0 3778471 1987443 682178 2669621 136166 10525 6485 153176 861683 3684480 0 0 0 0 0 0 336479 13038 15019 1814 9603 0 4 49 53 82 15373 544045 39701 101157 326046 148865 18185 43 327 854 444 77 18912 14239 1076 202 175504 -1 2015 "2013-07-01" "2014-06-30" 1 5 0 0 0 "NO" "509 SOUTH DARGAN STREET" "FLORENCE" 29506 8436628424 "FLORENCE" 139231 "CO" "MO" "Y" "N" 4704469 2.25 16439.7375 4720908.7375 42.9824610481191 0.000541274345365055 2555.30678641848 54.3303466017125 0.00033877788215457 1599.33946393525
"SC" "SC0020" "GEORGETOWN" "GEORGETOWN COUNTY LIBRARY" 32 60158 "405 CLELAND STREET
GEORGETOWN, SC 29440
(33.373314, -79.285044)" "405 CLELAND STREET
GEORGETOWN, SC 29440
" 33.373314 -79.285044 60158 1 3 1 6 20 11 31 1295557 75370 50038 89850 1510815 955143 165604 1120747 80259 0 13460 93719 358129 1572595 3177106 0 0 0 3177106 650304 172882 2401 8617 1328 13012 0 1 49 50 147 11374 191700 24041 42753 151161 49759 8738 1100 1488 722 550 69 14290 11186 743 99 69184 8547 2015 "2013-07-01" "2014-06-30" 1 5 0 0 0 "NO" "405 CLELAND STREET" "GEORGETOWN" 29440 8435453304 "GEORGETOWN" 60773 "CO" "MO" "Y" "N" 2535009 2.25 8710.665 2543719.665 79.8300113391458 0.0001569161406354 399.150672690172 94.6661364285981 0.000111586252985042 283.844146061715
"SC" "SC0022" "HORRY" "HORRY COUNTY MEMORIAL LIBRARY" 22 269291 "1008 5TH AVENUE
CONWAY, SC 29526
(33.837094, -79.048436)" "1008 5TH AVENUE
CONWAY, SC 29526
" 33.837094 -79.048436 269291 1 9 1 15 15 41 56 3702646 336614 0 0 4039260 1789824 1013466 2803290 361934 133413 114864 610211 625758 4039259 0 0 0 0 0 224300 339362 4785 28803 175113 15388 13159 7 49 56 659 21008 733530 102489 124078 1015333 331518 38811 3956 2796 3604 1062 294 50064 29069 3941 188 185884 -1 2015 "2013-07-01" "2014-06-30" 1 5 0 0 0 "NO" "1008 5TH AVENUE" "CONWAY" 29526 8439155285 "HORRY" 298832 "CO" "MA" "Y" "N" 5003216 2.25 26577.1425 5029793.1425 82.1161684740161 0.000148300510448029 745.920890480744 92.9673033665975 0.000115701644629315 581.9553387325
"SC" "SC0023" "KERSHAW" "KERSHAW COUNTY LIBRARY SYSTEM" 31 61697 "1304 BROAD STREET
CAMDEN, SC 29020
(34.249947, -80.607458)" "1304 BROAD STREET
CAMDEN, SC 29020
