"Library Name" "Service Area Population" "Address" "Latitude" "Longitude" "Central Libraries" "Branch Libraries" "Total Staff" "Print Materials" "Audio Materials" "Video Materials" "Print Serials" "Computers" "Collection Space" "Seats Per" "Work Space" "Size" "Distance" "Weight" "SizeWeight" "Drive Distance" "Drive Weight" "Drive SizeWeight"
PARMA, ID 83660
" 43.784643 -116.944866 1 0 0.96 27959 586 766 0 6 381313 14.25 1027.215 382340.215 74.7153808603478 0.000179134803141486 68.4904391470986 92.6833360259485 0.000116411714460649 44.5088799354032
"PAYETTE PUBLIC" 7422 "24 S 10TH ST
PAYETTE, ID 83661
" 44.074563 -116.931952 1 0 3.48 57498 2579 1948 57 17 807831 7 2080.62 809911.62 89.1862295723556 0.000125720005617264 101.822093415887 109.333639877217 8.3655093067944e-05 67.7532319479093
"RICHFIELD DISTRICT" 1076 "105 S MAIN
RICHFIELD, ID 83349
" 43.049258 -114.153783 1 0 0.55 17765 244 1048 2 9 248172 14.25 542.49 248714.49 86.3511579090788 0.000134110773986546 33.355292755569 102.153677905228 9.58279031174336e-05 23.8337880516219
"SHOSHONE PUBLIC" 1493 "211 S RAIL ST W
SHOSHONE, ID 83352
" 42.935898 -114.408212 1 0 1.38 20245 363 1441 16 3 286980 14.25 845.2575 287825.2575 73.9391293394015 0.00018291584826772 52.6478011284875 85.9408204605615 0.000135394495707073 38.9699555909708
"STANLEY DISTRICT" 252 "240 NIECE AVE
STANLEY, ID 83278
" 44.2162 -114.938577 1 0 0.9 6072 367 362 20 14 89303 22.5 305.1 89608.1 93.3130905115436 0.000114845730143173 10.2911076712424 172.661463705618 3.35435608374192e-05 3.00577475387555
"TWIN FALLS PUBLIC" 46528 "201 FOURTH AVE E
TWIN FALLS, ID 83301
" 42.556695 -114.465683 1 0 25.5 183274 11128 5380 275 42 2602631 3 8012.52 2610643.52 78.486924361292 0.000162332463068807 423.79219279622 97.5238296444505 0.000105142549998779 274.489716830589
"WEISER PUBLIC" 5356 "628 E 1ST ST
WEISER, ID 83672
" 44.247112 -116.968229 1 0 6 27651 774 1222 28 4 385955 7 2024.76 387979.76 99.93566171129 0.000100128800866497 38.8479481292712 124.290081648378 6.47331965793989e-05 25.115170072908
"SHERBURN SMITH MEMORIAL" 2707 "375 1ST AVE E
WENDELL, ID 83355
" 42.776404 -114.699053 1 0 1.8 23432 147 322 0 5 310938 10 1082.1 312020.1 61.7655768413955 0.000262124126670954 81.7879962162837 75.2923558725937 0.000176399856473684 55.0403008569044
"WILDER DISTRICT" 3319 "207 A AVE E
WILDER, ID 83676
" 43.677074 -116.905939 1 0 2.7 17130 688 2156 7 10 260203 10 1400.7 261603.7 68.3494858285302 0.00021405703044675 55.9981111758824 89.5043931052481 0.000124827794048607 32.6554127859535
"NYSSA PUBLIC LIBRARY" 3270 "319 MAIN ST
NYSSA, OR 97913
" 43.876781 -116.997336 1 0 1.55 30327 377 348 15 7 404186 10 1213.5 405399.5 81.0219415136487 0.000152333250157602 61.7558234472668 101.073110716194 9.78878378087012e-05 39.6836805037286
"ONTARIO LIBRARY DISTRICT" 26280 "388 SW 2ND AVE
ONTARIO, OR 97914
" 44.025637 -116.96832 1 0 8.1 118509 1209 2499 81 18 1590684 3 3580.2 1594264.2 87.6623186075098 0.000130129000329856 207.460006607677 106.976773087104 8.73818053374815e-05 139.309683980916
"EMMA HUMPHREY LIBRARY" 1890 "150 A ST E
VALE, OR 97918
" 43.981849 -117.239575 1 0 1 17356 89 113 15 6 228719 14.25 957.975 229676.975 94.7647866562572 0.000111354051130849 25.5754616177288 125.169324070737 6.38269638211707e-05 14.6595839738809
